f 1m 1f 2m 2f 3m 3f jL1m jL1f jL2m jL2f jV0300m jV0300f 
0.788673 1.04292 0 0.00447409 180 1 0 0.212679 -90 0.0221708 90 0.212679 90
0.790493 1.04271 0 0.00445175 180 1 0 0.212147 -90 0.022111 90 0.212147 90
0.792317 1.04251 0 0.00442954 180 1 0 0.211617 -90 0.0220514 90 0.211617 90
0.794145 1.0423 0 0.00440744 180 1 0 0.211088 -90 0.0219921 90 0.211088 90
0.795978 1.0421 0 0.00438546 180 1 0 0.21056 -90 0.0219329 90 0.21056 90
0.797814 1.0419 0 0.0043636 180 1 0 0.210035 -90 0.0218739 90 0.210035 90
0.799655 1.0417 0 0.00434186 180 1 0 0.20951 -90 0.0218152 90 0.20951 90
0.801501 1.0415 0 0.00432024 180 1 0 0.208987 -90 0.0217566 90 0.208987 90
0.80335 1.0413 0 0.00429872 180 1 0 0.208466 -90 0.0216982 90 0.208466 90
0.805204 1.0411 0 0.00427733 180 1 0 0.207946 -90 0.0216401 90 0.207946 90
0.807062 1.04091 0 0.00425605 180 1 0 0.207428 -90 0.0215821 90 0.207428 90
0.808924 1.04071 0 0.00423488 180 1 0 0.206911 -90 0.0215243 90 0.206911 90
0.810791 1.04051 0 0.00421382 180 1 0 0.206395 -90 0.0214667 90 0.206395 90
0.812662 1.04032 0 0.00419288 180 1 0 0.205881 -90 0.0214093 90 0.205881 90
0.814537 1.04013 0 0.00417205 180 1 0 0.205369 -90 0.0213521 90 0.205369 90
0.816417 1.03994 0 0.00415133 180 1 0 0.204858 -90 0.0212951 90 0.204858 90
0.818301 1.03974 0 0.00413072 180 1 0 0.204348 -90 0.0212382 90 0.204348 90
0.820189 1.03955 0 0.00411022 180 1 0 0.20384 -90 0.0211816 90 0.20384 90
0.822082 1.03937 0 0.00408983 180 1 0 0.203334 -90 0.0211251 90 0.203334 90
0.823979 1.03918 0 0.00406954 180 1 0 0.202828 -90 0.0210689 90 0.202828 90
0.82588 1.03899 0 0.00404937 180 1 0 0.202325 -90 0.0210128 90 0.202325 90
0.827786 1.0388 0 0.0040293 180 1 0 0.201822 -90 0.0209569 90 0.201822 90
0.829696 1.03862 0 0.00400934 180 1 0 0.201321 -90 0.0209012 90 0.201321 90
0.83161 1.03843 0 0.00398948 180 1 0 0.200822 -90 0.0208457 90 0.200822 90
0.833529 1.03825 0 0.00396973 180 1 0 0.200324 -90 0.0207903 90 0.200324 90
0.835453 1.03807 0 0.00395008 180 1 0 0.199827 -90 0.0207352 90 0.199827 90
0.837381 1.03789 0 0.00393054 180 1 0 0.199331 -90 0.0206802 90 0.199331 90
0.839313 1.0377 0 0.0039111 180 1 0 0.198838 -90 0.0206254 90 0.198838 90
0.84125 1.03752 0 0.00389176 180 1 0 0.198345 -90 0.0205708 90 0.198345 90
0.843191 1.03735 0 0.00387252 180 1 0 0.197854 -90 0.0205163 90 0.197854 90
0.845137 1.03717 0 0.00385339 180 1 0 0.197364 -90 0.0204621 90 0.197364 90
0.847087 1.03699 0 0.00383436 180 1 0 0.196876 -90 0.020408 90 0.196876 90
0.849042 1.03681 0 0.00381542 180 1 0 0.196389 -90 0.0203541 90 0.196389 90
0.851001 1.03664 0 0.00379659 180 1 0 0.195903 -90 0.0203003 90 0.195903 90
0.852964 1.03646 0 0.00377785 180 1 0 0.195419 -90 0.0202468 90 0.195419 90
0.854933 1.03629 0 0.00375922 180 1 0 0.194936 -90 0.0201934 90 0.194936 90
0.856906 1.03612 0 0.00374068 180 1 0 0.194454 -90 0.0201402 90 0.194454 90
0.858883 1.03594 0 0.00372224 180 1 0 0.193974 -90 0.0200871 90 0.193974 90
0.860865 1.03577 0 0.0037039 180 1 0 0.193495 -90 0.0200343 90 0.193495 90
0.862851 1.0356 0 0.00368565 180 1 0 0.193017 -90 0.0199816 90 0.193017 90
0.864842 1.03543 0 0.0036675 180 1 0 0.192541 -90 0.019929 90 0.192541 90
0.866838 1.03526 0 0.00364944 180 1 0 0.192066 -90 0.0198767 90 0.192066 90
0.868838 1.0351 0 0.00363148 180 1 0 0.191593 -90 0.0198245 90 0.191593 90
0.870843 1.03493 0 0.00361361 180 1 0 0.19112 -90 0.0197725 90 0.19112 90
0.872853 1.03476 0 0.00359583 180 1 0 0.19065 -90 0.0197206 90 0.19065 90
0.874867 1.0346 0 0.00357815 180 1 0 0.19018 -90 0.0196689 90 0.19018 90
0.876886 1.03443 0 0.00356056 180 1 0 0.189712 -90 0.0196174 90 0.189712 90
0.878909 1.03427 0 0.00354306 180 1 0 0.189244 -90 0.019566 90 0.189244 90
0.880937 1.03411 0 0.00352566 180 1 0 0.188779 -90 0.0195148 90 0.188779 90
0.88297 1.03394 0 0.00350834 180 1 0 0.188314 -90 0.0194638 90 0.188314 90
0.885007 1.03378 0 0.00349112 180 1 0 0.187851 -90 0.0194129 90 0.187851 90
0.88705 1.03362 0 0.00347398 180 1 0 0.187389 -90 0.0193622 90 0.187389 90
0.889097 1.03346 0 0.00345693 180 1 0 0.186929 -90 0.0193117 90 0.186929 90
0.891148 1.0333 0 0.00343998 180 1 0 0.186469 -90 0.0192613 90 0.186469 90
0.893205 1.03314 0 0.00342311 180 1 0 0.186011 -90 0.0192111 90 0.186011 90
0.895266 1.03299 0 0.00340632 180 1 0 0.185554 -90 0.019161 90 0.185554 90
0.897332 1.03283 0 0.00338963 180 1 0 0.185099 -90 0.0191111 90 0.185099 90
0.899402 1.03267 0 0.00337302 180 1 0 0.184644 -90 0.0190613 90 0.184644 90
0.901478 1.03252 0 0.0033565 180 1 0 0.184191 -90 0.0190117 90 0.184191 90
0.903558 1.03236 0 0.00334006 180 1 0 0.183739 -90 0.0189623 90 0.183739 90
0.905643 1.03221 0 0.00332371 180 1 0 0.183289 -90 0.018913 90 0.183289 90
0.907733 1.03206 0 0.00330745 180 1 0 0.18284 -90 0.0188639 90 0.18284 90
0.909827 1.03191 0 0.00329126 180 1 0 0.182391 -90 0.0188149 90 0.182391 90
0.911927 1.03175 0 0.00327516 180 1 0 0.181945 -90 0.0187661 90 0.181945 90
0.914031 1.0316 0 0.00325915 180 1 0 0.181499 -90 0.0187174 90 0.181499 90
0.91614 1.03145 0 0.00324322 180 1 0 0.181054 -90 0.0186689 90 0.181054 90
0.918254 1.0313 0 0.00322737 180 1 0 0.180611 -90 0.0186205 90 0.180611 90
0.920373 1.03116 0 0.0032116 180 1 0 0.180169 -90 0.0185723 90 0.180169 90
0.922497 1.03101 0 0.00319591 180 1 0 0.179728 -90 0.0185242 90 0.179728 90
0.924626 1.03086 0 0.00318031 180 1 0 0.179289 -90 0.0184763 90 0.179289 90
0.926759 1.03071 0 0.00316478 180 1 0 0.17885 -90 0.0184285 90 0.17885 90
0.928898 1.03057 0 0.00314934 180 1 0 0.178413 -90 0.0183809 90 0.178413 90
0.931041 1.03042 0 0.00313397 180 1 0 0.177977 -90 0.0183334 90 0.177977 90
0.93319 1.03028 0 0.00311868 180 1 0 0.177542 -90 0.0182861 90 0.177542 90
0.935343 1.03014 0 0.00310348 180 1 0 0.177109 -90 0.0182389 90 0.177109 90
0.937502 1.02999 0 0.00308835 180 1 0 0.176676 -90 0.0181919 90 0.176676 90
0.939665 1.02985 0 0.0030733 180 1 0 0.176245 -90 0.018145 90 0.176245 90
0.941833 1.02971 0 0.00305832 180 1 0 0.175815 -90 0.0180983 90 0.175815 90
0.944006 1.02957 0 0.00304342 180 1 0 0.175386 -90 0.0180517 90 0.175386 90
0.946185 1.02943 0 0.0030286 180 1 0 0.174958 -90 0.0180052 90 0.174958 90
0.948368 1.02929 0 0.00301386 180 1 0 0.174531 -90 0.0179589 90 0.174531 90
0.950557 1.02915 0 0.00299919 180 1 0 0.174106 -90 0.0179127 90 0.174106 90
0.95275 1.02901 0 0.00298459 180 1 0 0.173681 -90 0.0178667 90 0.173681 90
0.954949 1.02888 0 0.00297007 180 1 0 0.173258 -90 0.0178208 90 0.173258 90
0.957152 1.02874 0 0.00295563 180 1 0 0.172836 -90 0.0177751 90 0.172836 90
0.959361 1.0286 0 0.00294126 180 1 0 0.172415 -90 0.0177294 90 0.172415 90
0.961575 1.02847 0 0.00292696 180 1 0 0.171995 -90 0.017684 90 0.171995 90
0.963793 1.02833 0 0.00291274 180 1 0 0.171576 -90 0.0176386 90 0.171576 90
0.966017 1.0282 0 0.00289859 180 1 0 0.171159 -90 0.0175934 90 0.171159 90
0.968247 1.02807 0 0.00288451 180 1 0 0.170743 -90 0.0175484 90 0.170743 90
0.970481 1.02793 0 0.0028705 180 1 0 0.170327 -90 0.0175035 90 0.170327 90
0.97272 1.0278 0 0.00285656 180 1 0 0.169913 -90 0.0174587 90 0.169913 90
0.974965 1.02767 0 0.0028427 180 1 0 0.1695 -90 0.017414 90 0.1695 90
0.977215 1.02754 0 0.0028289 180 1 0 0.169088 -90 0.0173695 90 0.169088 90
0.97947 1.02741 0 0.00281518 180 1 0 0.168677 -90 0.0173251 90 0.168677 90
0.98173 1.02728 0 0.00280153 180 1 0 0.168267 -90 0.0172809 90 0.168267 90
0.983995 1.02715 0 0.00278794 180 1 0 0.167859 -90 0.0172368 90 0.167859 90
0.986266 1.02702 0 0.00277443 180 1 0 0.167451 -90 0.0171928 90 0.167451 90
0.988542 1.02689 0 0.00276098 180 1 0 0.167045 -90 0.017149 90 0.167045 90
0.990823 1.02677 0 0.0027476 180 1 0 0.166639 -90 0.0171053 90 0.166639 90
0.993109 1.02664 0 0.00273429 180 1 0 0.166235 -90 0.0170617 90 0.166235 90
0.995401 1.02651 0 0.00272105 180 1 0 0.165832 -90 0.0170182 90 0.165832 90
0.997698 1.02639 0 0.00270787 180 1 0 0.165429 -90 0.0169749 90 0.165429 90
