f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f 19m 19f 20m 20f 21m 21f 22m 22f 23m 23f 24m 24f jV0013m jV0013f jV0014m jV0014f jV0015m jV0015f jV0016m jV0016f jV0017m jV0017f jV0018m jV0018f jV0020m jV0020f jV0019m jV0019f jV0022m jV0022f jV0021m jV0021f jV0024m jV0024f jV0023m jV0023f jV0100m jV0100f jV0200m jV0200f jV0300m jV0300f jV0400m jV0400f jV0500m jV0500f jV0600m jV0600f jV0800m jV0800f jV0700m jV0700f jV1000m jV1000f jV0900m jV0900f jV1200m jV1200f jV1100m jV1100f 
1.6681e+07 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 9.08352e-07 -90 0.00022 179.973 1.25772e-06 -90 0.000100502 179.641 1.25772e-06 -90 1.0481e-07 90 9.08352e-07 -90 0.00022 179.973 1.25772e-06 -90 0.000100502 179.641 1.25772e-06 -90 1.0481e-07 90 3.63341e-07 -90 0.00022 179.989 5.03087e-07 -90 0.0001005 179.857 5.03087e-07 -90 4.19239e-08 90 3.63341e-07 -90 0.00022 179.989 5.03087e-07 -90 0.0001005 179.857 5.03087e-07 -90 4.19239e-08 90
2.15443e+07 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.17318e-06 -90 0.00022 179.965 1.62441e-06 -90 0.000100503 179.537 1.62441e-06 -90 1.35367e-07 90 1.17318e-06 -90 0.00022 179.965 1.62441e-06 -90 0.000100503 179.537 1.62441e-06 -90 1.35367e-07 90 4.69273e-07 -90 0.00022 179.986 6.49762e-07 -90 0.000100501 179.815 6.49762e-07 -90 5.41468e-08 90 4.69273e-07 -90 0.00022 179.986 6.49762e-07 -90 0.000100501 179.815 6.49762e-07 -90 5.41468e-08 90
2.78256e+07 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.51522e-06 -90 0.00022 179.954 2.098e-06 -90 0.000100505 179.402 2.098e-06 -90 1.74833e-07 90 1.51522e-06 -90 0.00022 179.954 2.098e-06 -90 0.000100505 179.402 2.098e-06 -90 1.74833e-07 90 6.06089e-07 -90 0.00022 179.982 8.392e-07 -90 0.000100501 179.761 8.392e-07 -90 6.99333e-08 90 6.06089e-07 -90 0.00022 179.982 8.392e-07 -90 0.000100501 179.761 8.392e-07 -90 6.99333e-08 90
3.59381e+07 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.95699e-06 -90 0.00022 179.941 2.70967e-06 -90 0.000100509 179.228 2.70967e-06 -90 2.25806e-07 90 1.95699e-06 -90 0.00022 179.941 2.70967e-06 -90 0.000100509 179.228 2.70967e-06 -90 2.25806e-07 90 7.82794e-07 -90 0.00022 179.976 1.08387e-06 -90 0.000100501 179.691 1.08387e-06 -90 9.03224e-08 90 7.82794e-07 -90 0.00022 179.976 1.08387e-06 -90 0.000100501 179.691 1.08387e-06 -90 9.03224e-08 90
4.64159e+07 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 2.52754e-06 -90 0.00022 179.924 3.49968e-06 -90 0.000100515 179.003 3.49968e-06 -90 2.9164e-07 90 2.52754e-06 -90 0.00022 179.924 3.49968e-06 -90 0.000100515 179.003 3.49968e-06 -90 2.9164e-07 90 1.01102e-06 -90 0.00022 179.97 1.39987e-06 -90 0.000100502 179.601 1.39987e-06 -90 1.16656e-07 90 1.01102e-06 -90 0.00022 179.97 1.39987e-06 -90 0.000100502 179.601 1.39987e-06 -90 1.16656e-07 90
5.99484e+07 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 3.26445e-06 -90 0.00022 179.902 4.52e-06 -90 0.000100525 178.712 4.52e-06 -90 3.76667e-07 90 3.26445e-06 -90 0.00022 179.902 4.52e-06 -90 0.000100525 178.712 4.52e-06 -90 3.76667e-07 90 1.30578e-06 -90 0.00022 179.961 1.808e-06 -90 0.000100504 179.485 1.808e-06 -90 1.50667e-07 90 1.30578e-06 -90 0.00022 179.961 1.808e-06 -90 0.000100504 179.485 1.808e-06 -90 1.50667e-07 90
7.74264e+07 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 4.2162e-06 -90 0.000220001 179.873 5.83781e-06 -90 0.000100542 178.336 5.83781e-06 -90 4.86484e-07 90 4.2162e-06 -90 0.000220001 179.873 5.83781e-06 -90 0.000100542 178.336 5.83781e-06 -90 4.86484e-07 90 1.68648e-06 -90 0.00022 179.949 2.33512e-06 -90 0.000100507 179.334 2.33512e-06 -90 1.94594e-07 90 1.68648e-06 -90 0.00022 179.949 2.33512e-06 -90 0.000100507 179.334 2.33512e-06 -90 1.94594e-07 90
1e+08 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 5.44543e-06 -90 0.000220001 179.836 7.53982e-06 -90 0.000100571 177.852 7.53982e-06 -90 6.28319e-07 90 5.44543e-06 -90 0.000220001 179.836 7.53982e-06 -90 0.000100571 177.852 7.53982e-06 -90 6.28319e-07 90 2.17817e-06 -90 0.00022 179.935 3.01593e-06 -90 0.000100511 179.14 3.01593e-06 -90 2.51327e-07 90 2.17817e-06 -90 0.00022 179.935 3.01593e-06 -90 0.000100511 179.14 3.01593e-06 -90 2.51327e-07 90
1.29155e+08 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 7.03304e-06 -90 0.000220001 179.789 9.73806e-06 -90 0.000100618 177.226 9.73806e-06 -90 8.11505e-07 90 7.03304e-06 -90 0.000220001 179.789 9.73806e-06 -90 0.000100618 177.226 9.73806e-06 -90 8.11505e-07 90 2.81322e-06 -90 0.00022 179.915 3.89522e-06 -90 0.000100519 178.89 3.89522e-06 -90 3.24602e-07 90 2.81322e-06 -90 0.00022 179.915 3.89522e-06 -90 0.000100519 178.89 3.89522e-06 -90 3.24602e-07 90
1.6681e+08 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 9.08352e-06 -90 0.000220002 179.727 1.25772e-05 -90 0.000100697 176.419 1.25772e-05 -90 1.0481e-06 90 9.08352e-06 -90 0.000220002 179.727 1.25772e-05 -90 0.000100697 176.419 1.25772e-05 -90 1.0481e-06 90 3.63341e-06 -90 0.00022 179.891 5.03087e-06 -90 0.000100531 178.566 5.03087e-06 -90 4.19239e-07 90 3.63341e-06 -90 0.00022 179.891 5.03087e-06 -90 0.000100531 178.566 5.03087e-06 -90 4.19239e-07 90
2.15443e+08 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.17318e-05 -90 0.000220004 179.647 1.62441e-05 -90 0.000100828 175.38 1.62441e-05 -90 1.35367e-06 90 1.17318e-05 -90 0.000220004 179.647 1.62441e-05 -90 0.000100828 175.38 1.62441e-05 -90 1.35367e-06 90 4.69273e-06 -90 0.000220001 179.859 6.49762e-06 -90 0.000100552 178.148 6.49762e-06 -90 5.41468e-07 90 4.69273e-06 -90 0.000220001 179.859 6.49762e-06 -90 0.000100552 178.148 6.49762e-06 -90 5.41468e-07 90
2.78256e+08 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.51522e-05 -90 0.000220007 179.545 2.098e-05 -90 0.000101046 174.041 2.098e-05 -90 1.74833e-06 90 1.51522e-05 -90 0.000220007 179.545 2.098e-05 -90 0.000101046 174.041 2.098e-05 -90 1.74833e-06 90 6.06089e-06 -90 0.000220001 179.818 8.392e-06 -90 0.000100588 177.609 8.392e-06 -90 6.99333e-07 90 6.06089e-06 -90 0.000220001 179.818 8.392e-06 -90 0.000100588 177.609 8.392e-06 -90 6.99333e-07 90
3.59381e+08 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 1.95699e-05 -90 0.000220012 179.412 2.70967e-05 -90 0.000101409 172.322 2.70967e-05 -90 2.25806e-06 90 1.95699e-05 -90 0.000220012 179.412 2.70967e-05 -90 0.000101409 172.322 2.70967e-05 -90 2.25806e-06 90 7.82794e-06 -90 0.000220002 179.765 1.08387e-05 -90 0.000100646 176.913 1.08387e-05 -90 9.03224e-07 90 7.82794e-06 -90 0.000220002 179.765 1.08387e-05 -90 0.000100646 176.913 1.08387e-05 -90 9.03224e-07 90
4.64159e+08 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 2.52754e-05 -90 0.000220019 179.241 3.49968e-05 -90 0.000102012 170.123 3.49968e-05 -90 2.9164e-06 90 2.52754e-05 -90 0.000220019 179.241 3.49968e-05 -90 0.000102012 170.123 3.49968e-05 -90 2.9164e-06 90 1.01102e-05 -90 0.000220003 179.696 1.39987e-05 -90 0.000100743 176.016 1.39987e-05 -90 1.16656e-06 90 1.01102e-05 -90 0.000220003 179.696 1.39987e-05 -90 0.000100743 176.016 1.39987e-05 -90 1.16656e-06 90
5.99484e+08 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 3.26445e-05 -90 0.000220032 179.019 4.52e-05 -90 0.00010301 167.326 4.52e-05 -90 3.76667e-06 90 3.26445e-05 -90 0.000220032 179.019 4.52e-05 -90 0.00010301 167.326 4.52e-05 -90 3.76667e-06 90 1.30578e-05 -90 0.000220005 179.608 1.808e-05 -90 0.000100906 174.86 1.808e-05 -90 1.50667e-06 90 1.30578e-05 -90 0.000220005 179.608 1.808e-05 -90 0.000100906 174.86 1.808e-05 -90 1.50667e-06 90
7.74264e+08 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 180 0 0 1 180 0 0 1 180 0 0 0 0 1 180 0 0 1 180 0 0 1 180 4.2162e-05 -90 0.000220054 178.733 5.83781e-05 -90 0.000104653 163.805 5.83781e-05 -90 4.86484e-06 90 4.2162e-05 -90 0.000220054 178.733 5.83781e-05 -90 0.000104653 163.805 5.83781e-05 -90 4.86484e-06 90 1.68648e-05 -90 0.000220009 179.493 2.33512e-05 -90 0.000101176 173.373 2.33512e-05 -90 1.94594e-06 90 1.68648e-05 -90 0.000220009 179.493 2.33512e-05 -90 0.000101176 173.373 2.33512e-05 -90 1.94594e-06 90
