f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f jL0400m jL0400f jL0600m jL0600f jL0809m jL0809f jV0300m jV0300f jV0500m jV0500f jV1000m jV1000f 
57.2237 1 45 0.00278127 -89.8406 1 0 0.999996 90.1594 1 90 1.00001 0.00398392 1.00001 3.08176e-08 1.00006 44.3626 1438.18 134.96 1 4.32233e-19 0.000695317 0.159355 0.000695325 -89.996 1 -135 0.249999 -179.841 0.000695317 -179.841 0.000695325 90.004
58.5702 1 45 0.00271733 -89.8443 1 0 0.999996 90.1557 1 90 1.00001 0.00389233 1.00001 2.87406e-08 1.00006 44.3773 1472.02 134.961 1 1.51282e-19 0.000679332 0.155692 0.000679339 -89.9961 1 -135 0.249999 -179.844 0.000679332 -179.844 0.000679339 90.0039
59.9484 1 45 0.00265486 -89.8479 1 0 0.999996 90.1521 1 90 1.00001 0.00380284 1.00001 2.68036e-08 1.00006 44.3916 1506.66 134.962 1 3.37445e-20 0.000663714 0.152112 0.000663721 -89.9962 1 -135 0.249999 -179.848 0.000663714 -179.848 0.000663721 90.0038
61.3591 1 45 0.00259382 -89.8514 1 0 0.999997 90.1486 1 90 1.00001 0.00371541 1.00001 2.49971e-08 1.00005 44.4056 1542.11 134.963 1 -1.27395e-19 0.000648455 0.148615 0.000648462 -89.9963 1 -135 0.249999 -179.851 0.000648455 -179.851 0.000648462 90.0037
62.8029 1 45 0.00253419 -89.8548 1 0 0.999997 90.1452 1 90 1.00001 0.00362999 1.00001 2.33124e-08 1.00005 44.4192 1578.4 134.964 1 -1.17537e-19 0.000633547 0.145198 0.000633553 -89.9964 1 -135 0.249999 -179.855 0.000633547 -179.855 0.000633553 90.0036
64.2807 1 45 0.00247593 -89.8581 1 0 0.999997 90.1419 1 90 1.00001 0.00354654 1.00001 2.17412e-08 1.00005 44.4326 1615.54 134.965 1 -3.07871e-19 0.000618982 0.14186 0.000618988 -89.9965 1 -135 0.249999 -179.858 0.000618982 -179.858 0.000618988 90.0035
65.7933 1 45 0.00241901 -89.8614 1 0 0.999997 90.1386 1 90 1.00001 0.003465 1.00001 2.02759e-08 1.00005 44.4456 1653.56 134.965 1 2.5024e-20 0.000604752 0.138599 0.000604757 -89.9965 1 -135 0.249999 -179.861 0.000604752 -179.861 0.000604757 90.0035
67.3415 1 45 0.00236339 -89.8646 1 0 0.999997 90.1354 1 90 1.00001 0.00338534 1.00001 1.89094e-08 1.00004 44.4584 1692.47 134.966 1 3.43132e-20 0.000590848 0.135413 0.000590853 -89.9966 1 -135 0.249999 -179.865 0.000590848 -179.865 0.000590853 90.0034
68.9261 1 45 0.00230906 -89.8677 1 0 0.999997 90.1323 1 90 1.00001 0.00330751 1.00001 1.76349e-08 1.00004 44.4708 1732.29 134.967 1 -1.14883e-19 0.000577265 0.132299 0.00057727 -89.9967 1 -135 0.249999 -179.868 0.000577265 -179.868 0.00057727 90.0033
70.548 1 45 0.00225597 -89.8707 1 0 0.999997 90.1293 1 90 1.00001 0.00323147 1.00001 1.64464e-08 1.00004 44.483 1773.06 134.968 1 1.63604e-19 0.000563994 0.129258 0.000563998 -89.9968 1 -135 0.249999 -179.871 0.000563994 -179.871 0.000563998 90.0032
72.2081 1 45 0.00220411 -89.8737 1 0 0.999998 90.1263 1 90 1 0.00315718 1 1.5338e-08 1.00004 44.4949 1814.78 134.968 1 7.16597e-20 0.000551027 0.126286 0.000551031 -89.9968 1 -135 0.249999 -179.874 0.000551027 -179.874 0.000551031 90.0032
73.9072 1 45 0.00215344 -89.8766 1 0 0.999998 90.1234 1 90 1 0.00308459 1 1.43042e-08 1.00004 44.5065 1857.48 134.969 1 1.81045e-19 0.000538359 0.123383 0.000538363 -89.9969 1 -135 0.249999 -179.877 0.000538359 -179.877 0.000538363 90.0031
75.6463 1 45 0.00210393 -89.8795 1 0 0.999998 90.1205 1 90 1 0.00301368 1 1.33402e-08 1.00004 44.5178 1901.19 134.97 1 -1.73083e-19 0.000525983 0.120546 0.000525986 -89.997 1 -135 0.249999 -179.879 0.000525983 -179.879 0.000525986 90.003
77.4264 1 45 0.00205556 -89.8822 1 0 0.999998 90.1178 1 90 1 0.00294439 1 1.24411e-08 1.00003 44.5289 1945.93 134.971 1 3.68915e-19 0.00051389 0.117775 0.000513893 -89.9971 1 -135 0.249999 -179.882 0.00051389 -179.882 0.000513893 90.0029
79.2483 1 45 0.0020083 -89.8849 1 0 0.999998 90.1151 1 90 1 0.0028767 1 1.16026e-08 1.00003 44.5397 1991.72 134.971 1 1.55073e-19 0.000502076 0.115067 0.000502079 -89.9971 1 -135 0.249999 -179.885 0.000502076 -179.885 0.000502079 90.0029
81.1131 1 45 0.00196213 -89.8876 1 0 0.999998 90.1124 1 90 1 0.00281056 1 1.08206e-08 1.00003 44.5503 2038.59 134.972 1 9.08068e-20 0.000490533 0.112422 0.000490536 -89.9972 1 -135 0.25 -179.888 0.000490533 -179.888 0.000490536 90.0028
83.0218 1 45 0.00191702 -89.8902 1 0 0.999998 90.1098 1 90 1 0.00274595 1 1.00913e-08 1.00003 44.5607 2086.56 134.973 1 -3.67588e-19 0.000479256 0.109837 0.000479258 -89.9973 1 -135 0.25 -179.89 0.000479256 -179.89 0.000479258 90.0027
84.9753 1 45 0.00187295 -89.8927 1 0 0.999998 90.1073 1 90 1 0.00268282 1 9.41122e-09 1.00003 44.5708 2135.66 134.973 1 -1.36115e-19 0.000468238 0.107312 0.00046824 -89.9973 1 -135 0.25 -179.893 0.000468238 -179.893 0.00046824 90.0027
86.9749 1 45 0.00182989 -89.8952 1 0 0.999998 90.1048 1 90 1 0.00262114 1 8.77693e-09 1.00003 44.5806 2185.91 134.974 1 -1.53936e-19 0.000457473 0.104845 0.000457475 -89.9974 1 -135 0.25 -179.895 0.000457473 -179.895 0.000457475 90.0026
89.0215 1 45 0.00178782 -89.8976 1 0 0.999998 90.1024 1 90 1 0.00256088 1 8.18539e-09 1.00003 44.5903 2237.35 134.974 1 1.52798e-19 0.000446956 0.102435 0.000446958 -89.9974 1 -135 0.25 -179.898 0.000446956 -179.898 0.000446958 90.0026
91.1163 1 45 0.00174672 -89.8999 1 0 0.999998 90.1001 1 90 1 0.002502 1 7.63372e-09 1.00002 44.5997 2290 134.975 1 -1.1185e-19 0.00043668 0.10008 0.000436682 -89.9975 1 -135 0.25 -179.9 0.00043668 -179.9 0.000436682 90.0025
93.2603 1 45 0.00170656 -89.9022 1 0 0.999999 90.0978 1 90 1 0.00244448 1 7.11924e-09 1.00002 44.6089 2343.88 134.976 1 -3.06355e-19 0.000426641 0.097779 0.000426643 -89.9976 1 -135 0.25 -179.902 0.000426641 -179.902 0.000426643 90.0024
95.4548 1 45 0.00166733 -89.9045 1 0 0.999999 90.0955 1 90 1 0.00238828 1 6.63942e-09 1.00002 44.6179 2399.04 134.976 1 1.45973e-19 0.000416832 0.095531 0.000416834 -89.9976 1 -135 0.25 -179.904 0.000416832 -179.904 0.000416834 90.0024
97.701 1 45 0.001629 -89.9067 1 0 0.999999 90.0933 1 90 1 0.00233338 1 6.19195e-09 1.00002 44.6267 2455.49 134.977 1 1.60192e-19 0.00040725 0.0933348 0.000407251 -89.9977 1 -135 0.25 -179.907 0.00040725 -179.907 0.000407251 90.0023
100 1 45 0.00159155 -89.9088 1 0 0.999999 90.0912 1 90 1 0.00227973 1 5.77463e-09 1.00002 44.6352 2513.27 134.977 1 2.32989e-19 0.000397887 0.091189 0.000397888 -89.9977 1 -135 0.25 -179.909 0.000397887 -179.909 0.000397888 90.0023
102.353 1 45 0.00155496 -89.9109 1 0 0.999999 90.0891 1 90 1 0.00222732 1 5.38544e-09 1.00002 44.6436 2572.41 134.978 1 -1.2948e-19 0.000388739 0.0890926 0.000388741 -89.9978 1 -135 0.25 -179.911 0.000388739 -179.911 0.000388741 90.0022
