f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f jL0400m jL0400f jL0600m jL0600f jL0809m jL0809f jV0300m jV0300f jV0500m jV0500f jV1000m jV1000f 
0.792483 1 45 0.196899 -78.6443 1 0 0.980424 101.356 1 90 1.04201 0.299756 1.04203 0.0120899 1.2827 6.22428 19.1401 132.005 1 3.37293e-18 0.0492248 11.3557 0.0523171 -89.7002 1 -135 0.245106 -168.644 0.0492248 -168.644 0.0523171 90.2998
0.811131 1 45 0.192542 -78.8988 1 0 0.981289 101.101 1 90 1.04003 0.292307 1.04004 0.0112536 1.27122 6.87324 19.6266 132.079 1 5.66604e-17 0.0481356 11.1012 0.0510169 -89.7077 1 -135 0.245322 -168.899 0.0481356 -168.899 0.0510169 90.2923
0.830218 1 45 0.188274 -79.1479 1 0 0.982116 100.852 1 90 1.03814 0.285068 1.03815 0.0104761 1.26016 7.51862 20.1237 132.152 1 -8.97831e-19 0.0470686 10.8521 0.0497535 -89.7149 1 -135 0.245529 -169.148 0.0470686 -169.148 0.0497535 90.2851
0.849753 1 45 0.184094 -79.3917 1 0 0.982909 100.608 1 90 1.03634 0.278032 1.03635 0.0097531 1.24951 8.16012 20.6317 132.222 1 1.26667e-17 0.0460236 10.6083 0.0485256 -89.722 1 -135 0.245727 -169.392 0.0460236 -169.392 0.0485256 90.278
0.869749 1 45 0.180001 -79.6302 1 0 0.983666 100.37 1 90 1.03463 0.271192 1.03464 0.00908078 1.23926 8.79744 21.1509 132.29 1 -5.08609e-17 0.0450002 10.3698 0.0473318 -89.7288 1 -135 0.245917 -169.63 0.0450002 -169.63 0.0473318 90.2712
0.890215 1 45 0.175992 -79.8636 1 0 0.984392 100.136 1 90 1.03301 0.264541 1.03302 0.00845546 1.22939 9.43029 21.6815 132.356 1 -2.27127e-17 0.043998 10.1364 0.0461709 -89.7355 1 -135 0.246098 -169.864 0.043998 -169.864 0.0461709 90.2645
0.911163 1 45 0.172067 -80.092 1 0 0.985085 99.908 1 90 1.03146 0.258072 1.03147 0.00787378 1.2199 10.0584 22.2238 132.421 1 -1.41954e-17 0.0430168 9.90803 0.0450419 -89.7419 1 -135 0.246271 -170.092 0.0430168 -170.092 0.0450419 90.2581
0.932603 1 45 0.168225 -80.3154 1 0 0.985749 99.6846 1 90 1.02999 0.251779 1.03 0.00733264 1.21078 10.6815 22.7782 132.484 1 2.61099e-17 0.0420561 9.68461 0.0439435 -89.7482 1 -135 0.246437 -170.315 0.0420561 -170.315 0.0439435 90.2518
0.954548 1 45 0.164463 -80.534 1 0 0.986383 99.466 1 90 1.02859 0.245656 1.02859 0.00682914 1.202 11.2994 23.3449 132.545 1 -1.87331e-17 0.0411157 9.46603 0.0428748 -89.7543 1 -135 0.246596 -170.534 0.0411157 -170.534 0.0428748 90.2457
0.97701 1 45 0.160781 -80.7478 1 0 0.98699 99.2522 1 90 1.02725 0.239696 1.02726 0.00636061 1.19356 11.9117 23.9242 132.604 1 9.46363e-18 0.0401952 9.25221 0.0418348 -89.7603 1 -135 0.246748 -170.748 0.0401952 -170.748 0.0418348 90.2397
1 1 45 0.157177 -80.9569 1 0 0.98757 99.0431 1 90 1.02598 0.233896 1.02599 0.00592459 1.18545 12.5184 24.5165 132.662 1 -3.95774e-17 0.0392942 9.04306 0.0408224 -89.7661 1 -135 0.246893 -170.957 0.0392942 -170.957 0.0408224 90.2339
1.02353 1 45 0.15365 -81.1615 1 0 0.988125 98.8385 1 90 1.02477 0.228249 1.02478 0.00551878 1.17765 13.1191 25.1221 132.719 1 -1.82963e-17 0.0384124 8.83848 0.0398369 -89.7718 1 -135 0.247031 -171.162 0.0384124 -171.162 0.0398369 90.2282
1.04762 1 45 0.150198 -81.3616 1 0 0.988656 98.6384 1 90 1.02362 0.222751 1.02362 0.00514105 1.17016 13.7136 25.7412 132.774 1 -9.70628e-18 0.0375494 8.63838 0.0388773 -89.7772 1 -135 0.247164 -171.362 0.0375494 -171.362 0.0388773 90.2228
1.07227 1 45 0.14682 -81.5573 1 0 0.989163 98.4427 1 90 1.02252 0.217397 1.02253 0.00478942 1.16297 14.3018 26.3743 132.827 1 -2.79056e-18 0.036705 8.44268 0.0379428 -89.7826 1 -135 0.247291 -171.557 0.036705 -171.557 0.0379428 90.2174
1.0975 1 45 0.143515 -81.7487 1 0 0.989648 98.2513 1 90 1.02147 0.212181 1.02148 0.00446206 1.15606 14.8835 27.0216 132.879 1 -2.12568e-17 0.0358787 8.25129 0.0370325 -89.7878 1 -135 0.247412 -171.749 0.0358787 -171.749 0.0370325 90.2122
1.12332 1 45 0.140281 -81.9359 1 0 0.990112 98.0641 1 90 1.02048 0.207101 1.02048 0.00415728 1.14943 15.4585 27.6836 132.93 1 -2.65709e-18 0.0350703 8.06411 0.0361459 -89.7929 1 -135 0.247528 -171.936 0.0350703 -171.936 0.0361459 90.2071
1.14976 1 45 0.137117 -82.1189 1 0 0.990555 97.8811 1 90 1.01953 0.202152 1.01954 0.00387349 1.14306 16.0267 28.3605 132.979 1 2.68743e-17 0.0342794 7.88108 0.0352821 -89.7978 1 -135 0.247639 -172.119 0.0342794 -172.119 0.0352821 90.2022
1.17681 1 45 0.134022 -82.2979 1 0 0.990978 97.7021 1 90 1.01863 0.197329 1.01863 0.00360922 1.13695 16.5879 29.0528 133.027 1 -2.24458e-18 0.0335056 7.70209 0.0344403 -89.8027 1 -135 0.247745 -172.298 0.0335056 -172.298 0.0344403 90.1973
1.2045 1 45 0.130995 -82.4729 1 0 0.991383 97.5271 1 90 1.01776 0.192629 1.01777 0.00336313 1.13108 17.1421 29.7607 133.074 1 -8.86912e-18 0.0327487 7.52707 0.0336201 -89.8074 1 -135 0.247846 -172.473 0.0327487 -172.473 0.0336201 90.1926
1.23285 1 45 0.128033 -82.6441 1 0 0.99177 97.3559 1 90 1.01694 0.188049 1.01695 0.00313393 1.12546 17.689 30.4848 133.12 1 2.09777e-17 0.0320083 7.35594 0.0328207 -89.812 1 -135 0.247942 -172.644 0.0320083 -172.644 0.0328207 90.188
1.26186 1 45 0.125136 -82.8114 1 0 0.99214 97.1886 1 90 1.01616 0.183584 1.01617 0.00292047 1.12006 18.2286 31.2254 133.165 1 -3.20914e-17 0.031284 7.18862 0.0320415 -89.8164 1 -135 0.248035 -172.811 0.031284 -172.811 0.0320415 90.1836
1.29155 1 45 0.122303 -82.975 1 0 0.992493 97.025 1 90 1.01541 0.179232 1.01542 0.00272164 1.11488 18.7608 31.9829 133.208 1 6.6488e-18 0.0305757 7.02502 0.0312818 -89.8208 1 -135 0.248123 -172.975 0.0305757 -172.975 0.0312818 90.1792
1.32194 1 45 0.119532 -83.1349 1 0 0.99283 96.8651 1 90 1.0147 0.174989 1.01471 0.00253644 1.10992 19.2855 32.7577 133.251 1 -4.41636e-18 0.0298829 6.86508 0.0305413 -89.825 1 -135 0.248208 -173.135 0.0298829 -173.135 0.0305413 90.175
1.35305 1 45 0.116822 -83.2913 1 0 0.993153 96.7087 1 90 1.01403 0.170852 1.01403 0.00236391 1.10516 19.8026 33.5502 133.292 1 -4.93807e-18 0.0292054 6.7087 0.0298192 -89.8291 1 -135 0.248288 -173.291 0.0292054 -173.291 0.0298192 90.1709
1.38489 1 45 0.114171 -83.4442 1 0 0.993461 96.5558 1 90 1.01338 0.166817 1.01338 0.00220319 1.1006 20.3122 34.3609 133.332 1 -3.3972e-18 0.0285428 6.55583 0.0291151 -89.8332 1 -135 0.248365 -173.444 0.0285428 -173.444 0.0291151 90.1668
1.41747 1 45 0.11158 -83.5936 1 0 0.993756 96.4064 1 90 1.01276 0.162883 1.01277 0.00205345 1.09623 20.8141 35.1901 133.372 1 3.17881e-18 0.0278949 6.40638 0.0284284 -89.8371 1 -135 0.248439 -173.594 0.0278949 -173.594 0.0284284 90.1629
1.45083 1 45 0.109045 -83.7397 1 0 0.994037 96.2603 1 90 1.01218 0.159046 1.01218 0.00191394 1.09204 21.3083 36.0384 133.41 1 -5.49618e-18 0.0272613 6.26028 0.0277588 -89.841 1 -135 0.248509 -173.74 0.0272613 -173.74 0.0277588 90.159
1.48497 1 45 0.106567 -83.8825 1 0 0.994306 96.1175 1 90 1.01162 0.155304 1.01162 0.00178396 1.08802 21.7947 36.9062 133.447 1 -9.31803e-18 0.0266418 6.11746 0.0271056 -89.8447 1 -135 0.248576 -173.883 0.0266418 -173.883 0.0271056 90.1553
1.51991 1 45 0.104144 -84.0222 1 0 0.994562 95.9778 1 90 1.01108 0.151653 1.01109 0.00166285 1.08418 22.2735 37.7939 133.484 1 8.97831e-18 0.026036 5.97785 0.0264685 -89.8483 1 -135 0.248641 -174.022 0.026036 -174.022 0.0264685 90.1517
1.55568 1 45 0.101775 -84.1586 1 0 0.994807 95.8414 1 90 1.01057 0.148092 1.01058 0.00155 1.08049 22.7445 38.7021 133.519 1 1.72287e-18 0.0254437 5.84138 0.0258469 -89.8519 1 -135 0.248702 -174.159 0.0254437 -174.159 0.0258469 90.1481
1.59228 1 45 0.0994583 -84.292 1 0 0.995042 95.708 1 90 1.01009 0.144618 1.01009 0.00144484 1.07696 23.2077 39.6312 133.554 1 1.17689e-18 0.0248646 5.70798 0.0252406 -89.8554 1 -135 0.24876 -174.292 0.0248646 -174.292 0.0252406 90.1446
1.62975 1 45 0.0971936 -84.4224 1 0 0.995265 95.5776 1 90 1.00963 0.141228 1.00963 0.00134685 1.07359 23.6632 40.5818 133.588 1 -8.71139e-18 0.0242984 5.57759 0.024649 -89.8588 1 -135 0.248816 -174.422 0.0242984 -174.422 0.024649 90.1412
1.6681 1 45 0.0949796 -84.5499 1 0 0.995479 95.4501 1 90 1.00918 0.137921 1.00919 0.00125553 1.07035 24.111 41.5543 133.621 1 -2.5843e-18 0.0237449 5.45014 0.0240718 -89.8621 1 -135 0.24887 -174.55 0.0237449 -174.55 0.0240718 90.1379
1.70735 1 45 0.092815 -84.6744 1 0 0.995683 95.3256 1 90 1.00876 0.134694 1.00877 0.00117042 1.06725 24.551 42.5493 133.653 1 -5.03513e-18 0.0232037 5.32557 0.0235086 -89.8653 1 -135 0.248921 -174.674 0.0232037 -174.674 0.0235086 90.1347
1.74753 1 45 0.0906989 -84.7962 1 0 0.995878 95.2038 1 90 1.00836 0.131545 1.00836 0.0010911 1.06429 24.9835 43.5674 133.685 1 -3.19094e-18 0.0226747 5.20382 0.022959 -89.8685 1 -135 0.24897 -174.796 0.0226747 -174.796 0.022959 90.1315
1.78865 1 45 0.0886303 -84.9152 1 0 0.996065 95.0848 1 90 1.00798 0.128472 1.00798 0.00101718 1.06145 25.4082 44.609 133.715 1 1.05556e-18 0.0221576 5.08482 0.0224226 -89.8715 1 -135 0.249016 -174.915 0.0221576 -174.915 0.0224226 90.1285
1.83074 1 45 0.0866082 -85.0315 1 0 0.996242 94.9685 1 90 1.00761 0.125473 1.00762 0.000948281 1.05874 25.8254 45.6747 133.745 1 8.22607e-18 0.021652 4.96851 0.0218992 -89.8745 1 -135 0.249061 -175.031 0.021652 -175.031 0.0218992 90.1255
1.87382 1 45 0.0846315 -85.1452 1 0 0.996412 94.8548 1 90 1.00726 0.122546 1.00727 0.000884064 1.05614 26.2351 46.7651 133.775 1 -2.07472e-18 0.0211579 4.85483 0.0213883 -89.8775 1 -135 0.249103 -175.145 0.0211579 -175.145 0.0213883 90.1225
1.91791 1 45 0.0826993 -85.2563 1 0 0.996575 94.7437 1 90 1.00693 0.119689 1.00693 0.000824209 1.05365 26.6372 47.8809 133.803 1 -3.20307e-18 0.0206748 4.74374 0.0208897 -89.8803 1 -135 0.249144 -175.256 0.0206748 -175.256 0.0208897 90.1197
1.96304 1 45 0.0808106 -85.3648 1 0 0.996729 94.6352 1 90 1.00661 0.116901 1.00662 0.000768418 1.05127 27.032 49.0225 133.831 1 5.21713e-19 0.0202026 4.63516 0.020403 -89.8831 1 -135 0.249182 -175.365 0.0202026 -175.365 0.020403 90.1169
2.00923 1 45 0.0789644 -85.471 1 0 0.996877 94.529 1 90 1.00631 0.114179 1.00631 0.000716414 1.049 27.4193 50.1906 133.858 1 -2.13538e-18 0.0197411 4.52904 0.0199279 -89.8858 1 -135 0.249219 -175.471 0.0197411 -175.471 0.0199279 90.1142
2.05651 1 45 0.07716 -85.5747 1 0 0.997019 94.4253 1 90 1.00602 0.111522 1.00603 0.000667938 1.04682 27.7994 51.386 133.885 1 -9.49396e-18 0.01929 4.42534 0.0194642 -89.8885 1 -135 0.249255 -175.575 0.01929 -175.575 0.0194642 90.1115
2.1049 1 45 0.0753963 -85.676 1 0 0.997154 94.324 1 90 1.00575 0.108928 1.00575 0.000622751 1.04474 28.1723 52.6091 133.911 1 -2.83302e-18 0.0188491 4.32399 0.0190115 -89.8911 1 -135 0.249288 -175.676 0.0188491 -175.676 0.0190115 90.1089
2.15443 1 45 0.0736724 -85.7751 1 0 0.997282 94.2249 1 90 1.00549 0.106396 1.00549 0.000580628 1.04274 28.538 53.8606 133.936 1 1.32733e-17 0.0184181 4.22495 0.0185696 -89.8936 1 -135 0.249321 -175.775 0.0184181 -175.775 0.0185696 90.1064
2.20513 1 45 0.0719876 -85.8718 1 0 0.997406 94.1282 1 90 1.00523 0.103924 1.00524 0.000541361 1.04084 28.8966 55.1413 133.961 1 -2.05713e-17 0.0179969 4.12816 0.0181382 -89.8961 1 -135 0.249351 -175.872 0.0179969 -175.872 0.0181382 90.1039
2.25702 1 45 0.0703409 -85.9664 1 0 0.997523 94.0336 1 90 1.005 0.101511 1.005 0.000504755 1.03902 29.2483 56.4519 133.985 1 8.82665e-18 0.0175852 4.03357 0.017717 -89.8985 1 -135 0.249381 -175.966 0.0175852 -175.966 0.017717 90.1015
2.31013 1 45 0.0687315 -86.0589 1 0 0.997635 93.9411 1 90 1.00477 0.0991545 1.00477 0.000470629 1.03728 29.593 57.793 134.009 1 -6.06643e-19 0.0171829 3.94113 0.0173057 -89.9008 1 -135 0.249409 -176.059 0.0171829 -176.059 0.0173057 90.0992
2.36449 1 45 0.0671585 -86.1492 1 0 0.997742 93.8508 1 90 1.00455 0.0968539 1.00455 0.000438815 1.03561 29.9309 59.1653 134.032 1 -1.37708e-18 0.0167896 3.8508 0.0169042 -89.9031 1 -135 0.249436 -176.149 0.0167896 -176.149 0.0169042 90.0969
2.42013 1 45 0.0656213 -86.2375 1 0 0.997845 93.7625 1 90 1.00434 0.0946077 1.00434 0.000409156 1.03402 30.2621 60.5697 134.054 1 7.15838e-18 0.0164053 3.76253 0.0165121 -89.9054 1 -135 0.249461 -176.237 0.0164053 -176.237 0.0165121 90.0946
2.47708 1 45 0.0641189 -86.3237 1 0 0.997942 93.6763 1 90 1.00414 0.0924144 1.00415 0.000381505 1.0325 30.5867 62.0068 134.076 1 2.17178e-18 0.0160297 3.67627 0.0161293 -89.9076 1 -135 0.249486 -176.324 0.0160297 -176.324 0.0161293 90.0924
2.53536 1 45 0.0626507 -86.408 1 0 0.998036 93.592 1 90 1.00395 0.0902728 1.00396 0.000355726 1.03104 30.9047 63.4774 134.097 1 1.16354e-17 0.0156627 3.59197 0.0157556 -89.9097 1 -135 0.249509 -176.408 0.0156627 -176.408 0.0157556 90.0903
2.59502 1 45 0.0612158 -86.4904 1 0 0.998125 93.5096 1 90 1.00377 0.0881815 1.00378 0.000331692 1.02965 31.2162 64.9824 134.118 1 7.14625e-18 0.0153039 3.5096 0.0153906 -89.9118 1 -135 0.249531 -176.49 0.0153039 -176.49 0.0153906 90.0882
2.65609 1 45 0.0598135 -86.5709 1 0 0.99821 93.4291 1 90 1.0036 0.0861395 1.0036 0.000309284 1.02832 31.5214 66.5226 134.139 1 1.02341e-17 0.0149534 3.42911 0.0150342 -89.9139 1 -135 0.249552 -176.571 0.0149534 -176.571 0.0150342 90.0861
2.71859 1 45 0.0584432 -86.6495 1 0 0.998291 93.3505 1 90 1.00344 0.0841453 1.00344 0.000288392 1.02705 31.8204 68.0987 134.159 1 2.09898e-18 0.0146108 3.35046 0.0146861 -89.9159 1 -135 0.249573 -176.65 0.0146108 -176.65 0.0146861 90.0841
2.78256 1 45 0.057104 -86.7264 1 0 0.998368 93.2736 1 90 1.00328 0.082198 1.00328 0.000268913 1.02584 32.1131 69.7117 134.178 1 1.48627e-18 0.014276 3.2736 0.0143462 -89.9178 1 -135 0.249592 -176.726 0.014276 -176.726 0.0143462 90.0822
2.84804 1 45 0.0557953 -86.8015 1 0 0.998442 93.1985 1 90 1.00313 0.0802963 1.00313 0.000250752 1.02468 32.3998 71.3624 134.197 1 1.18295e-18 0.0139488 3.1985 0.0140143 -89.9197 1 -135 0.249611 -176.802 0.0139488 -176.802 0.0140143 90.0803
2.91505 1 45 0.0545164 -86.8749 1 0 0.998513 93.1251 1 90 1.00299 0.0784391 1.00299 0.000233819 1.02357 32.6806 73.0517 134.216 1 2.71776e-18 0.0136291 3.12511 0.0136902 -89.9216 1 -135 0.249628 -176.875 0.0136291 -176.875 0.0136902 90.0784
2.98365 1 45 0.0532667 -86.9466 1 0 0.99858 93.0534 1 90 1.00285 0.0766254 1.00285 0.000218031 1.02251 32.9554 74.7806 134.234 1 4.00384e-19 0.0133167 3.0534 0.0133736 -89.9234 1 -135 0.249645 -176.947 0.0133167 -176.947 0.0133736 90.0766
3.05386 1 45 0.0520454 -87.0167 1 0 0.998645 92.9833 1 90 1.00272 0.074854 1.00272 0.00020331 1.0215 33.2245 76.5498 134.252 1 -2.17178e-18 0.0130114 2.98333 0.0130645 -89.9251 1 -135 0.249661 -177.017 0.0130114 -177.017 0.0130645 90.0749
3.12572 1 45 0.050852 -87.0851 1 0 0.998706 92.9149 1 90 1.0026 0.0731241 1.0026 0.000189584 1.02053 33.4879 78.3605 134.269 1 2.52363e-18 0.012713 2.91486 0.0127626 -89.9269 1 -135 0.249677 -177.085 0.012713 -177.085 0.0127626 90.0731
3.19927 1 45 0.0496859 -87.152 1 0 0.998765 92.848 1 90 1.00248 0.0714345 1.00248 0.000176786 1.01961 33.7458 80.2136 134.286 1 1.10834e-17 0.0124215 2.84796 0.0124677 -89.9286 1 -135 0.249691 -177.152 0.0124215 -177.152 0.0124677 90.0714
3.27455 1 45 0.0485463 -87.2174 1 0 0.998821 92.7826 1 90 1.00237 0.0697844 1.00237 0.000164852 1.01872 33.9981 82.1101 134.302 1 2.37197e-18 0.0121366 2.78259 0.0121797 -89.9302 1 -135 0.249705 -177.217 0.0121366 -177.217 0.0121797 90.0698
3.3516 1 45 0.0474328 -87.2813 1 0 0.998874 92.7187 1 90 1.00226 0.0681727 1.00226 0.000153725 1.01788 34.2451 84.051 134.318 1 -4.91381e-18 0.0118582 2.71872 0.0118984 -89.9318 1 -135 0.249719 -177.281 0.0118582 -177.281 0.0118984 90.0682
3.43047 1 45 0.0463447 -87.3437 1 0 0.998926 92.6563 1 90 1.00216 0.0665986 1.00216 0.00014335 1.01707 34.4868 86.0373 134.334 1 -6.87326e-18 0.0115862 2.6563 0.0116236 -89.9334 1 -135 0.249731 -177.344 0.0115862 -177.344 0.0116236 90.0666
3.51119 1 45 0.0452814 -87.4047 1 0 0.998974 92.5953 1 90 1.00206 0.0650611 1.00206 0.000133676 1.0163 34.7233 88.0702 134.349 1 7.82569e-18 0.0113204 2.59532 0.0113553 -89.9349 1 -135 0.249744 -177.405 0.0113204 -177.405 0.0113553 90.0651
3.59381 1 45 0.0442424 -87.4643 1 0 0.999021 92.5357 1 90 1.00196 0.0635594 1.00197 0.000124655 1.01557 34.9546 90.1508 134.364 1 7.44957e-18 0.0110606 2.53573 0.0110932 -89.9364 1 -135 0.249755 -177.464 0.0110606 -177.464 0.0110932 90.0636
3.67838 1 45 0.0432272 -87.5225 1 0 0.999065 92.4775 1 90 1.00188 0.0620926 1.00188 0.000116243 1.01487 35.181 92.2801 134.379 1 -5.16253e-18 0.0108068 2.47751 0.0108372 -89.9379 1 -135 0.249766 -177.522 0.0108068 -177.522 0.0108372 90.0621
3.76494 1 45 0.0422352 -87.5794 1 0 0.999108 92.4206 1 90 1.00179 0.0606599 1.00179 0.000108399 1.0142 35.4025 94.4594 134.393 1 -5.38699e-18 0.0105588 2.42062 0.0105872 -89.9393 1 -135 0.249777 -177.579 0.0105588 -177.579 0.0105872 90.0607
3.85353 1 45 0.0412659 -87.635 1 0 0.999148 92.365 1 90 1.00171 0.0592605 1.00171 0.000101085 1.01355 35.6192 96.6897 134.407 1 -2.12325e-18 0.0103165 2.36503 0.0103429 -89.9407 1 -135 0.249787 -177.635 0.0103165 -177.635 0.0103429 90.0593
3.94421 1 45 0.0403188 -87.6893 1 0 0.999187 92.3107 1 90 1.00163 0.0578936 1.00163 9.42652e-05 1.01294 35.8312 98.9724 134.421 1 -7.14625e-18 0.0100797 2.31072 0.0101043 -89.9421 1 -135 0.249797 -177.689 0.0100797 -177.689 0.0101043 90.0579
4.03702 1 45 0.0393933 -87.7423 1 0 0.999224 92.2577 1 90 1.00156 0.0565585 1.00156 8.79056e-05 1.01236 36.0385 101.309 134.434 1 1.14959e-17 0.00984832 2.25765 0.00987131 -89.9434 1 -135 0.249806 -177.742 0.00984832 -177.742 0.00987131 90.0566
4.13201 1 45 0.038489 -87.7942 1 0 0.999259 92.2058 1 90 1.00149 0.0552543 1.00149 8.19752e-05 1.0118 36.2413 103.7 134.447 1 -6.46378e-18 0.00962225 2.2058 0.00964369 -89.9447 1 -135 0.249815 -177.794 0.00962225 -177.794 0.00964369 90.0553
4.22924 1 45 0.0376054 -87.8449 1 0 0.999293 92.1551 1 90 1.00142 0.0539803 1.00142 7.64452e-05 1.01127 36.4396 106.147 134.46 1 -1.51661e-20 0.00940135 2.15514 0.00942134 -89.946 1 -135 0.249823 -177.845 0.00940135 -177.845 0.00942134 90.054
4.32876 1 45 0.036742 -87.8944 1 0 0.999325 92.1056 1 90 1.00135 0.0527359 1.00135 7.12885e-05 1.01076 36.6336 108.651 134.473 1 -4.2647e-18 0.00918551 2.10564 0.00920415 -89.9473 1 -135 0.249831 -177.894 0.00918551 -177.894 0.00920415 90.0527
4.43062 1 45 0.0358984 -87.9427 1 0 0.999355 92.0573 1 90 1.00129 0.0515203 1.00129 6.64798e-05 1.01027 36.8233 111.214 134.485 1 4.84404e-18 0.00897461 2.05727 0.008992 -89.9485 1 -135 0.249839 -177.943 0.00897461 -177.943 0.008992 90.0515
4.53488 1 45 0.0350742 -87.99 1 0 0.999385 92.01 1 90 1.00123 0.0503329 1.00123 6.19956e-05 1.00981 37.0089 113.838 134.497 1 4.20403e-18 0.00876854 2.01001 0.00878475 -89.9497 1 -135 0.249846 -177.99 0.00876854 -177.99 0.00878475 90.0503
4.64159 1 45 0.0342688 -88.0362 1 0 0.999413 91.9638 1 90 1.00118 0.049173 1.00118 5.78141e-05 1.00936 37.1903 116.523 134.508 1 -5.29902e-18 0.00856719 1.96384 0.00858231 -89.9508 1 -135 0.249853 -178.036 0.00856719 -178.036 0.00858231 90.0492
4.75081 1 45 0.0334818 -88.0813 1 0 0.999439 91.9187 1 90 1.00112 0.04804 1.00112 5.39147e-05 1.00894 37.3677 119.271 134.52 1 9.70628e-20 0.00837045 1.91872 0.00838455 -89.952 1 -135 0.24986 -178.081 0.00837045 -178.081 0.00838455 90.048
4.8626 1 45 0.0327129 -88.1254 1 0 0.999465 91.8746 1 90 1.00107 0.0469331 1.00107 5.02785e-05 1.00853 37.5412 122.084 134.531 1 4.2374e-18 0.00817822 1.87465 0.00819137 -89.9531 1 -135 0.249866 -178.125 0.00817822 -178.125 0.00819137 90.0469
4.97702 1 45 0.0319616 -88.1684 1 0 0.999489 91.8316 1 90 1.00102 0.0458519 1.00102 4.68876e-05 1.00815 37.7108 124.962 134.541 1 3.2607e-18 0.0079904 1.83158 0.00800266 -89.9541 1 -135 0.249872 -178.168 0.0079904 -178.168 0.00800266 90.0459
5.09414 1 45 0.0312275 -88.2105 1 0 0.999512 91.7895 1 90 1.00098 0.0447957 1.00098 4.37255e-05 1.00778 37.8766 127.909 134.552 1 -5.55381e-18 0.00780688 1.7895 0.00781832 -89.9552 1 -135 0.249878 -178.211 0.00780688 -178.211 0.00781832 90.0448
5.21401 1 45 0.0305103 -88.2516 1 0 0.999534 91.7484 1 90 1.00093 0.0437639 1.00093 4.07767e-05 1.00743 38.0388 130.924 134.562 1 -3.54886e-18 0.00762757 1.74838 0.00763824 -89.9562 1 -135 0.249884 -178.252 0.00762757 -178.252 0.00763824 90.0438
5.3367 1 45 0.0298095 -88.2918 1 0 0.999556 91.7082 1 90 1.00089 0.0427559 1.00089 3.80269e-05 1.00709 38.1973 134.01 134.572 1 -8.493e-20 0.00745237 1.70821 0.00746232 -89.9572 1 -135 0.249889 -178.292 0.00745237 -178.292 0.00746232 90.0428
5.46228 1 45 0.0291247 -88.331 1 0 0.999576 91.669 1 90 1.00085 0.0417713 1.00085 3.54626e-05 1.00677 38.3523 137.169 134.582 1 -5.69637e-18 0.00728119 1.66896 0.00729046 -89.9582 1 -135 0.249894 -178.331 0.00728119 -178.331 0.00729046 90.0418
5.59081 1 45 0.0284557 -88.3694 1 0 0.999595 91.6306 1 90 1.00081 0.0408094 1.00081 3.30713e-05 1.00646 38.5038 140.402 134.592 1 3.81882e-18 0.00711393 1.63061 0.00712258 -89.9592 1 -135 0.249899 -178.369 0.00711393 -178.369 0.00712258 90.0408
5.72237 1 45 0.027802 -88.4069 1 0 0.999613 91.5931 1 90 1.00077 0.0398697 1.00077 3.08412e-05 1.00617 38.6519 143.711 134.601 1 -2.25671e-18 0.00695051 1.59314 0.00695858 -89.9601 1 -135 0.249903 -178.407 0.00695051 -178.407 0.00695858 90.0399
5.85702 1 45 0.0271633 -88.4435 1 0 0.999631 91.5565 1 90 1.00074 0.0389517 1.00074 2.87616e-05 1.00589 38.7967 147.098 134.61 1 4.27076e-18 0.00679083 1.55654 0.00679836 -89.961 1 -135 0.249908 -178.443 0.00679083 -178.443 0.00679836 90.039
5.99484 1 45 0.0265393 -88.4792 1 0 0.999648 91.5208 1 90 1.00071 0.0380549 1.00071 2.68223e-05 1.00562 38.9382 150.564 134.619 1 7.88635e-20 0.00663482 1.52077 0.00664184 -89.9619 1 -135 0.249912 -178.479 0.00663482 -178.479 0.00664184 90.0381
6.13591 1 45 0.0259296 -88.5142 1 0 0.999664 91.4858 1 90 1.00067 0.0371789 1.00067 2.50137e-05 1.00537 39.0766 154.112 134.628 1 1.48627e-19 0.00648239 1.48582 0.00648894 -89.9628 1 -135 0.249916 -178.514 0.00648239 -178.514 0.00648894 90.0372
6.28029 1 45 0.0253338 -88.5483 1 0 0.999679 91.4517 1 90 1.00064 0.036323 1.00064 2.33272e-05 1.00512 39.2118 157.743 134.637 1 2.59036e-18 0.00633346 1.45168 0.00633956 -89.9637 1 -135 0.24992 -178.548 0.00633346 -178.548 0.00633956 90.0363
6.42807 1 45 0.0247518 -88.5817 1 0 0.999694 91.4183 1 90 1.00061 0.0354869 1.00061 2.17544e-05 1.00489 39.344 161.459 134.645 1 -2.48723e-18 0.00618794 1.41832 0.00619363 -89.9645 1 -135 0.249923 -178.582 0.00618794 -178.582 0.00619363 90.0355
6.57933 1 45 0.0241831 -88.6143 1 0 0.999708 91.3857 1 90 1.00059 0.0346701 1.00059 2.02876e-05 1.00467 39.4732 165.263 134.653 1 -3.00288e-19 0.00604577 1.38572 0.00605107 -89.9653 1 -135 0.249927 -178.614 0.00604577 -178.614 0.00605107 90.0347
6.73415 1 45 0.0236274 -88.6461 1 0 0.999721 91.3539 1 90 1.00056 0.0338721 1.00056 1.89198e-05 1.00446 39.5995 169.156 134.661 1 -3.76725e-18 0.00590685 1.35388 0.0059118 -89.9661 1 -135 0.24993 -178.646 0.00590685 -178.646 0.0059118 90.0339
