f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0400m jV0400f jV0600m jV0600f jV0200m jV0200f jV0800m jV0800f 
2.25702e+08 0.220181 69.5814 0 0 0.445423 0.191971 0 0 0.477176 160.604 1 0 0.00554986 -43.3151 0 0 1.2581e-05 158.504 3.23583e-06 -91.7068 2.38439e-05 71.2173 2.9184e-05 -85.8868
2.31013e+08 0.214583 69.1322 0 0 0.445428 0.19638 0 0 0.476058 160.177 1 0 0.00551512 -43.2472 0 0 1.25539e-05 158.031 3.3107e-06 -91.74 2.33223e-05 70.8802 2.85123e-05 -85.8136
2.36449e+08 0.209105 68.6745 0 0 0.445435 0.200884 0 0 0.474894 159.743 1 0 0.00548081 -43.1949 0 0 1.25258e-05 157.548 3.38725e-06 -91.7734 2.28134e-05 70.542 2.78556e-05 -85.74
2.42013e+08 0.203744 68.2082 0 0 0.445441 0.205486 0 0 0.473684 159.3 1 0 0.00544687 -43.1584 0 0 1.24966e-05 157.056 3.46552e-06 -91.8072 2.23169e-05 70.203 2.72135e-05 -85.6661
2.47708e+08 0.198497 67.7333 0 0 0.445448 0.210187 0 0 0.472427 158.849 1 0 0.00541325 -43.1375 0 0 1.24662e-05 156.555 3.54555e-06 -91.8413 2.18325e-05 69.8637 2.65856e-05 -85.5919
2.53536e+08 0.193363 67.2497 0 0 0.445454 0.21499 0 0 0.47112 158.389 1 0 0.0053799 -43.1325 0 0 1.24347e-05 156.045 3.62736e-06 -91.8757 2.136e-05 69.5246 2.59716e-05 -85.5176
2.59502e+08 0.188338 66.7573 0 0 0.445462 0.219896 0 0 0.469763 157.922 1 0 0.00534678 -43.1433 0 0 1.2402e-05 155.526 3.711e-06 -91.9103 2.08991e-05 69.1861 2.53711e-05 -85.4431
2.65609e+08 0.18342 66.2561 0 0 0.445469 0.224906 0 0 0.468354 157.446 1 0 0.00531382 -43.1699 0 0 1.2368e-05 154.997 3.7965e-06 -91.9452 2.04495e-05 68.8486 2.47838e-05 -85.3685
2.71859e+08 0.178607 65.7461 0 0 0.445477 0.230024 0 0 0.466891 156.961 1 0 0.005281 -43.2123 0 0 1.23327e-05 154.459 3.88391e-06 -91.9803 2.00112e-05 68.5128 2.42092e-05 -85.294
2.78256e+08 0.173897 65.2272 0 0 0.445485 0.23525 0 0 0.465373 156.468 1 0 0.00524825 -43.2705 0 0 1.22961e-05 153.912 3.97326e-06 -92.0156 1.95837e-05 68.1793 2.36472e-05 -85.2195
2.84804e+08 0.169287 64.6995 0 0 0.445494 0.240587 0 0 0.463798 155.967 1 0 0.00521554 -43.3445 0 0 1.22582e-05 153.355 4.06459e-06 -92.051 1.9167e-05 67.8485 2.30973e-05 -85.1452
2.91505e+08 0.164774 64.1628 0 0 0.445503 0.246037 0 0 0.462166 155.457 1 0 0.00518282 -43.4343 0 0 1.22189e-05 152.788 4.15795e-06 -92.0866 1.87608e-05 67.5213 2.25591e-05 -85.071
2.98365e+08 0.160358 63.6172 0 0 0.445512 0.251602 0 0 0.460474 154.939 1 0 0.00515006 -43.5397 0 0 1.21782e-05 152.212 4.25337e-06 -92.1222 1.83648e-05 67.1982 2.20325e-05 -84.9972
3.05386e+08 0.156036 63.0627 0 0 0.445522 0.257283 0 0 0.458721 154.412 1 0 0.0051172 -43.6607 0 0 1.21361e-05 151.627 4.35089e-06 -92.158 1.7979e-05 66.88 2.15171e-05 -84.9237
3.12572e+08 0.151806 62.4993 0 0 0.445532 0.263082 0 0 0.456906 153.877 1 0 0.00508421 -43.7972 0 0 1.20925e-05 151.032 4.45057e-06 -92.1937 1.76032e-05 66.5675 2.10125e-05 -84.8506
3.19927e+08 0.147666 61.927 0 0 0.445542 0.269003 0 0 0.455028 153.333 1 0 0.00505106 -43.9491 0 0 1.20474e-05 150.427 4.55244e-06 -92.2295 1.72371e-05 66.2615 2.05184e-05 -84.7781
3.27455e+08 0.143614 61.3458 0 0 0.445553 0.275046 0 0 0.453085 152.781 1 0 0.0050177 -44.1163 0 0 1.20008e-05 149.813 4.65655e-06 -92.2652 1.68806e-05 65.9628 2.00346e-05 -84.7061
3.3516e+08 0.139648 60.7559 0 0 0.445565 0.281214 0 0 0.451076 152.221 1 0 0.0049841 -44.2986 0 0 1.19527e-05 149.19 4.76295e-06 -92.3008 1.65335e-05 65.6723 1.95608e-05 -84.6347
3.43047e+08 0.135768 60.1572 0 0 0.445576 0.287508 0 0 0.449 151.652 1 0 0.00495022 -44.4959 0 0 1.1903e-05 148.558 4.87168e-06 -92.3363 1.61957e-05 65.3909 1.90966e-05 -84.5641
3.51119e+08 0.13197 59.5498 0 0 0.445589 0.293932 0 0 0.446855 151.075 1 0 0.00491603 -44.7081 0 0 1.18517e-05 147.916 4.98278e-06 -92.3716 1.58671e-05 65.1196 1.86419e-05 -84.4942
3.59381e+08 0.128254 58.9339 0 0 0.445602 0.300486 0 0 0.444641 150.489 1 0 0.00488151 -44.9348 0 0 1.17987e-05 147.265 5.09632e-06 -92.4067 1.55475e-05 64.8595 1.81962e-05 -84.4252
3.67838e+08 0.124618 58.3094 0 0 0.445615 0.307173 0 0 0.442356 149.896 1 0 0.00484662 -45.176 0 0 1.17442e-05 146.605 5.21234e-06 -92.4416 1.52368e-05 64.6114 1.77593e-05 -84.357
3.76494e+08 0.12106 57.6765 0 0 0.445629 0.313996 0 0 0.44 149.294 1 0 0.00481132 -45.4314 0 0 1.16879e-05 145.936 5.33088e-06 -92.4761 1.49348e-05 64.3766 1.7331e-05 -84.2897
3.85353e+08 0.11758 57.0354 0 0 0.445644 0.320956 0 0 0.437572 148.685 1 0 0.00477561 -45.7008 0 0 1.16301e-05 145.258 5.45201e-06 -92.5104 1.46415e-05 64.1561 1.6911e-05 -84.2235
3.94421e+08 0.114175 56.386 0 0 0.445659 0.328056 0 0 0.43507 148.067 1 0 0.00473944 -45.9839 0 0 1.15705e-05 144.571 5.57577e-06 -92.5442 1.43569e-05 63.9511 1.6499e-05 -84.1582
4.03702e+08 0.110844 55.7287 0 0 0.445674 0.335297 0 0 0.432495 147.442 1 0 0.00470281 -46.2806 0 0 1.15093e-05 143.876 5.70223e-06 -92.5775 1.40807e-05 63.7627 1.60948e-05 -84.094
4.13201e+08 0.107587 55.0636 0 0 0.445691 0.342682 0 0 0.429846 146.81 1 0 0.00466568 -46.5904 0 0 1.14463e-05 143.172 5.83144e-06 -92.6104 1.3813e-05 63.5921 1.56981e-05 -84.0308
4.22924e+08 0.104401 54.3908 0 0 0.445708 0.350214 0 0 0.427123 146.17 1 0 0.00462805 -46.9131 0 0 1.13817e-05 142.46 5.96345e-06 -92.6427 1.35536e-05 63.4404 1.53086e-05 -83.9686
4.32876e+08 0.101286 53.7104 0 0 0.445725 0.357893 0 0 0.424324 145.523 1 0 0.00458988 -47.2484 0 0 1.13154e-05 141.74 6.09832e-06 -92.6744 1.33025e-05 63.309 1.49262e-05 -83.9076
4.43062e+08 0.0982403 53.0229 0 0 0.445743 0.365723 0 0 0.421451 144.868 1 0 0.00455118 -47.596 0 0 1.12474e-05 141.012 6.23612e-06 -92.7054 1.30598e-05 63.199 1.45506e-05 -83.8475
4.53488e+08 0.0952629 52.3282 0 0 0.445763 0.373706 0 0 0.418502 144.207 1 0 0.00451192 -47.9555 0 0 1.11778e-05 140.277 6.37692e-06 -92.7358 1.28253e-05 63.1116 1.41816e-05 -83.7884
4.64159e+08 0.0923528 51.6268 0 0 0.445782 0.381844 0 0 0.415479 143.539 1 0 0.00447209 -48.3266 0 0 1.11064e-05 139.534 6.52076e-06 -92.7654 1.2599e-05 63.048 1.38189e-05 -83.7302
4.75081e+08 0.0895089 50.9187 0 0 0.445803 0.39014 0 0 0.41238 142.865 1 0 0.00443169 -48.7088 0 0 1.10335e-05 138.784 6.66773e-06 -92.7942 1.2381e-05 63.0094 1.34623e-05 -83.6728
4.8626e+08 0.0867302 50.2043 0 0 0.445824 0.398595 0 0 0.409208 142.184 1 0 0.00439071 -49.1019 0 0 1.09589e-05 138.028 6.81788e-06 -92.8221 1.21712e-05 62.9969 1.31117e-05 -83.6162
4.97702e+08 0.0840158 49.4839 0 0 0.445846 0.407211 0 0 0.405962 141.498 1 0 0.00434915 -49.5055 0 0 1.08827e-05 137.265 6.97129e-06 -92.8491 1.19697e-05 63.0117 1.27667e-05 -83.5602
5.09414e+08 0.0813647 48.7577 0 0 0.445869 0.415992 0 0 0.402643 140.806 1 0 0.004307 -49.919 0 0 1.08049e-05 136.496 7.12803e-06 -92.8752 1.17764e-05 63.0546 1.24272e-05 -83.5047
5.21401e+08 0.078776 48.026 0 0 0.445893 0.42494 0 0 0.399251 140.108 1 0 0.00426427 -50.3421 0 0 1.07257e-05 135.72 7.28817e-06 -92.9003 1.15915e-05 63.1268 1.20931e-05 -83.4495
5.3367e+08 0.0762489 47.2892 0 0 0.445918 0.434056 0 0 0.395789 139.405 1 0 0.00422096 -50.7743 0 0 1.06449e-05 134.94 7.4518e-06 -92.9243 1.1415e-05 63.2291 1.1764e-05 -83.3944
5.46228e+08 0.0737824 46.5475 0 0 0.445944 0.443343 0 0 0.392256 138.697 1 0 0.00417708 -51.2153 0 0 1.05627e-05 134.154 7.61899e-06 -92.9473 1.1247e-05 63.3622 1.14398e-05 -83.3391
5.59081e+08 0.0713757 45.8013 0 0 0.445971 0.452803 0 0 0.388655 137.984 1 0 0.00413262 -51.6644 0 0 1.04791e-05 133.363 7.78981e-06 -92.9691 1.10874e-05 63.5269 1.11204e-05 -83.2834
5.72237e+08 0.0690281 45.051 0 0 0.445999 0.462439 0 0 0.384987 137.267 1 0 0.00408761 -52.1213 0 0 1.03941e-05 132.568 7.96436e-06 -92.9898 1.09365e-05 63.7236 1.08056e-05 -83.227
5.85702e+08 0.0667386 44.2969 0 0 0.446028 0.472252 0 0 0.381254 136.546 1 0 0.00404206 -52.5855 0 0 1.03078e-05 131.769 8.14272e-06 -93.0093 1.07943e-05 63.9527 1.04951e-05 -83.1694
5.99484e+08 0.0645065 43.5393 0 0 0.446058 0.482246 0 0 0.377457 135.821 1 0 0.00399597 -53.0565 0 0 1.02204e-05 130.966 8.32498e-06 -93.0276 1.0661e-05 64.2146 1.01888e-05 -83.1104
6.13591e+08 0.0623311 42.7786 0 0 0.446089 0.492421 0 0 0.373599 135.093 1 0 0.00394937 -53.5337 0 0 1.01317e-05 130.16 8.51124e-06 -93.0446 1.05365e-05 64.5091 9.88665e-06 -83.0494
6.28029e+08 0.0602115 42.0152 0 0 0.446121 0.502781 0 0 0.369681 134.362 1 0 0.00390227 -54.0168 0 0 1.0042e-05 129.351 8.70157e-06 -93.0603 1.04211e-05 64.8362 9.58839e-06 -82.9859
6.42807e+08 0.058147 41.2495 0 0 0.446155 0.513327 0 0 0.365707 133.627 1 0 0.0038547 -54.5051 0 0 9.95122e-06 128.54 8.89609e-06 -93.0747 1.03149e-05 65.1956 9.29389e-06 -82.9193
6.57933e+08 0.0561368 40.4819 0 0 0.446189 0.524061 0 0 0.361677 132.89 1 0 0.00380668 -54.9981 0 0 9.85953e-06 127.727 9.09489e-06 -93.0878 1.02179e-05 65.5866 9.00302e-06 -82.8489
6.73415e+08 0.0541803 39.7128 0 0 0.446225 0.534985 0 0 0.357596 132.151 1 0 0.00375822 -55.4954 0 0 9.76699e-06 126.913 9.29808e-06 -93.0996 1.01304e-05 66.0085 8.71563e-06 -82.7742
6.89261e+08 0.0522765 38.9425 0 0 0.446263 0.546102 0 0 0.353465 131.411 1 0 0.00370937 -55.9964 0 0 9.67367e-06 126.097 9.50576e-06 -93.11 1.00525e-05 66.4603 8.43162e-06 -82.6941
7.0548e+08 0.0504249 38.1715 0 0 0.446302 0.557412 0 0 0.349287 130.668 1 0 0.00366015 -56.5006 0 0 9.57968e-06 125.282 9.71803e-06 -93.119 9.98417e-06 66.9408 8.15084e-06 -82.6077
7.22081e+08 0.0486245 37.4001 0 0 0.446342 0.568917 0 0 0.345066 129.925 1 0 0.00361058 -57.0074 0 0 9.4851e-06 124.466 9.93502e-06 -93.1267 9.92569e-06 67.4485 7.87318e-06 -82.5142
7.39072e+08 0.0468748 36.6288 0 0 0.446384 0.580619 0 0 0.340804 129.18 1 0 0.0035607 -57.5164 0 0 9.39002e-06 123.65 1.01568e-05 -93.1331 9.87715e-06 67.9818 7.59853e-06 -82.4121
7.56463e+08 0.0451748 35.8579 0 0 0.446428 0.592519 0 0 0.336504 128.435 1 0 0.00351054 -58.027 0 0 9.29456e-06 122.836 1.03836e-05 -93.1381 9.83865e-06 68.5389 7.32678e-06 -82.3003
7.74264e+08 0.0435239 35.0879 0 0 0.446473 0.604619 0 0 0.33217 127.69 1 0 0.00346013 -58.5386 0 0 9.19879e-06 122.023 1.06154e-05 -93.1417 9.8103e-06 69.1176 7.05784e-06 -82.1772
7.92483e+08 0.0419213 34.3192 0 0 0.44652 0.616919 0 0 0.327805 126.944 1 0 0.00340951 -59.0508 0 0 9.10284e-06 121.212 1.08525e-05 -93.1441 9.79221e-06 69.7158 6.7916e-06 -82.0412
8.11131e+08 0.0403662 33.5521 0 0 0.446568 0.62942 0 0 0.323412 126.199 1 0 0.00335871 -59.5631 0 0 9.00679e-06 120.403 1.10948e-05 -93.1451 9.78446e-06 70.3312 6.52798e-06 -81.8902
8.30218e+08 0.0388577 32.7869 0 0 0.446619 0.642123 0 0 0.318994 125.455 1 0 0.00330778 -60.0749 0 0 8.91077e-06 119.597 1.13426e-05 -93.1448 9.78714e-06 70.9612 6.2669e-06 -81.722
8.49753e+08 0.0373952 32.0242 0 0 0.446671 0.655027 0 0 0.314554 124.712 1 0 0.00325673 -60.5858 0 0 8.81486e-06 118.795 1.1596e-05 -93.1432 9.8003e-06 71.6034 6.00827e-06 -81.5341
8.69749e+08 0.0359778 31.2642 0 0 0.446725 0.668134 0 0 0.310097 123.97 1 0 0.00320562 -61.0953 0 0 8.71919e-06 117.996 1.18551e-05 -93.1404 9.82401e-06 72.2551 5.75204e-06 -81.3236
8.90215e+08 0.0346048 30.5073 0 0 0.446781 0.681442 0 0 0.305626 123.229 1 0 0.00315448 -61.6028 0 0 8.62386e-06 117.202 1.21201e-05 -93.1364 9.8583e-06 72.9137 5.49813e-06 -81.0869
9.11163e+08 0.0332751 29.7539 0 0 0.44684 0.694951 0 0 0.301143 122.49 1 0 0.00310334 -62.1079 0 0 8.52896e-06 116.413 1.23912e-05 -93.1312 9.9032e-06 73.5766 5.24648e-06 -80.8201
9.32603e+08 0.0319882 29.0042 0 0 0.4469 0.708661 0 0 0.296652 121.753 1 0 0.00305225 -62.6102 0 0 8.43463e-06 115.629 1.26683e-05 -93.1248 9.95872e-06 74.2413 4.99706e-06 -80.5185
9.54548e+08 0.030743 28.2586 0 0 0.446963 0.722569 0 0 0.292157 121.018 1 0 0.00300124 -63.1093 0 0 8.34094e-06 114.851 1.29519e-05 -93.1174 1.00249e-05 74.9051 4.74981e-06 -80.1764
9.7701e+08 0.0295389 27.5175 0 0 0.447029 0.736675 0 0 0.28766 120.286 1 0 0.00295034 -63.6046 0 0 8.24803e-06 114.08 1.32418e-05 -93.1088 1.01017e-05 75.5659 4.50472e-06 -79.7871
1e+09 0.0283748 26.781 0 0 0.447096 0.750976 0 0 0.283166 119.556 1 0 0.0028996 -64.0957 0 0 8.15598e-06 113.315 1.35385e-05 -93.0993 1.0189e-05 76.2212 4.26176e-06 -79.3425
1.02353e+09 0.02725 26.0495 0 0 0.447166 0.765469 0 0 0.278677 118.83 1 0 0.00284905 -64.5824 0 0 8.06491e-06 112.557 1.38419e-05 -93.0887 1.0287e-05 76.8689 4.02093e-06 -78.8328
1.04762e+09 0.0261636 25.3232 0 0 0.447239 0.780151 0 0 0.274197 118.106 1 0 0.00279872 -65.0641 0 0 7.97491e-06 111.807 1.41523e-05 -93.0773 1.03954e-05 77.5072 3.78225e-06 -78.2457
1.07227e+09 0.0251147 24.6025 0 0 0.447315 0.795019 0 0 0.269727 117.386 1 0 0.00274866 -65.5405 0 0 7.88609e-06 111.065 1.44698e-05 -93.0649 1.05144e-05 78.1341 3.54576e-06 -77.5662
1.0975e+09 0.0241025 23.8874 0 0 0.447393 0.810069 0 0 0.265273 116.669 1 0 0.00269888 -66.0113 0 0 7.79853e-06 110.331 1.47947e-05 -93.0517 1.06437e-05 78.7481 3.31154e-06 -76.7752
1.12332e+09 0.023126 23.1783 0 0 0.447474 0.825295 0 0 0.260835 115.955 1 0 0.00264943 -66.4761 0 0 7.71235e-06 109.607 1.5127e-05 -93.0377 1.07835e-05 79.3478 3.07968e-06 -75.8483
1.14976e+09 0.0221844 22.4752 0 0 0.447558 0.840693 0 0 0.256418 115.246 1 0 0.00260033 -66.9347 0 0 7.62763e-06 108.891 1.54671e-05 -93.0229 1.09335e-05 79.932 2.85037e-06 -74.7539
1.17681e+09 0.0212768 21.7784 0 0 0.447646 0.856256 0 0 0.252024 114.54 1 0 0.00255162 -67.3867 0 0 7.54446e-06 108.185 1.5815e-05 -93.0075 1.10938e-05 80.4996 2.62385e-06 -73.4505
1.2045e+09 0.0204024 21.0881 0 0 0.447736 0.871978 0 0 0.247655 113.838 1 0 0.00250332 -67.8318 0 0 7.46292e-06 107.49 1.61709e-05 -92.9914 1.12644e-05 81.0497 2.40048e-06 -71.8823
1.23285e+09 0.0195602 20.4043 0 0 0.44783 0.887851 0 0 0.243314 113.14 1 0 0.00245547 -68.2699 0 0 7.38312e-06 106.804 1.65351e-05 -92.9747 1.1445e-05 81.5818 2.18077e-06 -69.9733
1.26186e+09 0.0187493 19.7271 0 0 0.447927 0.903867 0 0 0.239003 112.446 1 0 0.00240808 -68.7006 0 0 7.30511e-06 106.13 1.69078e-05 -92.9575 1.16357e-05 82.0953 1.96551e-06 -67.618
1.29155e+09 0.017969 19.0567 0 0 0.448027 0.920017 0 0 0.234726 111.757 1 0 0.00236118 -69.1238 0 0 7.229e-06 105.466 1.72891e-05 -92.9397 1.18365e-05 82.5899 1.75586e-06 -64.6669
1.32194e+09 0.0172182 18.3931 0 0 0.448131 0.936291 0 0 0.230482 111.071 1 0 0.0023148 -69.5392 0 0 7.15484e-06 104.814 1.76793e-05 -92.9215 1.20473e-05 83.0654 1.55356e-06 -60.9054
1.35305e+09 0.0164963 17.7364 0 0 0.448239 0.952679 0 0 0.226276 110.39 1 0 0.00226895 -69.9468 0 0 7.08271e-06 104.174 1.80785e-05 -92.9029 1.2268e-05 83.5217 1.36139e-06 -56.0237
1.38489e+09 0.0158022 17.0865 0 0 0.448351 0.96917 0 0 0.222109 109.714 1 0 0.00222366 -70.3463 0 0 7.01269e-06 103.545 1.8487e-05 -92.8839 1.24986e-05 83.9588 1.18373e-06 -49.5835
1.41747e+09 0.0151352 16.4436 0 0 0.448466 0.98575 0 0 0.217982 109.041 1 0 0.00217895 -70.7376 0 0 6.94484e-06 102.928 1.89051e-05 -92.8646 1.27392e-05 84.377 1.02754e-06 -41.0122
1.45083e+09 0.0144943 15.8075 0 0 0.448585 1.00241 0 0 0.213897 108.373 1 0 0.00213482 -71.1207 0 0 6.87921e-06 102.324 1.93328e-05 -92.845 1.29897e-05 84.7765 9.0344e-07 -29.7336
1.48497e+09 0.0138789 15.1782 0 0 0.448709 1.01913 0 0 0.209857 107.71 1 0 0.00209131 -71.4954 0 0 6.81587e-06 101.733 1.97706e-05 -92.8251 1.325e-05 85.1575 8.25431e-07 -15.6394
1.51991e+09 0.013288 14.5557 0 0 0.448836 1.0359 0 0 0.205861 107.051 1 0 0.00204841 -71.8616 0 0 6.75488e-06 101.154 2.02185e-05 -92.8051 1.35203e-05 85.5206 8.0648e-07 0.172808
1.55568e+09 0.0127209 13.9399 0 0 0.448968 1.0527 0 0 0.201913 106.396 1 0 0.00200614 -72.2194 0 0 6.69629e-06 100.588 2.06768e-05 -92.7848 1.38005e-05 85.8661 8.50123e-07 15.4765
1.59228e+09 0.0121767 13.3307 0 0 0.449104 1.06951 0 0 0.198012 105.745 1 0 0.00196452 -72.5687 0 0 6.64015e-06 100.035 2.11458e-05 -92.7645 1.40906e-05 86.1946 9.47439e-07 28.4114
1.62975e+09 0.0116547 12.7279 0 0 0.449244 1.08633 0 0 0.19416 105.099 1 0 0.00192355 -72.9095 0 0 6.58651e-06 99.4962 2.16257e-05 -92.744 1.43908e-05 86.5065 1.08385e-06 38.4735
1.6681e+09 0.0111541 12.1315 0 0 0.449389 1.10312 0 0 0.190359 104.457 1 0 0.00188324 -73.2417 0 0 6.5354e-06 98.9703 2.21169e-05 -92.7234 1.4701e-05 86.8025 1.24645e-06 46.0585
1.70735e+09 0.0106742 11.5413 0 0 0.449538 1.11987 0 0 0.186608 103.819 1 0 0.0018436 -73.5655 0 0 6.48689e-06 98.4579 2.26194e-05 -92.7028 1.50214e-05 87.0832 1.42623e-06 51.7738
1.74753e+09 0.0102141 10.957 0 0 0.449692 1.13656 0 0 0.18291 103.185 1 0 0.00180463 -73.8809 0 0 6.44099e-06 97.9591 2.31336e-05 -92.6821 1.53519e-05 87.349 1.61743e-06 56.1385
1.78865e+09 0.00977328 10.3786 0 0 0.449851 1.15316 0 0 0.179264 102.555 1 0 0.00176633 -74.1879 0 0 6.39776e-06 97.4739 2.36598e-05 -92.6614 1.56927e-05 87.6007 1.81647e-06 59.5318
1.83074e+09 0.00935093 9.80585 0 0 0.450014 1.16966 0 0 0.175671 101.929 1 0 0.00172871 -74.4866 0 0 6.35721e-06 97.0025 2.41982e-05 -92.6407 1.60439e-05 87.8387 2.02106e-06 62.2185
1.87382e+09 0.00894639 9.23845 0 0 0.450182 1.18604 0 0 0.172133 101.307 1 0 0.00169178 -74.7771 0 0 6.3194e-06 96.5448 2.47492e-05 -92.6201 1.64057e-05 88.0638 2.22973e-06 64.3818
1.91791e+09 0.00855897 8.67621 0 0 0.450355 1.20226 0 0 0.168648 100.689 1 0 0.00165552 -75.0595 0 0 6.28434e-06 96.1009 2.53129e-05 -92.5994 1.6778e-05 88.2765 2.44153e-06 66.1501
1.96304e+09 0.00818803 8.11889 0 0 0.450533 1.2183 0 0 0.165218 100.074 1 0 0.00161993 -75.334 0 0 6.25207e-06 95.6707 2.58898e-05 -92.5789 1.71611e-05 88.4774 2.6558e-06 67.6149
2.00923e+09 0.00783293 7.56622 0 0 0.450715 1.23414 0 0 0.161843 99.4624 1 0 0.00158503 -75.6006 0 0 6.22262e-06 95.2543 2.648e-05 -92.5583 1.75552e-05 88.667 2.87211e-06 68.8424
2.05651e+09 0.00749305 7.01793 0 0 0.450902 1.24975 0 0 0.158524 98.8545 1 0 0.0015508 -75.8595 0 0 6.196e-06 94.8515 2.70839e-05 -92.5379 1.79603e-05 88.8458 3.09015e-06 69.8815
2.1049e+09 0.0071678 6.47375 0 0 0.451095 1.26511 0 0 0.155259 98.2498 1 0 0.00151724 -76.1108 0 0 6.17224e-06 94.4623 2.77019e-05 -92.5175 1.83766e-05 89.0145 3.30973e-06 70.769
2.15443e+09 0.00685659 5.93338 0 0 0.451292 1.28018 0 0 0.15205 97.6482 1 0 0.00148434 -76.3548 0 0 6.15137e-06 94.0866 2.83341e-05 -92.4972 1.88043e-05 89.1735 3.5307e-06 71.5331
2.20513e+09 0.00655885 5.39652 0 0 0.451493 1.29494 0 0 0.148897 97.0496 1 0 0.0014521 -76.5916 0 0 6.1334e-06 93.7244 2.89811e-05 -92.477 1.92437e-05 89.3233 3.75299e-06 72.1956
2.25702e+09 0.00627404 4.86287 0 0 0.4517 1.30937 0 0 0.145799 96.4539 1 0 0.00142052 -76.8213 0 0 6.11836e-06 93.3755 2.9643e-05 -92.4568 1.96948e-05 89.4644 3.97654e-06 72.7736
2.31013e+09 0.00600163 4.33212 0 0 0.451911 1.32343 0 0 0.142756 95.8608 1 0 0.00138958 -77.0441 0 0 6.10627e-06 93.0398 3.03203e-05 -92.4367 2.0158e-05 89.5972 4.20133e-06 73.2808
2.36449e+09 0.00574112 3.80396 0 0 0.452127 1.3371 0 0 0.139769 95.2703 1 0 0.00135928 -77.2603 0 0 6.09714e-06 92.7172 3.10132e-05 -92.4167 2.06334e-05 89.7222 4.42735e-06 73.7283
2.42013e+09 0.005492 3.27805 0 0 0.452347 1.35034 0 0 0.136836 94.6822 1 0 0.00132961 -77.4701 0 0 6.091e-06 92.4074 3.17222e-05 -92.3968 2.11213e-05 89.8397 4.65463e-06 74.1249
2.47708e+09 0.00525379 2.75408 0 0 0.452572 1.36314 0 0 0.133958 94.0964 1 0 0.00130056 -77.6735 0 0 6.08786e-06 92.1104 3.24476e-05 -92.3769 2.16219e-05 89.9501 4.88317e-06 74.4781
2.53536e+09 0.00502605 2.23172 0 0 0.452801 1.37545 0 0 0.131135 93.5126 1 0 0.00127213 -77.8709 0 0 6.08774e-06 91.8259 3.31897e-05 -92.3571 2.21354e-05 90.0539 5.11303e-06 74.7941
2.59502e+09 0.00480833 1.71065 0 0 0.453035 1.38727 0 0 0.128366 92.9308 1 0 0.0012443 -78.0623 0 0 6.09067e-06 91.5538 3.39491e-05 -92.3373 2.26621e-05 90.1513 5.34424e-06 75.078
2.65609e+09 0.00460019 1.19054 0 0 0.453272 1.39855 0 0 0.125651 92.3508 1 0 0.00121706 -78.2481 0 0 6.09665e-06 91.2938 3.4726e-05 -92.3176 2.32024e-05 90.2428 5.57686e-06 75.3341
2.71859e+09 0.00440124 0.671067 0 0 0.453514 1.40927 0 0 0.122989 91.7723 1 0 0.00119041 -78.4285 0 0 6.1057e-06 91.0457 3.55208e-05 -92.2979 2.37564e-05 90.3285 5.81094e-06 75.5661
2.78256e+09 0.00421107 0.151905 0 0 0.453759 1.4194 0 0 0.12038 91.1952 1 0 0.00116434 -78.6035 0 0 6.11786e-06 90.8093 3.63341e-05 -92.2782 2.43244e-05 90.4088 6.04655e-06 75.7772
2.84804e+09 0.0040293 -0.367264 0 0 0.454008 1.42893 0 0 0.117824 90.6195 1 0 0.00113882 -78.7734 0 0 6.13312e-06 90.5844 3.71661e-05 -92.2585 2.49068e-05 90.484 6.28375e-06 75.9701
2.91505e+09 0.00385557 -0.886754 0 0 0.454261 1.43783 0 0 0.11532 90.0447 1 0 0.00111387 -78.9385 0 0 6.15152e-06 90.3706 3.80174e-05 -92.2388 2.55039e-05 90.5543 6.52263e-06 76.1472
2.98365e+09 0.00368953 -1.40688 0 0 0.454516 1.44607 0 0 0.112867 89.471 1 0 0.00108945 -79.0988 0 0 6.17308e-06 90.1678 3.88884e-05 -92.219 2.61159e-05 90.6199 6.76326e-06 76.3106
3.05386e+09 0.00353085 -1.92794 0 0 0.454775 1.45363 0 0 0.110465 88.8979 1 0 0.00106557 -79.2546 0 0 6.19781e-06 89.9757 3.97795e-05 -92.1993 2.67433e-05 90.6812 7.00571e-06 76.462
3.12572e+09 0.00337919 -2.45023 0 0 0.455037 1.4605 0 0 0.108114 88.3254 1 0 0.0010422 -79.4061 0 0 6.22574e-06 89.794 4.06912e-05 -92.1795 2.73862e-05 90.7382 7.25008e-06 76.603
3.19927e+09 0.00323426 -2.97406 0 0 0.455301 1.46666 0 0 0.105812 87.7533 1 0 0.00101935 -79.5535 0 0 6.25689e-06 89.6225 4.1624e-05 -92.1596 2.80451e-05 90.7913 7.49646e-06 76.7351
3.27455e+09 0.00309575 -3.49969 0 0 0.455567 1.47208 0 0 0.10356 87.1813 1 0 0.000996998 -79.6968 0 0 6.29129e-06 89.4608 4.25783e-05 -92.1397 2.87204e-05 90.8406 7.74495e-06 76.8594
3.3516e+09 0.00296338 -4.0274 0 0 0.455836 1.47676 0 0 0.101357 86.6094 1 0 0.000975135 -79.8363 0 0 6.32895e-06 89.3087 4.35548e-05 -92.1197 2.94123e-05 90.8863 7.99563e-06 76.9772
