f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f 17m 17f 18m 18f jV0500m jV0500f jV0800m jV0800f jV1100m jV1100f jV1300m jV1300f jV1700m jV1700f jV1800m jV1800f 
4.13201 3.60586e-07 90 1 0 0.0034379 -179.994 1.00002 -1.40729e-07 1 0 0.00156717 3.75719e-05 0.891358 -6.75405e-08 0 0 0.00175019 -179.994 0.0015233 -179.994 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00592827 0.00171163 -179.994 0 0 0 0 0 0 9.25664e-15 90 1.58193e-17 -89.9941 1.90509e-14 -90 1.39056e-16 -89.9941 3.21408e-07 180
4.22924 3.69071e-07 90 1 0 0.0034379 -179.994 1.00002 -1.4404e-07 1 0 0.00156717 3.8456e-05 0.891358 -6.91298e-08 0 0 0.00175019 -179.994 0.0015233 -179.994 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00606776 0.00171163 -179.994 0 0 0 0 0 0 9.47446e-15 90 1.61915e-17 -89.9939 1.94991e-14 -90 1.42328e-16 -89.9939 3.21408e-07 180
4.32876 3.77756e-07 90 1 0 0.0034379 -179.994 1.00002 -1.4743e-07 1 0 0.00156717 3.93609e-05 0.891358 -7.07565e-08 0 0 0.00175019 -179.994 0.0015233 -179.994 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00621055 0.00171163 -179.994 0 0 0 0 0 0 9.6974e-15 90 1.65725e-17 -89.9938 1.9958e-14 -90 1.45677e-16 -89.9938 3.21408e-07 180
4.43062 3.86645e-07 90 1 0 0.0034379 -179.994 1.00002 -1.50899e-07 1 0 0.00156717 4.02871e-05 0.891358 -7.24215e-08 0 0 0.00175019 -179.994 0.0015233 -179.994 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00635669 0.00171163 -179.994 0 0 0 0 0 0 9.92559e-15 90 1.69625e-17 -89.9936 2.04276e-14 -90 1.49105e-16 -89.9936 3.21408e-07 180
4.53488 3.95743e-07 90 1 0 0.0034379 -179.993 1.00002 -1.5445e-07 1 0 0.00156717 4.12351e-05 0.891358 -7.41256e-08 0 0 0.00175019 -179.993 0.0015233 -179.993 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00650627 0.00171163 -179.994 0 0 0 0 0 0 1.01592e-14 90 1.73616e-17 -89.9935 2.09083e-14 -90 1.52614e-16 -89.9935 3.21408e-07 180
4.64159 4.05055e-07 90 1 0 0.0034379 -179.993 1.00002 -1.58084e-07 1 0 0.00156717 4.22054e-05 0.891358 -7.58699e-08 0 0 0.00175019 -179.993 0.0015233 -179.993 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00665936 0.00171163 -179.993 0 0 0 0 0 0 1.03982e-14 90 1.77702e-17 -89.9933 2.14003e-14 -90 1.56205e-16 -89.9933 3.21408e-07 180
4.75081 4.14586e-07 90 1 0 0.0034379 -179.993 1.00002 -1.61804e-07 1 0 0.00156717 4.31986e-05 0.891358 -7.76552e-08 0 0 0.00175019 -179.993 0.0015233 -179.993 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00681607 0.00171163 -179.993 0 0 0 0 0 0 1.06429e-14 90 1.81883e-17 -89.9932 2.19039e-14 -90 1.59881e-16 -89.9932 3.21408e-07 180
4.8626 4.24342e-07 90 1 0 0.0034379 -179.993 1.00002 -1.65612e-07 1 0 0.00156717 4.42151e-05 0.891358 -7.94825e-08 0 0 0.00175019 -179.993 0.0015233 -179.993 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00697645 0.00171163 -179.993 0 0 0 0 0 0 1.08933e-14 90 1.86163e-17 -89.993 2.24193e-14 -90 1.63643e-16 -89.993 3.21408e-07 180
4.97702 4.34327e-07 90 1 0 0.0034379 -179.993 1.00002 -1.69509e-07 1 0 0.00156717 4.52555e-05 0.891358 -8.13528e-08 0 0 0.00175019 -179.993 0.0015233 -179.993 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00714062 0.00171163 -179.993 0 0 0 0 0 0 1.11497e-14 90 1.90544e-17 -89.9929 2.29468e-14 -90 1.67494e-16 -89.9929 3.21408e-07 180
5.09414 4.44547e-07 90 1 0 0.0034379 -179.993 1.00002 -1.73497e-07 1 0 0.00156717 4.63204e-05 0.891358 -8.32671e-08 0 0 0.00175019 -179.993 0.0015233 -179.993 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00730864 0.00171163 -179.993 0 0 0 0 0 0 1.1412e-14 90 1.95027e-17 -89.9927 2.34868e-14 -90 1.71435e-16 -89.9927 3.21408e-07 180
5.21401 4.55008e-07 90 1 0 0.0034379 -179.993 1.00002 -1.7758e-07 1 0 0.00156717 4.74104e-05 0.891358 -8.52265e-08 0 0 0.00175019 -179.993 0.0015233 -179.993 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00748062 0.00171163 -179.993 0 0 0 0 0 0 1.16806e-14 90 1.99617e-17 -89.9925 2.40395e-14 -90 1.75469e-16 -89.9925 3.21408e-07 180
5.3367 4.65715e-07 90 1 0 0.0034379 -179.992 1.00002 -1.81758e-07 1 0 0.00156717 4.8526e-05 0.891358 -8.72319e-08 0 0 0.00175019 -179.992 0.0015233 -179.992 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00765665 0.00171163 -179.992 0 0 0 0 0 0 1.19554e-14 90 2.04314e-17 -89.9923 2.46051e-14 -90 1.79598e-16 -89.9923 3.21408e-07 180
5.46228 4.76674e-07 90 1 0 0.0034379 -179.992 1.00002 -1.86035e-07 1 0 0.00156717 4.96678e-05 0.891358 -8.92846e-08 0 0 0.00175019 -179.992 0.0015233 -179.992 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00783682 0.00171163 -179.992 0 0 0 0 0 0 1.22367e-14 90 2.09121e-17 -89.9922 2.51841e-14 -90 1.83824e-16 -89.9922 3.21408e-07 180
5.59081 4.8789e-07 90 1 0 0.0034379 -179.992 1.00002 -1.90413e-07 1 0 0.00156717 5.08366e-05 0.891358 -9.13856e-08 0 0 0.00175019 -179.992 0.0015233 -179.992 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00802123 0.00171163 -179.992 0 0 0 0 0 0 1.25247e-14 90 2.14042e-17 -89.992 2.57767e-14 -90 1.8815e-16 -89.992 3.21408e-07 180
5.72237 4.99371e-07 90 1 0 0.0034379 -179.992 1.00002 -1.94894e-07 1 0 0.00156717 5.20328e-05 0.891358 -9.35359e-08 0 0 0.00175019 -179.992 0.0015233 -179.992 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00820998 0.00171163 -179.992 0 0 0 0 0 0 1.28194e-14 90 2.19079e-17 -89.9918 2.63833e-14 -90 1.92577e-16 -89.9918 3.21408e-07 180
5.85702 5.11121e-07 90 1 0 0.0034379 -179.992 1.00002 -1.9948e-07 1 0 0.00156717 5.32572e-05 0.891358 -9.57369e-08 0 0 0.00175019 -179.992 0.0015233 -179.992 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00840316 0.00171163 -179.992 0 0 0 0 0 0 1.31211e-14 90 2.24234e-17 -89.9916 2.70041e-14 -90 1.97108e-16 -89.9916 3.21408e-07 180
5.99484 5.23149e-07 90 1 0 0.0034379 -179.991 1.00002 -2.04174e-07 1 0 0.00156717 5.45104e-05 0.891358 -9.79897e-08 0 0 0.00175019 -179.991 0.0015233 -179.991 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0086009 0.00171163 -179.991 0 0 0 0 0 0 1.34298e-14 90 2.29511e-17 -89.9914 2.76395e-14 -90 2.01747e-16 -89.9914 3.21408e-07 180
6.13591 5.35459e-07 90 1 0 0.0034379 -179.991 1.00002 -2.08978e-07 1 0 0.00156717 5.57931e-05 0.891358 -1.00296e-07 0 0 0.00175019 -179.991 0.0015233 -179.991 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00880329 0.00171163 -179.991 0 0 0 0 0 0 1.37458e-14 90 2.34911e-17 -89.9912 2.82899e-14 -90 2.06494e-16 -89.9912 3.21408e-07 180
6.28029 5.48059e-07 90 1 0 0.0034379 -179.991 1.00002 -2.13895e-07 1 0 0.00156717 5.71059e-05 0.891358 -1.02656e-07 0 0 0.00175019 -179.991 0.0015233 -179.991 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00901044 0.00171163 -179.991 0 0 0 0 0 0 1.40693e-14 90 2.40439e-17 -89.991 2.89556e-14 -90 2.11353e-16 -89.991 3.21408e-07 180
6.42807 5.60955e-07 90 1 0 0.0034379 -179.991 1.00002 -2.18929e-07 1 0 0.00156717 5.84497e-05 0.891358 -1.05071e-07 0 0 0.00175019 -179.991 0.0015233 -179.991 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00922246 0.00171163 -179.991 0 0 0 0 0 0 1.44003e-14 90 2.46097e-17 -89.9908 2.9637e-14 -90 2.16326e-16 -89.9908 3.21408e-07 180
6.57933 5.74155e-07 90 1 0 0.0034379 -179.991 1.00002 -2.2408e-07 1 0 0.00156717 5.98251e-05 0.891358 -1.07544e-07 0 0 0.00175019 -179.991 0.0015233 -179.991 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00943948 0.00171163 -179.991 0 0 0 0 0 0 1.47392e-14 90 2.51888e-17 -89.9906 3.03343e-14 -90 2.21417e-16 -89.9906 3.21408e-07 180
6.73415 5.87666e-07 90 1 0 0.0034379 -179.99 1.00002 -2.29353e-07 1 0 0.00156717 6.12328e-05 0.891358 -1.10074e-07 0 0 0.00175019 -179.99 0.0015233 -179.99 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0096616 0.00171163 -179.99 0 0 0 0 0 0 1.5086e-14 90 2.57815e-17 -89.9903 3.10481e-14 -90 2.26627e-16 -89.9903 3.21408e-07 180
6.89261 6.01494e-07 90 1 0 0.0034379 -179.99 1.00002 -2.3475e-07 1 0 0.00156717 6.26737e-05 0.891358 -1.12664e-07 0 0 0.00175019 -179.99 0.0015233 -179.99 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.00988894 0.00171163 -179.99 0 0 0 0 0 0 1.5441e-14 90 2.63881e-17 -89.9901 3.17787e-14 -90 2.3196e-16 -89.9901 3.21408e-07 180
7.0548 6.15648e-07 90 1 0 0.0034379 -179.99 1.00002 -2.40274e-07 1 0 0.00156717 6.41485e-05 0.891358 -1.15315e-07 0 0 0.00175019 -179.99 0.0015233 -179.99 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0101216 0.00171163 -179.99 0 0 0 0 0 0 1.58044e-14 90 2.70091e-17 -89.9899 3.25265e-14 -90 2.37418e-16 -89.9899 3.21408e-07 180
7.22081 6.30134e-07 90 1 0 0.0034379 -179.99 1.00002 -2.45928e-07 1 0 0.00156717 6.5658e-05 0.891358 -1.18029e-07 0 0 0.00175019 -179.99 0.0015233 -179.99 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0103598 0.00171163 -179.99 0 0 0 0 0 0 1.61762e-14 90 2.76446e-17 -89.9896 3.32919e-14 -90 2.43005e-16 -89.9896 3.21408e-07 180
7.39072 6.44962e-07 90 1 0 0.0034379 -179.989 1.00002 -2.51715e-07 1 0 0.00156717 6.7203e-05 0.891358 -1.20806e-07 0 0 0.00175019 -179.989 0.0015233 -179.989 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0106036 0.00171163 -179.989 0 0 0 0 0 0 1.65569e-14 90 2.82951e-17 -89.9894 3.40753e-14 -90 2.48723e-16 -89.9894 3.21408e-07 180
7.56463 6.60139e-07 90 1 0 0.0034379 -179.989 1.00002 -2.57638e-07 1 0 0.00156717 6.87843e-05 0.891358 -1.23649e-07 0 0 0.00175019 -179.989 0.0015233 -179.989 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0108531 0.00171163 -179.989 0 0 0 0 0 0 1.69465e-14 90 2.89609e-17 -89.9891 3.48771e-14 -90 2.54575e-16 -89.9891 3.21408e-07 180
7.74264 6.75673e-07 90 1 0 0.0034379 -179.989 1.00002 -2.637e-07 1 0 0.00156717 7.04029e-05 0.891358 -1.26559e-07 0 0 0.00175019 -179.989 0.0015233 -179.989 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0111085 0.00171163 -179.989 0 0 0 0 0 0 1.73453e-14 90 2.96424e-17 -89.9889 3.56978e-14 -90 2.60566e-16 -89.9889 3.21408e-07 180
7.92483 6.91572e-07 90 1 0 0.0034379 -179.989 1.00002 -2.69905e-07 1 0 0.00156717 7.20595e-05 0.891358 -1.29537e-07 0 0 0.00175019 -179.989 0.0015233 -179.989 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0113699 0.00171163 -179.989 0 0 0 0 0 0 1.77534e-14 90 3.03399e-17 -89.9886 3.65378e-14 -90 2.66697e-16 -89.9886 3.21408e-07 180
8.11131 7.07845e-07 90 1 0 0.0034379 -179.988 1.00002 -2.76257e-07 1 0 0.00156717 7.37552e-05 0.891358 -1.32585e-07 0 0 0.00175019 -179.988 0.0015233 -179.988 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0116374 0.00171163 -179.988 0 0 0 0 0 0 1.81712e-14 90 3.10539e-17 -89.9884 3.73976e-14 -90 2.72973e-16 -89.9884 3.21408e-07 180
8.30218 7.24502e-07 90 1 0 0.0034379 -179.988 1.00002 -2.82757e-07 1 0 0.00156717 7.54907e-05 0.891358 -1.35705e-07 0 0 0.00175019 -179.988 0.0015233 -179.988 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0119113 0.00171163 -179.988 0 0 0 0 0 0 1.85988e-14 90 3.17846e-17 -89.9881 3.82776e-14 -90 2.79396e-16 -89.9881 3.21408e-07 180
8.49753 7.4155e-07 90 1 0 0.0034379 -179.988 1.00002 -2.89411e-07 1 0 0.00156717 7.72671e-05 0.891358 -1.38898e-07 0 0 0.00175019 -179.988 0.0015233 -179.988 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0121916 0.00171163 -179.988 0 0 0 0 0 0 1.90364e-14 90 3.25325e-17 -89.9878 3.91783e-14 -90 2.85971e-16 -89.9878 3.21408e-07 180
8.69749 7.58999e-07 90 1 0 0.0034379 -179.988 1.00002 -2.96221e-07 1 0 0.00156717 7.90852e-05 0.891358 -1.42166e-07 0 0 0.00175019 -179.988 0.0015233 -179.988 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0124784 0.00171163 -179.988 0 0 0 0 0 0 1.94843e-14 90 3.32981e-17 -89.9875 4.01002e-14 -90 2.927e-16 -89.9875 3.21408e-07 180
8.90215 7.76859e-07 90 1 0 0.0034379 -179.987 1.00002 -3.03191e-07 1 0 0.00156717 8.09462e-05 0.891358 -1.45512e-07 0 0 0.00175019 -179.987 0.0015233 -179.987 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0127721 0.00171163 -179.987 0 0 0 0 0 0 1.99428e-14 90 3.40816e-17 -89.9872 4.10438e-14 -90 2.99587e-16 -89.9872 3.21408e-07 180
9.11163 7.9514e-07 90 1 0 0.0034379 -179.987 1.00002 -3.10326e-07 1 0 0.00156717 8.28509e-05 0.891358 -1.48936e-07 0 0 0.00175019 -179.987 0.0015233 -179.987 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0130726 0.00171163 -179.987 0 0 0 0 0 0 2.04121e-14 90 3.48836e-17 -89.9869 4.20096e-14 -90 3.06637e-16 -89.9869 3.21408e-07 180
9.32603 8.1385e-07 90 1 0 0.0034379 -179.987 1.00002 -3.17628e-07 1 0 0.00156717 8.48005e-05 0.891358 -1.5244e-07 0 0 0.00175019 -179.987 0.0015233 -179.987 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0133802 0.00171163 -179.987 0 0 0 0 0 0 2.08924e-14 90 3.57044e-17 -89.9866 4.29982e-14 -90 3.13852e-16 -89.9866 3.21408e-07 180
9.54548 8.33001e-07 90 1 0 0.0034379 -179.986 1.00002 -3.25102e-07 1 0 0.00156717 8.6796e-05 0.891358 -1.56027e-07 0 0 0.00175019 -179.986 0.0015233 -179.986 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0136951 0.00171163 -179.986 0 0 0 0 0 0 2.1384e-14 90 3.65446e-17 -89.9863 4.40099e-14 -90 3.21238e-16 -89.9863 3.21408e-07 180
9.7701 8.52602e-07 90 1 0 0.0034379 -179.986 1.00002 -3.32752e-07 1 0 0.00156717 8.88384e-05 0.891358 -1.59699e-07 0 0 0.00175019 -179.986 0.0015233 -179.986 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0140173 0.00171163 -179.986 0 0 0 0 0 0 2.18872e-14 90 3.74045e-17 -89.986 4.50455e-14 -90 3.28797e-16 -89.986 3.21408e-07 180
10 8.72665e-07 90 1 0 0.0034379 -179.986 1.00002 -3.40582e-07 1 0 0.00156717 9.09288e-05 0.891358 -1.63457e-07 0 0 0.00175019 -179.986 0.0015233 -179.986 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0143472 0.00171163 -179.986 0 0 0 0 0 0 2.24023e-14 90 3.82847e-17 -89.9857 4.61055e-14 -90 3.36534e-16 -89.9857 3.21408e-07 180
10.2353 8.93199e-07 90 1 0 0.0034379 -179.985 1.00002 -3.48596e-07 1 0 0.00156717 9.30685e-05 0.891358 -1.67303e-07 0 0 0.00175019 -179.985 0.0015233 -179.985 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0146848 0.00171163 -179.985 0 0 0 0 0 0 2.29294e-14 90 3.91855e-17 -89.9853 4.71904e-14 -90 3.44453e-16 -89.9853 3.21408e-07 180
10.4762 9.14217e-07 90 1 0 0.0034379 -179.985 1.00002 -3.56799e-07 1 0 0.00156717 9.52585e-05 0.891358 -1.7124e-07 0 0 0.00175019 -179.985 0.0015233 -179.985 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0150303 0.00171163 -179.985 0 0 0 0 0 0 2.3469e-14 90 4.01076e-17 -89.985 4.83009e-14 -90 3.52558e-16 -89.985 3.21408e-07 180
10.7227 9.3573e-07 90 1 0 0.0034379 -179.985 1.00002 -3.65195e-07 1 0 0.00156717 9.75e-05 0.891358 -1.75269e-07 0 0 0.00175019 -179.985 0.0015233 -179.985 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.015384 0.00171163 -179.985 0 0 0 0 0 0 2.40212e-14 90 4.10514e-17 -89.9846 4.94374e-14 -90 3.60854e-16 -89.9846 3.21408e-07 180
10.975 9.57748e-07 90 1 0 0.0034379 -179.984 1.00002 -3.73788e-07 1 0 0.00156717 9.97943e-05 0.891358 -1.79394e-07 0 0 0.00175019 -179.984 0.0015233 -179.984 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.015746 0.00171163 -179.984 0 0 0 0 0 0 2.45865e-14 90 4.20174e-17 -89.9843 5.06007e-14 -90 3.69345e-16 -89.9843 3.21408e-07 180
11.2332 9.80285e-07 90 1 0 0.0034379 -179.984 1.00002 -3.82584e-07 1 0 0.00156717 0.000102143 0.891358 -1.83615e-07 0 0 0.00175019 -179.984 0.0015233 -179.984 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0161165 0.00171163 -179.984 0 0 0 0 0 0 2.5165e-14 90 4.30061e-17 -89.9839 5.17914e-14 -90 3.78036e-16 -89.9839 3.21408e-07 180
11.4976 1.00335e-06 90 1 0 0.0034379 -179.984 1.00002 -3.91587e-07 1 0 0.00156717 0.000104546 0.891358 -1.87936e-07 0 0 0.00175019 -179.984 0.0015233 -179.984 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0164958 0.00171163 -179.984 0 0 0 0 0 0 2.57572e-14 90 4.40181e-17 -89.9835 5.30101e-14 -90 3.86932e-16 -89.9835 3.21408e-07 180
11.7681 1.02696e-06 90 1 0 0.0034379 -179.983 1.00002 -4.00801e-07 1 0 0.00156717 0.000107006 0.891358 -1.92358e-07 0 0 0.00175019 -179.983 0.0015233 -179.983 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0168839 0.00171163 -179.983 0 0 0 0 0 0 2.63632e-14 90 4.50539e-17 -89.9831 5.42575e-14 -90 3.96037e-16 -89.9831 3.21408e-07 180
12.045 1.05113e-06 90 1 0 0.0034379 -179.983 1.00002 -4.10232e-07 1 0 0.00156717 0.000109524 0.891358 -1.96884e-07 0 0 0.00175019 -179.983 0.0015233 -179.983 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0172812 0.00171163 -179.983 0 0 0 0 0 0 2.69836e-14 90 4.6114e-17 -89.9827 5.55343e-14 -90 4.05356e-16 -89.9827 3.21408e-07 180
12.3285 1.07586e-06 90 1 0 0.0034379 -179.982 1.00002 -4.19886e-07 1 0 0.00156717 0.000112101 0.891358 -2.01517e-07 0 0 0.00175019 -179.982 0.0015233 -179.982 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0176879 0.00171163 -179.982 0 0 0 0 0 0 2.76186e-14 90 4.71991e-17 -89.9823 5.6841e-14 -90 4.14894e-16 -89.9823 3.21408e-07 180
12.6186 1.10118e-06 90 1 0 0.0034379 -179.982 1.00002 -4.29766e-07 1 0 0.00156717 0.000114739 0.891358 -2.06259e-07 0 0 0.00175019 -179.982 0.0015233 -179.982 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0181041 0.00171163 -179.982 0 0 0 0 0 0 2.82684e-14 90 4.83098e-17 -89.9819 5.81786e-14 -90 4.24657e-16 -89.9819 3.21408e-07 180
12.9155 1.12709e-06 90 1 0 0.0034379 -179.981 1.00002 -4.39879e-07 1 0 0.00156717 0.000117439 0.891358 -2.11112e-07 0 0 0.00175019 -179.981 0.0015233 -179.981 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0185301 0.00171163 -179.982 0 0 0 0 0 0 2.89336e-14 90 4.94466e-17 -89.9815 5.95476e-14 -90 4.3465e-16 -89.9815 3.21408e-07 180
13.2194 1.15361e-06 90 1 0 0.0034379 -179.981 1.00002 -4.50229e-07 1 0 0.00156717 0.000120203 0.891358 -2.1608e-07 0 0 0.00175019 -179.981 0.0015233 -179.981 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0189661 0.00171163 -179.981 0 0 0 0 0 0 2.96145e-14 90 5.06101e-17 -89.981 6.09488e-14 -90 4.44878e-16 -89.981 3.21408e-07 180
13.5305 1.18076e-06 90 1 0 0.0034379 -179.981 1.00002 -4.60824e-07 1 0 0.00156717 0.000123031 0.891358 -2.21165e-07 0 0 0.00175019 -179.981 0.0015233 -179.981 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0194124 0.00171163 -179.981 0 0 0 0 0 0 3.03113e-14 90 5.1801e-17 -89.9806 6.2383e-14 -90 4.55346e-16 -89.9806 3.21408e-07 180
13.8489 1.20854e-06 90 1 0 0.0034379 -179.98 1.00002 -4.71668e-07 1 0 0.00156717 0.000125926 0.891358 -2.26369e-07 0 0 0.00175019 -179.98 0.0015233 -179.98 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0198692 0.00171163 -179.98 0 0 0 0 0 0 3.10246e-14 90 5.30199e-17 -89.9801 6.38509e-14 -90 4.66061e-16 -89.9801 3.21408e-07 180
14.1747 1.23698e-06 90 1 0 0.0034379 -179.98 1.00002 -4.82766e-07 1 0 0.00156717 0.000128889 0.891358 -2.31696e-07 0 0 0.00175019 -179.98 0.0015233 -179.98 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0203367 0.00171163 -179.98 0 0 0 0 0 0 3.17546e-14 90 5.42675e-17 -89.9797 6.53534e-14 -90 4.77028e-16 -89.9797 3.21408e-07 180
14.5083 1.26609e-06 90 1 0 0.0034379 -179.979 1.00002 -4.94126e-07 1 0 0.00156717 0.000131922 0.891358 -2.37148e-07 0 0 0.00175019 -179.979 0.0015233 -179.979 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0208153 0.00171163 -179.979 0 0 0 0 0 0 3.25018e-14 90 5.55445e-17 -89.9792 6.68912e-14 -90 4.88253e-16 -89.9792 3.21408e-07 180
14.8497 1.29588e-06 90 1 0 0.0034379 -179.979 1.00002 -5.05754e-07 1 0 0.00156717 0.000135026 0.891358 -2.42728e-07 0 0 0.00175019 -179.979 0.0015233 -179.979 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0213051 0.00171163 -179.979 0 0 0 0 0 0 3.32666e-14 90 5.68515e-17 -89.9787 6.84652e-14 -90 4.99742e-16 -89.9787 3.21408e-07 180
15.1991 1.32637e-06 90 1 0 0.0034379 -179.978 1.00002 -5.17655e-07 1 0 0.00156717 0.000138204 0.891358 -2.4844e-07 0 0 0.00175019 -179.978 0.0015233 -179.978 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0218064 0.00171163 -179.978 0 0 0 0 0 0 3.40494e-14 90 5.81893e-17 -89.9782 7.00763e-14 -90 5.11501e-16 -89.9782 3.21408e-07 180
15.5568 1.35758e-06 90 1 0 0.0034379 -179.978 1.00002 -5.29835e-07 1 0 0.00156717 0.000141456 0.891358 -2.54286e-07 0 0 0.00175019 -179.978 0.0015233 -179.978 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0223195 0.00171163 -179.978 0 0 0 0 0 0 3.48507e-14 90 5.95585e-17 -89.9777 7.17252e-14 -90 5.23537e-16 -89.9777 3.21408e-07 180
15.9228 1.38953e-06 90 1 0 0.0034379 -179.977 1.00002 -5.42303e-07 1 0 0.00156717 0.000144784 0.891358 -2.60269e-07 0 0 0.00175019 -179.977 0.0015233 -179.977 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0228447 0.00171163 -179.977 0 0 0 0 0 0 3.56707e-14 90 6.096e-17 -89.9772 7.3413e-14 -90 5.35857e-16 -89.9772 3.21408e-07 180
16.2975 1.42223e-06 90 1 0 0.0034379 -179.977 1.00002 -5.55064e-07 1 0 0.00156717 0.000148191 0.891358 -2.66394e-07 0 0 0.00175019 -179.977 0.0015233 -179.977 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0233823 0.00171163 -179.977 0 0 0 0 0 0 3.65101e-14 90 6.23945e-17 -89.9766 7.51405e-14 -90 5.48466e-16 -89.9766 3.21408e-07 180
16.681 1.45569e-06 90 1 0 0.0034379 -179.976 1.00002 -5.68125e-07 1 0 0.00156717 0.000151678 0.891358 -2.72662e-07 0 0 0.00175019 -179.976 0.0015233 -179.976 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0239325 0.00171163 -179.976 0 0 0 0 0 0 3.73692e-14 90 6.38627e-17 -89.9761 7.69086e-14 -90 5.61372e-16 -89.9761 3.21408e-07 180
17.0735 1.48995e-06 90 1 0 0.0034379 -179.976 1.00002 -5.81494e-07 1 0 0.00156717 0.000155248 0.891358 -2.79078e-07 0 0 0.00175019 -179.976 0.0015233 -179.976 0 0 0.00155501 -180 1 0 0.00155489 180 0.0017366 0.0244957 0.00171163 -179.976 0 0 0 0 0 0 3.82486e-14 90 6.53654e-17 -89.9755 7.87184e-14 -90 5.74582e-16 -89.9755 3.21408e-07 180
