t 1 2 3 4 5 jL0300 
927.3 0.191103 1.2519 0.361675 3.43738 0.313113 1.82704
927.4 0.21604 1.33061 0.340078 3.45334 0.333463 1.86214
927.5 0.241657 1.41039 0.316983 3.46495 0.356342 1.89501
927.6 0.267723 1.49129 0.292468 3.47213 0.381807 1.92549
927.7 0.29402 1.57331 0.266616 3.47484 0.409892 1.95346
927.8 0.320339 1.65644 0.239515 3.47303 0.44061 1.97878
927.9 0.346475 1.74062 0.211263 3.46668 0.473952 2.00132
928 0.372237 1.82575 0.181961 3.4558 0.509891 2.02099
928.1 0.397439 1.91173 0.151716 3.4404 0.54838 2.03769
928.2 0.421903 1.9984 0.12064 3.42051 0.589353 2.05131
928.3 0.445462 2.08562 0.0888486 3.39618 0.632729 2.06179
928.4 0.467954 2.17318 0.056463 3.36748 0.678408 2.06906
928.5 0.489229 2.26089 0.0236071 3.33451 0.726278 2.07307
928.6 0.509144 2.34852 -0.0095921 3.29735 0.776208 2.07377
928.7 0.527564 2.43585 -0.0430049 3.25613 0.828056 2.07114
928.8 0.544366 2.52262 -0.0764996 3.21099 0.881665 2.06517
928.9 0.559432 2.60858 -0.109943 3.16208 0.93687 2.05585
929 0.572658 2.69345 -0.143201 3.10957 0.99349 2.04319
929.1 0.583946 2.77698 -0.176139 3.05366 1.05134 2.02722
929.2 0.59321 2.85889 -0.208622 2.99453 1.11021 2.00798
929.3 0.600373 2.93889 -0.240516 2.9324 1.16991 1.98552
929.4 0.605368 3.0167 -0.271689 2.86751 1.23021 1.9599
929.5 0.608139 3.09206 -0.30201 2.8001 1.29091 1.93121
929.6 0.608639 3.16467 -0.331351 2.73041 1.35176 1.89953
929.7 0.606833 3.23428 -0.359585 2.65871 1.41256 1.86497
929.8 0.602696 3.30062 -0.386591 2.58528 1.47305 1.82766
929.9 0.596212 3.36342 -0.412249 2.5104 1.53302 1.7877
930 0.587378 3.42243 -0.436447 2.43436 1.59222 1.74526
930.1 0.5762 3.47743 -0.459075 2.35746 1.65042 1.70047
930.2 0.562696 3.52817 -0.480029 2.28001 1.70738 1.6535
930.3 0.546892 3.57445 -0.499213 2.20231 1.76288 1.60452
930.4 0.528826 3.61606 -0.516534 2.12468 1.81668 1.55372
930.5 0.508546 3.65282 -0.531908 2.04742 1.86857 1.50128
930.6 0.48611 3.68456 -0.545257 1.97086 1.91832 1.4474
930.7 0.461585 3.71112 -0.556512 1.89532 1.96572 1.3923
930.8 0.435049 3.73237 -0.565611 1.82109 2.01057 1.33617
930.9 0.406588 3.74819 -0.572499 1.7485 2.05267 1.27925
931 0.376297 3.75849 -0.577132 1.67785 2.09183 1.22175
931.1 0.34428 3.7632 -0.579473 1.60944 2.12787 1.1639
931.2 0.310648 3.76225 -0.579493 1.54357 2.16063 1.10593
931.3 0.275522 3.75562 -0.577175 1.48052 2.18995 1.04808
931.4 0.239028 3.7433 -0.572509 1.42057 2.21569 0.990576
931.5 0.201301 3.72529 -0.565495 1.36399 2.23772 0.933656
931.6 0.162479 3.70163 -0.556142 1.31103 2.25592 0.877555
931.7 0.122709 3.67237 -0.544471 1.26193 2.27018 0.822505
931.8 0.0821424 3.6376 -0.530508 1.21693 2.28043 0.768737
931.9 0.0409341 3.59741 -0.514292 1.17623 2.28659 0.716478
932 -0.000756187 3.55193 -0.495871 1.14005 2.28861 0.665951
932.1 -0.0427654 3.50129 -0.475302 1.10855 2.28643 0.617375
932.2 -0.0849279 3.44568 -0.452649 1.08191 2.28005 0.57096
932.3 -0.127076 3.38527 -0.427988 1.06028 2.26945 0.526911
932.4 -0.16904 3.32027 -0.401402 1.04377 2.25464 0.485426
932.5 -0.210651 3.25092 -0.372983 1.0325 2.23565 0.446691
932.6 -0.251739 3.17745 -0.34283 1.02655 2.21253 0.410886
932.7 -0.292134 3.10014 -0.311053 1.02599 2.18533 0.378179
932.8 -0.331668 3.01926 -0.277765 1.03087 2.15413 0.348725
932.9 -0.370177 2.93511 -0.243089 1.04122 2.11903 0.322671
933 -0.407496 2.84802 -0.207153 1.05702 2.08014 0.300148
933.1 -0.443466 2.75831 -0.170094 1.07827 2.03758 0.281277
933.2 -0.477932 2.66632 -0.13205 1.10492 1.9915 0.266161
933.3 -0.510743 2.5724 -0.0931681 1.13691 1.94205 0.254893
933.4 -0.541753 2.47693 -0.053598 1.17415 1.88941 0.247549
933.5 -0.570824 2.38027 -0.0134938 1.21653 1.83376 0.24419
933.6 -0.597822 2.2828 0.0269869 1.26393 1.77531 0.244862
933.7 -0.622623 2.18492 0.0676839 1.31618 1.71427 0.249594
933.8 -0.645109 2.08701 0.108435 1.37313 1.65087 0.258399
933.9 -0.665172 1.98947 0.149075 1.43458 1.58533 0.271275
934 -0.68271 1.89269 0.189441 1.50032 1.51792 0.288203
934.1 -0.697632 1.79708 0.229366 1.57011 1.44888 0.309148
934.2 -0.709859 1.70303 0.268687 1.64371 1.37848 0.334055
934.3 -0.719319 1.61094 0.30724 1.72085 1.307 0.362858
934.4 -0.725952 1.52118 0.344863 1.80124 1.23471 0.395471
934.5 -0.729709 1.43414 0.381397 1.8846 1.16191 0.431793
934.6 -0.73055 1.3502 0.416685 1.97061 1.08887 0.471707
934.7 -0.728451 1.26971 0.450576 2.05893 1.0159 0.515082
934.8 -0.723395 1.19303 0.482922 2.14925 0.943278 0.56177
934.9 -0.715379 1.12051 0.513579 2.24119 0.871315 0.611609
935 -0.704412 1.05246 0.54241 2.33442 0.800301 0.664424
935.1 -0.690525 0.98875 0.569284 2.42856 0.73053 0.720025
935.2 -0.673831 0.926971 0.594078 2.52323 0.662288 0.77821
935.3 -0.654609 0.864349 0.616674 2.61807 0.595845 0.838766
935.4 -0.633214 0.801667 0.636964 2.71269 0.531436 0.901467
935.5 -0.609957 0.739274 0.654848 2.80671 0.469262 0.966078
935.6 -0.585138 0.677487 0.670233 2.89974 0.409494 1.03235
935.7 -0.559039 0.616588 0.683037 2.99141 0.352275 1.10004
935.8 -0.531928 0.556828 0.69319 3.08132 0.297718 1.16887
935.9 -0.504056 0.498428 0.700627 3.1691 0.245912 1.23858
936 -0.47566 0.441578 0.705297 3.25438 0.196922 1.3089
936.1 -0.446959 0.386441 0.70716 3.3368 0.150789 1.37955
936.2 -0.418155 0.33315 0.706185 3.41601 0.107532 1.45024
936.3 -0.389439 0.281813 0.702353 3.49165 0.0671531 1.52069
936.4 -0.360982 0.232512 0.695657 3.56339 0.0296343 1.59062
936.5 -0.332942 0.185306 0.6861 3.63091 -0.00505844 1.65973
936.6 -0.305462 0.14023 0.673699 3.69391 -0.036974 1.72774
936.7 -0.278672 0.0972965 0.658481 3.7521 -0.0661749 1.79437
936.8 -0.252687 0.0564995 0.640484 3.80519 -0.0927361 1.85935
936.9 -0.22761 0.017812 0.619759 3.85295 -0.116743 1.92238
937 -0.203531 -0.0188108 0.596367 3.89512 -0.138292 1.98321
937.1 -0.180531 -0.0534316 0.570382 3.9315 -0.157486 2.04157
937.2 -0.158675 -0.086129 0.541886 3.96189 -0.174437 2.0972
937.3 -0.138024 -0.116997 0.510976 3.98613 -0.189262 2.14987
937.4 -0.118624 -0.146146 0.477757 4.00406 -0.202084 2.19932
937.5 -0.100515 -0.173698 0.442343 4.01556 -0.21303 2.24534
937.6 -0.0837297 -0.199789 0.40486 4.02054 -0.222231 2.28772
937.7 -0.0682921 -0.224569 0.365443 4.01892 -0.229821 2.32625
937.8 -0.0542203 -0.248199 0.324236 4.01065 -0.235935 2.36075
937.9 -0.0415267 -0.270852 0.281389 3.99572 -0.240711 2.39105
938 -0.030219 -0.292715 0.237063 3.97413 -0.244287 2.41698
938.1 -0.0203007 -0.313982 0.191425 3.94591 -0.246801 2.43842
938.2 -0.011772 -0.334863 0.144649 3.91114 -0.248393 2.45523
938.3 -0.00463037 -0.355579 0.0969128 3.86988 -0.249202 2.46732
938.4 0.00112821 -0.37636 0.0484027 3.82226 -0.249365 2.47459
938.5 0.00550895 -0.397453 -0.000692207 3.76843 -0.249022 2.47698
938.6 0.00851732 -0.419115 -0.0501785 3.70854 -0.248309 2.47444
938.7 0.0101583 -0.441619 -0.0998598 3.64278 -0.247364 2.46694
938.8 0.0104354 -0.465251 -0.149537 3.57139 -0.246323 2.45447
938.9 0.00935056 -0.490314 -0.19901 3.49459 -0.245322 2.43704
939 0.00690246 -0.517129 -0.248077 3.41267 -0.244498 2.41468
939.1 0.00308645 -0.546035 -0.296538 3.3259 -0.243988 2.38745
939.2 -0.00210652 -0.577392 -0.344191 3.23459 -0.243927 2.3554
939.3 -0.00869066 -0.611583 -0.390839 3.13909 -0.244455 2.31864
939.4 -0.0166862 -0.649016 -0.436284 3.03973 -0.245712 2.27728
939.5 -0.0261201 -0.690127 -0.480334 2.9369 -0.247841 2.23143
939.6 -0.0370271 -0.735381 -0.5228 2.83097 -0.250986 2.18126
939.7 -0.0494505 -0.785278 -0.563498 2.72236 -0.255297 2.12693
939.8 -0.0634433 -0.840355 -0.60225 2.61147 -0.260929 2.06863
939.9 -0.0790689 -0.901189 -0.638883 2.49873 -0.268041 2.00656
940 -0.0964023 -0.968405 -0.673233 2.38459 -0.2768 1.94093
940.1 -0.115495 -1.04098 -0.705143 2.2695 -0.28738 1.87199
940.2 -0.136266 -1.11543 -0.734464 2.15391 -0.299954 1.79999
940.3 -0.158476 -1.19023 -0.761058 2.03828 -0.314679 1.72519
940.4 -0.181856 -1.26584 -0.784795 1.92308 -0.331686 1.64788
940.5 -0.206165 -1.34241 -0.805556 1.80878 -0.35108 1.56833
940.6 -0.231169 -1.42002 -0.823235 1.69585 -0.372941 1.48687
940.7 -0.256646 -1.49874 -0.837734 1.58475 -0.397327 1.40379
940.8 -0.282381 -1.57857 -0.848971 1.47594 -0.424277 1.31943
940.9 -0.308166 -1.65951 -0.856872 1.36989 -0.453804 1.23411
941 -0.333803 -1.7415 -0.861381 1.26704 -0.485903 1.14817
941.1 -0.359102 -1.82445 -0.86245 1.16784 -0.520551 1.06195
941.2 -0.383881 -1.90826 -0.860049 1.07271 -0.557705 0.975796
941.3 -0.407966 -1.99278 -0.854175 0.981323 -0.597303 0.890056
941.4 -0.43119 -2.07787 -0.84495 0.890047 -0.639268 0.805072
941.5 -0.453397 -2.16335 -0.832735 0.794804 -0.683506 0.721162
941.6 -0.474436 -2.24901 -0.818004 0.696427 -0.729907 0.638604
941.7 -0.494168 -2.33464 -0.801181 0.59514 -0.778348 0.557628
941.8 -0.512459 -2.42002 -0.782684 0.491105 -0.828691 0.478421
941.9 -0.529186 -2.5049 -0.762914 0.384421 -0.880787 0.40113
942 -0.544235 -2.58903 -0.742265 0.275123 -0.934472 0.325864
942.1 -0.557501 -2.67217 -0.721117 0.163181 -0.989573 0.252691
942.2 -0.568887 -2.75403 -0.69984 0.0484969 -1.04591 0.181642
942.3 -0.578308 -2.83436 -0.67879 -0.0690947 -1.10328 0.112712
942.4 -0.585686 -2.91288 -0.658317 -0.189832 -1.1615 0.0458615
942.5 -0.590955 -2.98931 -0.638759 -0.314026 -1.22035 -0.0189847
942.6 -0.594058 -3.06339 -0.620446 -0.442065 -1.27962 -0.0819346
942.7 -0.594947 -3.13484 -0.603701 -0.574415 -1.33909 -0.143129
942.8 -0.593587 -3.2034 -0.588842 -0.711627 -1.39853 -0.20274
942.9 -0.589951 -3.2688 -0.576181 -0.854337 -1.45773 -0.260973
943 -0.584023 -3.3308 -0.566027 -1.00314 -1.51645 -0.318063
943.1 -0.575796 -3.38914 -0.558548 -1.1526 -1.57446 -0.374269
943.2 -0.565277 -3.44359 -0.5535 -1.29387 -1.63153 -0.429851
943.3 -0.552478 -3.49393 -0.550389 -1.42883 -1.68744 -0.48503
943.4 -0.537426 -3.53994 -0.548843 -1.55803 -1.74195 -0.539978
943.5 -0.520156 -3.58142 -0.548514 -1.68191 -1.79485 -0.594836
943.6 -0.500712 -3.61819 -0.549081 -1.80087 -1.84591 -0.649708
943.7 -0.47915 -3.65007 -0.550248 -1.91524 -1.89492 -0.70467
943.8 -0.455533 -3.67693 -0.551745 -2.02526 -1.94167 -0.759767
943.9 -0.429936 -3.69861 -0.553324 -2.13114 -1.98596 -0.815019
944 -0.402442 -3.71502 -0.554757 -2.23306 -2.0276 -0.870425
944.1 -0.373142 -3.72604 -0.555838 -2.33111 -2.06639 -0.925957
944.2 -0.342135 -3.7316 -0.556379 -2.42539 -2.10217 -0.981573
944.3 -0.309531 -3.73164 -0.556209 -2.51594 -2.13477 -1.03721
944.4 -0.275445 -3.72614 -0.555178 -2.60277 -2.16403 -1.09278
944.5 -0.239999 -3.71506 -0.553147 -2.68588 -2.18981 -1.14821
944.6 -0.203324 -3.69843 -0.549998 -2.76525 -2.21199 -1.20338
944.7 -0.165554 -3.67627 -0.545625 -2.84082 -2.23044 -1.25817
944.8 -0.126833 -3.64862 -0.539937 -2.91253 -2.24507 -1.31246
944.9 -0.0873057 -3.61557 -0.532859 -2.98033 -2.25578 -1.36611
945 -0.0471245 -3.57721 -0.524326 -3.04411 -2.26251 -1.41898
945.1 -0.00644437 -3.53364 -0.51429 -3.10381 -2.26519 -1.47092
945.2 0.0345758 -3.48502 -0.502713 -3.15932 -2.26379 -1.52179
945.3 0.0757745 -3.4315 -0.489571 -3.21056 -2.25827 -1.57141
945.4 0.116988 -3.37326 -0.474849 -3.25743 -2.24863 -1.61965
945.5 0.158051 -3.3105 -0.458547 -3.29986 -2.23488 -1.66633
945.6 0.198798 -3.24343 -0.440674 -3.33774 -2.21703 -1.7113
945.7 0.239063 -3.1723 -0.42125 -3.37101 -2.19514 -1.75441
945.8 0.278679 -3.09737 -0.400305 -3.39959 -2.16924 -1.7955
945.9 0.317484 -3.0189 -0.377879 -3.42342 -2.13943 -1.83442
946 0.355313 -2.93719 -0.354022 -3.44245 -2.10578 -1.87103
946.1 0.392008 -2.85254 -0.328792 -3.45663 -2.06841 -1.90518
946.2 0.427411 -2.76528 -0.302256 -3.46594 -2.02742 -1.93675
946.3 0.461371 -2.67572 -0.274489 -3.47036 -1.98297 -1.96559
946.4 0.493738 -2.58422 -0.245573 -3.46988 -1.9352 -1.99161
946.5 0.524369 -2.49114 -0.2156 -3.46452 -1.88428 -2.01467
946.6 0.553129 -2.39683 -0.184664 -3.45431 -1.83039 -2.0347
946.7 0.579885 -2.30167 -0.15287 -3.43929 -1.77373 -2.05158
946.8 0.604514 -2.20603 -0.120325 -3.41951 -1.71449 -2.06525
946.9 0.626899 -2.1103 -0.0871423 -3.39505 -1.6529 -2.07562
947 0.646934 -2.01486 -0.0534412 -3.36601 -1.58919 -2.08266
947.1 0.664517 -1.9201 -0.0193435 -3.33248 -1.5236 -2.0863
947.2 0.67956 -1.82642 0.0150252 -3.29459 -1.45637 -2.08652
947.3 0.69198 -1.73419 0.049536 -3.25249 -1.38777 -2.08329
947.4 0.701707 -1.6438 0.0840581 -3.20632 -1.31807 -2.07661
947.5 0.70868 -1.55563 0.118459 -3.15626 -1.24752 -2.06649
947.6 0.712849 -1.47006 0.152603 -3.10249 -1.17642 -2.05293
947.7 0.714175 -1.38744 0.186358 -3.04522 -1.10505 -2.03598
947.8 0.712629 -1.30815 0.219588 -2.98467 -1.03368 -2.01568
947.9 0.708195 -1.23252 0.252159 -2.92106 -0.962619 -1.99208
948 0.700868 -1.16089 0.283938 -2.85463 -0.892141 -1.96527
948.1 0.690654 -1.09358 0.314795 -2.78564 -0.822541 -1.93533
948.2 0.677571 -1.0309 0.3446 -2.71436 -0.754106 -1.90235
948.3 0.661673 -0.972023 0.373227 -2.64107 -0.68712 -1.86645
948.4 0.643124 -0.914308 0.400555 -2.56605 -0.621858 -1.82775
948.5 0.62222 -0.856466 0.426465 -2.48959 -0.558572 -1.78639
948.6 0.599285 -0.799121 0.450843 -2.412 -0.497479 -1.74251
948.7 0.574609 -0.742631 0.47358 -2.33359 -0.43877 -1.69627
948.8 0.54847 -0.687325 0.494573 -2.25467 -0.382604 -1.64785
948.9 0.521129 -0.633505 0.513725 -2.17557 -0.329114 -1.59742
949 0.49283 -0.581443 0.530945 -2.09659 -0.278408 -1.54517
949.1 0.463801 -0.53139 0.54615 -2.01808 -0.23057 -1.4913
949.2 0.434254 -0.483569 0.559263 -1.94034 -0.185663 -1.43601
949.3 0.404382 -0.438183 0.570215 -1.8637 -0.143729 -1.37952
949.4 0.374363 -0.395414 0.578946 -1.78849 -0.10479 -1.32204
949.5 0.34436 -0.355422 0.585404 -1.71502 -0.0688543 -1.26381
949.6 0.314517 -0.318354 0.589546 -1.6436 -0.0359117 -1.20504
949.7 0.284964 -0.284338 0.591335 -1.57454 -0.00594008 -1.14598
949.8 0.255813 -0.253489 0.590748 -1.50814 0.0210954 -1.08685
949.9 0.227163 -0.22591 0.587767 -1.44468 0.04524 -1.02791
950 0.199097 -0.201697 0.582387 -1.38446 0.0665481 -0.969379
950.1 0.171684 -0.180933 0.57461 -1.32774 0.0850817 -0.911509
950.2 0.144978 -0.1637 0.564448 -1.27478 0.100909 -0.854536
950.3 0.11902 -0.150073 0.551924 -1.22582 0.114103 -0.798698
950.4 0.0938376 -0.140127 0.53707 -1.18109 0.124739 -0.744229
950.5 0.069446 -0.133937 0.519927 -1.14081 0.132897 -0.69136
950.6 0.0458474 -0.131581 0.500546 -1.10519 0.138655 -0.640318
950.7 0.0230323 -0.133143 0.478989 -1.07439 0.142092 -0.591323
950.8 0.000979624 -0.138712 0.455323 -1.04858 0.143286 -0.54459
950.9 -0.0203429 -0.14839 0.429629 -1.02792 0.142312 -0.500325
951 -0.0409785 -0.162288 0.401994 -1.01252 0.13924 -0.458728
951.1 -0.060981 -0.180536 0.372513 -1.00248 0.134137 -0.419987
951.2 -0.0804146 -0.203278 0.341293 -0.997814 0.127062 -0.384282
951.3 -0.0993538 -0.230681 0.308452 -0.998554 0.11807 -0.351782
951.4 -0.117883 -0.262933 0.274108 -1.00498 0.107205 -0.322641
951.5 -0.136097 -0.300251 0.238382 -1.01706 0.094503 -0.297005
951.6 -0.1541 -0.34288 0.201404 -1.0347 0.0799914 -0.275005
951.7 -0.172008 -0.3911 0.163314 -1.05789 0.0636852 -0.25676
951.8 -0.189944 -0.445227 0.124258 -1.08656 0.0455878 -0.242373
951.9 -0.208045 -0.505617 0.0843853 -1.12066 0.0256897 -0.231934
952 -0.226457 -0.572673 0.0438503 -1.16009 0.0039672 -0.225517
952.1 -0.245338 -0.646846 0.00281142 -1.20474 -0.0196186 -0.22318
952.2 -0.264857 -0.728644 -0.0385696 -1.25446 -0.045123 -0.224965
952.3 -0.285197 -0.818633 -0.0801284 -1.30909 -0.0726189 -0.230898
952.4 -0.306553 -0.917445 -0.121699 -1.36847 -0.102198 -0.24099
952.5 -0.329113 -1.02476 -0.163113 -1.43237 -0.133971 -0.255232
952.6 -0.352934 -1.13607 -0.204202 -1.50059 -0.168063 -0.2736
952.7 -0.377796 -1.24632 -0.244799 -1.57288 -0.204591 -0.296054
952.8 -0.403345 -1.35637 -0.284734 -1.64899 -0.243642 -0.322536
952.9 -0.429292 -1.46631 -0.323843 -1.72864 -0.285271 -0.352972
953 -0.455362 -1.57619 -0.361959 -1.81153 -0.329502 -0.38727
953.1 -0.48129 -1.68602 -0.398922 -1.89736 -0.376336 -0.425324
953.2 -0.506828 -1.79574 -0.434572 -1.9858 -0.425745 -0.46701
953.3 -0.531741 -1.90529 -0.468757 -2.07652 -0.477679 -0.512188
953.4 -0.555806 -2.01453 -0.501325 -2.16918 -0.532063 -0.560706
953.5 -0.578812 -2.12334 -0.532132 -2.2634 -0.588803 -0.612393
953.6 -0.600564 -2.23152 -0.56104 -2.35884 -0.647782 -0.667068
953.7 -0.620877 -2.33888 -0.587918 -2.4551 -0.708866 -0.724533
953.8 -0.639579 -2.44521 -0.61264 -2.55181 -0.771903 -0.784579
953.9 -0.656513 -2.55025 -0.635089 -2.64859 -0.836722 -0.846984
954 -0.67153 -2.65376 -0.655156 -2.74504 -0.90314 -0.911516
954.1 -0.684499 -2.75547 -0.672742 -2.84076 -0.970959 -0.977931
954.2 -0.695298 -2.85509 -0.687755 -2.93538 -1.03997 -1.04598
954.3 -0.703819 -2.95234 -0.700114 -3.0285 -1.10994 -1.11539
954.4 -0.709968 -3.04693 -0.709748 -3.11973 -1.18065 -1.18591
954.5 -0.713661 -3.13856 -0.716597 -3.20868 -1.25185 -1.25725
954.6 -0.71483 -3.22693 -0.720609 -3.29499 -1.3233 -1.32913
954.7 -0.713418 -3.31176 -0.721747 -3.37828 -1.39473 -1.40128
954.8 -0.709382 -3.39274 -0.719983 -3.45819 -1.46589 -1.47339
954.9 -0.702691 -3.4696 -0.7153 -3.53437 -1.53652 -1.54517
955 -0.693329 -3.54205 -0.707693 -3.60648 -1.60634 -1.61635
955.1 -0.68129 -3.60983 -0.697171 -3.67421 -1.6751 -1.68662
955.2 -0.666583 -3.67268 -0.683752 -3.73724 -1.74251 -1.75569
955.3 -0.649229 -3.73035 -0.667466 -3.79528 -1.80832 -1.82327
955.4 -0.629261 -3.7826 -0.648358 -3.84805 -1.87227 -1.88909
955.5 -0.606724 -3.82924 -0.62648 -3.89531 -1.93409 -1.95285
955.6 -0.581676 -3.87005 -0.601899 -3.93681 -1.99353 -2.01429
955.7 -0.554188 -3.90486 -0.574693 -3.97234 -2.05035 -2.07314
955.8 -0.524339 -3.93351 -0.54495 -4.00172 -2.10429 -2.12915
955.9 -0.492222 -3.95585 -0.51277 -4.02477 -2.15514 -2.18205
956 -0.457941 -3.97178 -0.478263 -4.04135 -2.20267 -2.23162
956.1 -0.421608 -3.9812 -0.441549 -4.05133 -2.24666 -2.27763
956.2 -0.383346 -3.98403 -0.402759 -4.05464 -2.28692 -2.31987
956.3 -0.343288 -3.98023 -0.362033 -4.0512 -2.32327 -2.35812
956.4 -0.301577 -3.96978 -0.31952 -4.04097 -2.35553 -2.39221
956.5 -0.258361 -3.95267 -0.275376 -4.02393 -2.38354 -2.42197
956.6 -0.213799 -3.92895 -0.229767 -4.00011 -2.40716 -2.44724
956.7 -0.168055 -3.89866 -0.182865 -3.96953 -2.42626 -2.46788
956.8 -0.121301 -3.86188 -0.134848 -3.93228 -2.44073 -2.48378
956.9 -0.0737136 -3.81872 -0.0859017 -3.88845 -2.45049 -2.49482
957 -0.0254753 -3.7693 -0.0362159 -3.83816 -2.45546 -2.50094
957.1 0.0232273 -3.7138 0.0140148 -3.78157 -2.45557 -2.50205
957.2 0.0722041 -3.65238 0.0645924 -3.71884 -2.4508 -2.49812
957.3 0.121262 -3.58526 0.115315 -3.65019 -2.44113 -2.48913
957.4 0.170205 -3.51266 0.165981 -3.57585 -2.42656 -2.47506
957.5 0.218838 -3.43484 0.216383 -3.49606 -2.4071 -2.45594
957.6 0.266962 -3.35208 0.266317 -3.41111 -2.38281 -2.43181
957.7 0.314382 -3.26467 0.315578 -3.3213 -2.35374 -2.4027
957.8 0.360902 -3.17293 0.363961 -3.22695 -2.31996 -2.36872
957.9 0.406328 -3.07721 0.411264 -3.12841 -2.28159 -2.32995
958 0.450469 -2.97786 0.457289 -3.02603 -2.23874 -2.28651
958.1 0.493138 -2.87525 0.501837 -2.92021 -2.19155 -2.23854
958.2 0.534152 -2.76978 0.544719 -2.81133 -2.14017 -2.1862
958.3 0.573333 -2.66184 0.585748 -2.69983 -2.08478 -2.12966
958.4 0.610508 -2.55186 0.624744 -2.58611 -2.02557 -2.06912
958.5 0.645513 -2.44027 0.661532 -2.47063 -1.96275 -2.00479
958.6 0.678189 -2.3275 0.695946 -2.35384 -1.89655 -1.9369
958.7 0.708386 -2.21401 0.72783 -2.2362 -1.8272 -1.86569
958.8 0.735964 -2.10024 0.757033 -2.11817 -1.75496 -1.79142
958.9 0.760789 -1.98665 0.783417 -2.00023 -1.6801 -1.71437
959 0.782741 -1.87371 0.806852 -1.88286 -1.6029 -1.63484
959.1 0.801709 -1.76187 0.82722 -1.76652 -1.52365 -1.55311
959.2 0.817591 -1.6516 0.844415 -1.65171 -1.44266 -1.4695
959.3 0.8303 -1.54335 0.858341 -1.5389 -1.36024 -1.38433
959.4 0.839758 -1.43759 0.868917 -1.42855 -1.27671 -1.29794
959.5 0.845903 -1.33475 0.876071 -1.32113 -1.1924 -1.21066
959.6 0.848682 -1.23527 0.87975 -1.2171 -1.10764 -1.12284
959.7 0.848058 -1.13959 0.879908 -1.11691 -1.02278 -1.03483
959.8 0.844007 -1.04812 0.876518 -1.02099 -0.938145 -0.946982
959.9 0.83655 -0.959664 0.869627 -0.92686 -0.854089 -0.859645
960 0.825874 -0.870148 0.85951 -0.829412 -0.770941 -0.773161
960.1 0.812371 -0.777202 0.846634 -0.728191 -0.689005 -0.687831
960.2 0.796489 -0.681469 0.831451 -0.623591 -0.608542 -0.603908
960.3 0.77864 -0.583168 0.814395 -0.515782 -0.52977 -0.5216
960.4 0.759226 -0.48246 0.79589 -0.40487 -0.452863 -0.441073
960.5 0.738636 -0.379446 0.776349 -0.290893 -0.37796 -0.362453
960.6 0.717248 -0.274166 0.756171 -0.173822 -0.305159 -0.285822
960.7 0.695427 -0.166596 0.735746 -0.0535551 -0.234522 -0.211224
960.8 0.673528 -0.0566501 0.715455 0.0700823 -0.166074 -0.138665
960.9 0.651893 0.0558257 0.695666 0.197339 -0.0998049 -0.068113
961 0.630853 0.171052 0.67674 0.328544 -0.0356725 0.000500154
961.1 0.610732 0.289319 0.659029 0.464104 0.0263991 0.0672785
961.2 0.591843 0.41099 0.64288 0.604514 0.0865176 0.132361
961.3 0.574492 0.536503 0.628631 0.750354 0.144821 0.195921
961.4 0.558978 0.666373 0.61662 0.9023 0.20148 0.258165
961.5 0.545598 0.801199 0.607129 1.05869 0.256691 0.319331
961.6 0.534643 0.941664 0.600189 1.21243 0.310683 0.379676
961.7 0.526327 1.08502 0.595459 1.35827 0.363709 0.43944
961.8 0.52058 1.22405 0.592473 1.49765 0.416033 0.498822
961.9 0.517017 1.35628 0.590859 1.6311 0.467895 0.557977
962 0.515226 1.48279 0.590268 1.75904 0.519492 0.617025
962.1 0.514857 1.60408 0.590382 1.88183 0.570984 0.676051
962.2 0.515582 1.72056 0.590908 1.99978 0.622497 0.735112
962.3 0.517103 1.83258 0.591579 2.11312 0.674125 0.794235
962.4 0.519143 1.94043 0.592148 2.22205 0.725933 0.853423
962.5 0.521447 2.04434 0.592393 2.32669 0.77796 0.912652
962.6 0.523783 2.14449 0.592113 2.42716 0.830221 0.971882
962.7 0.525937 2.24102 0.591124 2.52351 0.882709 1.03105
962.8 0.527716 2.33402 0.589262 2.61578 0.935395 1.09008
962.9 0.528941 2.42356 0.586382 2.70397 0.988232 1.14887
963 0.529454 2.50967 0.582354 2.78807 1.04116 1.20731
963.1 0.52911 2.59236 0.577066 2.86804 1.09409 1.26529
963.2 0.52778 2.67161 0.570422 2.94382 1.14695 1.32268
963.3 0.525353 2.74739 0.562338 3.01535 1.19961 1.37933
963.4 0.521727 2.81963 0.552748 3.08255 1.25198 1.4351
963.5 0.516817 2.88828 0.5416 3.14535 1.30391 1.48983
963.6 0.510551 2.95326 0.528852 3.20365 1.35529 1.54336
963.7 0.502869 3.01449 0.514479 3.25737 1.40598 1.59554
963.8 0.493724 3.07187 0.498467 3.30641 1.45582 1.6462
963.9 0.483081 3.12532 0.480813 3.35069 1.50467 1.69518
964 0.470915 3.17473 0.461529 3.39013 1.55238 1.74231
964.1 0.457215 3.22002 0.440635 3.42466 1.5988 1.78743
964.2 0.441978 3.26109 0.418163 3.45419 1.64377 1.83039
964.3 0.425214 3.29785 0.394156 3.47868 1.68715 1.87102
