t 1 2 3 4 5 jL0300 
532.4 0.804666 0.391517 0.840078 0.185039 -0.0590444 -0.177819
532.5 0.789462 0.553264 0.823723 0.34098 0.0206526 -0.094633
532.6 0.775812 0.721805 0.808335 0.503129 0.0989034 -0.0130382
532.7 0.764135 0.897839 0.794346 0.672049 0.175884 0.0670841
532.8 0.754778 1.07892 0.782186 0.848414 0.251811 0.145896
532.9 0.747777 1.25644 0.772252 1.0317 0.326919 0.223599
533 0.742744 1.42506 0.764717 1.21437 0.401428 0.300427
533.1 0.739179 1.58623 0.759275 1.38744 0.475512 0.37661
533.2 0.736678 1.74048 0.755381 1.55285 0.549296 0.452329
533.3 0.734866 1.88821 0.752621 1.71109 0.622868 0.52772
533.4 0.733402 2.02978 0.750609 1.86264 0.696278 0.602875
533.5 0.731974 2.16545 0.748992 2.00783 0.769547 0.677852
533.6 0.730298 2.29546 0.747448 2.14696 0.842662 0.752673
533.7 0.728116 2.41996 0.745684 2.28028 0.915587 0.827332
533.8 0.725197 2.53906 0.743435 2.40793 0.988259 0.901792
533.9 0.721334 2.65285 0.740462 2.53006 1.06059 0.975993
534 0.71634 2.76136 0.73655 2.64674 1.13249 1.04985
534.1 0.710052 2.8646 0.731507 2.75802 1.20382 1.12326
534.2 0.702328 2.96255 0.725164 2.86392 1.27445 1.19611
534.3 0.693045 3.05518 0.717373 2.96441 1.34423 1.26825
534.4 0.682098 3.14243 0.708007 3.05946 1.413 1.33953
534.5 0.669403 3.22423 0.696957 3.14901 1.48059 1.40979
534.6 0.65489 3.30049 0.684135 3.23301 1.54682 1.47886
534.7 0.63851 3.37115 0.669468 3.31137 1.61151 1.54656
534.8 0.620228 3.43609 0.652904 3.384 1.67446 1.61269
534.9 0.600023 3.49525 0.634405 3.45081 1.73549 1.67707
535 0.577893 3.54852 0.61395 3.51171 1.7944 1.73951
535.1 0.553847 3.59581 0.591533 3.56662 1.851 1.7998
535.2 0.527911 3.63707 0.567164 3.61543 1.90511 1.85775
535.3 0.500122 3.6722 0.540866 3.65809 1.95652 1.91317
535.4 0.470529 3.70116 0.512675 3.6945 2.00507 1.96586
535.5 0.439197 3.72389 0.482643 3.72462 2.05057 2.01564
535.6 0.406199 3.74035 0.450832 3.74839 2.09285 2.06233
535.7 0.371621 3.75054 0.417317 3.76577 2.13176 2.10575
535.8 0.335558 3.75445 0.382183 3.77675 2.16713 2.14574
535.9 0.298115 3.75208 0.345527 3.78132 2.19883 2.18214
536 0.259408 3.74346 0.307456 3.77948 2.22671 2.2148
536.1 0.219559 3.72866 0.268085 3.77127 2.25067 2.24359
536.2 0.178699 3.70773 0.227539 3.75674 2.27059 2.26838
536.3 0.136965 3.68076 0.185951 3.73596 2.28638 2.28906
536.4 0.0945032 3.64787 0.14346 3.70901 2.29796 2.30554
536.5 0.0514626 3.60917 0.100214 3.676 2.30526 2.31773
536.6 0.00799862 3.56482 0.0563655 3.63706 2.30824 2.32556
536.7 -0.0357294 3.51498 0.0120713 3.59234 2.30686 2.32899
536.8 -0.0795584 3.45985 -0.0325061 3.54202 2.30109 2.32797
536.9 -0.123323 3.39963 -0.0772007 3.48627 2.29095 2.32248
537 -0.166854 3.33456 -0.121844 3.42532 2.27644 2.31253
537.1 -0.209984 3.26487 -0.166264 3.35938 2.25759 2.29812
537.2 -0.252542 3.19083 -0.21029 3.28873 2.23446 2.27929
537.3 -0.29436 3.11273 -0.253748 3.21361 2.20711 2.25609
537.4 -0.335268 3.03086 -0.296465 3.13432 2.17562 2.22857
537.5 -0.3751 2.94554 -0.338269 3.05117 2.14009 2.19682
537.6 -0.413691 2.85711 -0.378991 2.96447 2.10064 2.16095
537.7 -0.450881 2.7659 -0.418462 2.87456 2.0574 2.12107
537.8 -0.486512 2.67227 -0.456517 2.78178 2.01052 2.07731
537.9 -0.520432 2.5766 -0.492997 2.68652 1.96016 2.02982
538 -0.552493 2.47926 -0.527745 2.58912 1.9065 1.97877
538.1 -0.582554 2.38063 -0.560611 2.49 1.84973 1.92434
538.2 -0.610481 2.28112 -0.591449 2.38953 1.79006 1.86672
538.3 -0.636147 2.18112 -0.620123 2.28812 1.72771 1.80612
538.4 -0.659431 2.08105 -0.646501 2.18618 1.66291 1.74277
538.5 -0.680222 1.9813 -0.670461 2.08412 1.59591 1.6769
538.6 -0.69842 1.88229 -0.691889 1.98236 1.52695 1.60876
538.7 -0.713931 1.78443 -0.710681 1.88132 1.45631 1.53861
538.8 -0.726672 1.68813 -0.72674 1.78141 1.38426 1.46672
538.9 -0.736571 1.5938 -0.739982 1.68306 1.31107 1.39336
539 -0.743567 1.50182 -0.750333 1.58667 1.23704 1.31882
539.1 -0.747609 1.4126 -0.757727 1.49266 1.16246 1.24339
539.2 -0.748658 1.32652 -0.762114 1.40142 1.08762 1.16737
539.3 -0.746687 1.24395 -0.763451 1.31334 1.01283 1.09107
539.4 -0.741681 1.16527 -0.761711 1.22882 0.938385 1.01479
539.5 -0.733635 1.09081 -0.756876 1.14823 0.864594 0.938831
539.6 -0.722559 1.02092 -0.748941 1.07191 0.791759 0.863514
539.7 -0.708512 0.954087 -0.737916 1.00022 0.720181 0.789145
539.8 -0.691706 0.886928 -0.723877 0.930736 0.650147 0.716031
539.9 -0.672491 0.818877 -0.707103 0.85938 0.581917 0.644459
540 -0.651212 0.750444 -0.687991 0.787045 0.515715 0.574685
540.1 -0.628195 0.681937 -0.666886 0.714056 0.45173 0.506924
540.2 -0.603749 0.61363 -0.644121 0.640695 0.390121 0.44136
540.3 -0.578169 0.545758 -0.620017 0.567202 0.331015 0.378142
540.4 -0.551733 0.47852 -0.594877 0.493777 0.274513 0.317389
540.5 -0.524708 0.412078 -0.568992 0.420579 0.220686 0.259189
540.6 -0.497341 0.346559 -0.542637 0.347728 0.169581 0.203604
540.7 -0.469867 0.282057 -0.516073 0.275303 0.121219 0.150666
540.8 -0.442504 0.218629 -0.489546 0.203343 0.0756018 0.100386
540.9 -0.415459 0.156299 -0.463289 0.131849 0.0327062 0.0527461
541 -0.388921 0.0950588 -0.437519 0.0607811 -0.00750851 0.00770982
541.1 -0.363068 0.0348673 -0.412444 -0.00993949 -0.0451022 -0.0347825
541.2 -0.338064 -0.0243495 -0.388255 -0.0804306 -0.0801517 -0.0748101
541.3 -0.314063 -0.0826969 -0.365137 -0.15085 -0.11275 -0.112471
541.4 -0.291204 -0.140312 -0.343259 -0.221395 -0.143004 -0.14788
541.5 -0.26962 -0.197365 -0.322785 -0.292305 -0.171034 -0.181171
541.6 -0.24943 -0.254054 -0.303866 -0.363857 -0.196975 -0.21249
541.7 -0.230747 -0.310614 -0.286648 -0.436374 -0.220971 -0.242002
541.8 -0.213676 -0.367309 -0.271271 -0.510221 -0.243179 -0.269882
541.9 -0.198314 -0.424436 -0.257868 -0.585807 -0.263764 -0.296323
542 -0.184755 -0.482327 -0.246569 -0.663589 -0.282903 -0.321527
542.1 -0.173085 -0.541349 -0.237501 -0.744071 -0.300779 -0.345712
542.2 -0.163391 -0.601903 -0.230792 -0.827809 -0.317586 -0.369107
542.3 -0.155755 -0.664432 -0.226567 -0.915415 -0.333526 -0.391954
542.4 -0.150258 -0.729414 -0.224948 -1.00726 -0.348809 -0.414508
542.5 -0.146985 -0.797372 -0.225967 -1.10002 -0.363653 -0.437032
542.6 -0.146019 -0.868873 -0.229405 -1.18878 -0.378284 -0.459781
542.7 -0.147448 -0.944532 -0.234902 -1.27474 -0.392937 -0.482979
542.8 -0.151346 -1.02402 -0.242173 -1.35833 -0.407856 -0.506818
542.9 -0.157672 -1.10409 -0.250942 -1.43993 -0.423287 -0.531461
543 -0.166192 -1.18174 -0.260955 -1.51983 -0.439462 -0.557046
543.1 -0.176592 -1.25788 -0.27197 -1.5983 -0.456585 -0.583683
543.2 -0.188609 -1.33285 -0.28376 -1.67553 -0.474832 -0.611463
543.3 -0.201991 -1.40694 -0.296112 -1.7517 -0.494351 -0.640452
543.4 -0.216499 -1.4804 -0.308825 -1.82691 -0.515266 -0.670696
543.5 -0.231907 -1.55341 -0.321711 -1.90125 -0.537679 -0.702222
543.6 -0.248001 -1.62614 -0.334591 -1.97476 -0.561668 -0.735037
543.7 -0.264575 -1.69868 -0.3473 -2.04748 -0.587293 -0.769133
543.8 -0.281438 -1.77111 -0.359681 -2.11937 -0.614591 -0.804485
543.9 -0.298405 -1.84346 -0.371588 -2.19042 -0.643583 -0.841052
544 -0.315303 -1.91574 -0.382884 -2.26057 -0.674269 -0.878781
544.1 -0.331966 -1.98794 -0.393443 -2.32973 -0.706634 -0.917603
544.2 -0.348239 -2.05999 -0.403146 -2.39782 -0.740648 -0.95744
544.3 -0.363974 -2.13183 -0.411886 -2.46472 -0.776263 -0.998199
544.4 -0.379032 -2.20336 -0.419563 -2.53032 -0.813419 -1.03978
544.5 -0.393283 -2.27447 -0.426087 -2.59448 -0.852041 -1.08207
544.6 -0.406605 -2.34505 -0.431376 -2.65707 -0.892043 -1.12496
544.7 -0.418885 -2.41493 -0.435357 -2.71792 -0.933326 -1.1683
544.8 -0.430017 -2.48397 -0.437966 -2.7769 -0.975781 -1.21198
544.9 -0.439905 -2.55201 -0.439148 -2.83383 -1.01929 -1.25585
545 -0.448459 -2.61886 -0.438855 -2.88857 -1.06372 -1.29976
545.1 -0.4556 -2.68435 -0.43705 -2.94094 -1.10893 -1.34357
545.2 -0.461256 -2.74829 -0.433701 -2.9908 -1.15479 -1.38712
545.3 -0.465364 -2.81049 -0.428789 -3.03798 -1.20113 -1.43026
545.4 -0.467869 -2.87076 -0.422299 -3.08232 -1.24781 -1.47282
545.5 -0.468725 -2.92889 -0.414226 -3.12368 -1.29465 -1.51466
545.6 -0.467894 -2.98471 -0.404575 -3.16191 -1.34149 -1.55562
545.7 -0.465347 -3.03802 -0.393355 -3.19688 -1.38817 -1.59553
545.8 -0.461063 -3.08863 -0.380586 -3.22846 -1.43451 -1.63424
545.9 -0.45503 -3.13636 -0.366295 -3.25653 -1.48032 -1.67159
546 -0.447244 -3.18104 -0.350515 -3.28097 -1.52545 -1.70745
546.1 -0.437711 -3.22249 -0.33329 -3.30168 -1.56972 -1.74165
546.2 -0.426442 -3.26055 -0.314666 -3.31859 -1.61294 -1.77406
546.3 -0.413459 -3.29507 -0.294701 -3.33161 -1.65495 -1.80454
546.4 -0.398792 -3.32592 -0.273456 -3.34068 -1.69557 -1.83296
546.5 -0.382478 -3.35295 -0.251 -3.34576 -1.73465 -1.85919
546.6 -0.36456 -3.37606 -0.227408 -3.34679 -1.77202 -1.88312
546.7 -0.345093 -3.39513 -0.202761 -3.34378 -1.80751 -1.90464
546.8 -0.324136 -3.41008 -0.177144 -3.3367 -1.84099 -1.92364
546.9 -0.301756 -3.42082 -0.150649 -3.32556 -1.87229 -1.94004
547 -0.278026 -3.42729 -0.123371 -3.3104 -1.90129 -1.95374
547.1 -0.253028 -3.42946 -0.095411 -3.29124 -1.92786 -1.96469
547.2 -0.226847 -3.42727 -0.0668722 -3.26815 -1.95186 -1.97281
547.3 -0.199575 -3.42073 -0.0378624 -3.24119 -1.97319 -1.97805
547.4 -0.171311 -3.40982 -0.0084922 -3.21045 -1.99174 -1.98037
547.5 -0.142158 -3.39458 0.0211253 -3.17603 -2.00742 -1.97974
547.6 -0.112224 -3.37502 0.0508747 -3.13804 -2.02015 -1.97614
547.7 -0.0816195 -3.35121 0.0806391 -3.09661 -2.02985 -1.96957
547.8 -0.0504614 -3.32321 0.1103 -3.0519 -2.03645 -1.96002
547.9 -0.0188686 -3.2911 0.13974 -3.00405 -2.03993 -1.94751
548 0.0130366 -3.255 0.168838 -2.95325 -2.04022 -1.93208
548.1 0.0451297 -3.21501 0.197476 -2.89966 -2.03731 -1.91376
548.2 0.0772844 -3.17127 0.225536 -2.8435 -2.03119 -1.89261
548.3 0.109373 -3.12393 0.252902 -2.78497 -2.02186 -1.86868
548.4 0.141266 -3.07315 0.279458 -2.72429 -2.00933 -1.84205
548.5 0.172835 -3.01913 0.305092 -2.6617 -1.99362 -1.81282
548.6 0.203951 -2.96204 0.329693 -2.59742 -1.97477 -1.78107
548.7 0.234485 -2.90211 0.353155 -2.5317 -1.95285 -1.74692
548.8 0.264311 -2.83954 0.375374 -2.46482 -1.9279 -1.71048
548.9 0.293303 -2.77458 0.396252 -2.39701 -1.90001 -1.67189
549 0.321338 -2.70747 0.415694 -2.32856 -1.86927 -1.63128
549.1 0.348297 -2.63846 0.433611 -2.25974 -1.83578 -1.5888
549.2 0.374062 -2.56782 0.449918 -2.19081 -1.79966 -1.54461
549.3 0.39852 -2.49582 0.464537 -2.12207 -1.76102 -1.49888
549.4 0.421562 -2.42275 0.477397 -2.05378 -1.72 -1.45177
549.5 0.443085 -2.34888 0.48843 -1.98623 -1.67676 -1.40346
549.6 0.46299 -2.27452 0.49758 -1.9197 -1.63144 -1.35414
549.7 0.481184 -2.19996 0.504793 -1.85447 -1.58421 -1.30401
549.8 0.49758 -2.1255 0.510025 -1.79081 -1.53526 -1.25325
549.9 0.512098 -2.05144 0.513239 -1.72898 -1.48476 -1.20207
550 0.524664 -1.97808 0.514408 -1.66927 -1.43291 -1.15067
550.1 0.535212 -1.90573 0.513508 -1.61191 -1.3799 -1.09926
550.2 0.543685 -1.83469 0.510529 -1.55717 -1.32594 -1.04804
550.3 0.55003 -1.76525 0.505464 -1.50528 -1.27123 -0.997222
550.4 0.554205 -1.69771 0.498319 -1.45649 -1.216 -0.947015
550.5 0.556177 -1.63235 0.489105 -1.411 -1.16046 -0.897627
550.6 0.55592 -1.56947 0.477842 -1.36903 -1.10484 -0.849263
550.7 0.553417 -1.50932 0.464561 -1.33079 -1.04936 -0.802126
550.8 0.548661 -1.45218 0.449298 -1.29644 -0.994233 -0.756416
550.9 0.541652 -1.3983 0.432099 -1.26617 -0.939698 -0.71233
551 0.5324 -1.34793 0.413018 -1.24013 -0.885977 -0.670059
551.1 0.520926 -1.3013 0.392118 -1.21846 -0.833292 -0.629787
551.2 0.507257 -1.25862 0.369467 -1.20127 -0.781865 -0.591693
551.3 0.491432 -1.2201 0.345143 -1.18868 -0.731912 -0.555948
551.4 0.473497 -1.18592 0.319231 -1.18078 -0.683648 -0.522716
551.5 0.453507 -1.15627 0.291823 -1.17763 -0.637281 -0.492151
551.6 0.431526 -1.1313 0.263017 -1.17928 -0.593013 -0.464398
551.7 0.407628 -1.11114 0.232918 -1.18577 -0.551039 -0.43959
551.8 0.381893 -1.09592 0.201638 -1.1971 -0.511548 -0.417852
551.9 0.35441 -1.08573 0.169293 -1.21328 -0.474718 -0.399297
552 0.325276 -1.08066 0.136005 -1.23428 -0.44072 -0.384024
552.1 0.294597 -1.08078 0.101901 -1.26004 -0.409713 -0.372122
552.2 0.262482 -1.08611 0.0671117 -1.29051 -0.381847 -0.363666
552.3 0.22905 -1.09669 0.0317721 -1.3256 -0.35726 -0.358717
552.4 0.194425 -1.11251 -0.0039795 -1.3652 -0.336076 -0.357324
552.5 0.158738 -1.13354 -0.0400023 -1.4092 -0.318409 -0.359521
552.6 0.122124 -1.15976 -0.0761531 -1.45744 -0.304358 -0.365327
552.7 0.084723 -1.19108 -0.112287 -1.50977 -0.294009 -0.37475
552.8 0.0466798 -1.22744 -0.148258 -1.56602 -0.287434 -0.387778
552.9 0.00814261 -1.26871 -0.18392 -1.62597 -0.284689 -0.40439
553 -0.0307369 -1.31478 -0.219127 -1.68944 -0.285816 -0.424546
553.1 -0.0698048 -1.3655 -0.253732 -1.75617 -0.290841 -0.448194
553.2 -0.108905 -1.42069 -0.287592 -1.82594 -0.299776 -0.475266
553.3 -0.14788 -1.48018 -0.320563 -1.89848 -0.312617 -0.505681
553.4 -0.186571 -1.54375 -0.352506 -1.97353 -0.329341 -0.539343
553.5 -0.22482 -1.61119 -0.383284 -2.0508 -0.349915 -0.576143
553.6 -0.262469 -1.68225 -0.412762 -2.13 -0.374284 -0.615956
553.7 -0.299362 -1.75668 -0.440812 -2.21082 -0.402382 -0.658646
553.8 -0.335344 -1.8342 -0.467309 -2.29295 -0.434125 -0.704065
553.9 -0.370262 -1.91452 -0.492133 -2.37607 -0.469414 -0.752051
554 -0.403966 -1.99735 -0.515172 -2.45986 -0.508135 -0.802432
554.1 -0.436311 -2.08236 -0.536317 -2.54398 -0.550161 -0.855022
554.2 -0.467156 -2.16924 -0.555469 -2.62809 -0.595347 -0.909628
554.3 -0.496364 -2.25764 -0.572533 -2.71185 -0.643536 -0.966045
554.4 -0.523805 -2.34723 -0.587425 -2.79493 -0.694559 -1.02406
554.5 -0.549352 -2.43765 -0.600066 -2.87698 -0.748233 -1.08345
554.6 -0.572888 -2.52854 -0.610388 -2.95767 -0.804362 -1.144
554.7 -0.594303 -2.61954 -0.618331 -3.03665 -0.862739 -1.20545
554.8 -0.613491 -2.71029 -0.623843 -3.1136 -0.923147 -1.26758
554.9 -0.630359 -2.80041 -0.626883 -3.18818 -0.985359 -1.33014
555 -0.64482 -2.88954 -0.627418 -3.26009 -1.04914 -1.39287
555.1 -0.656795 -2.97731 -0.625426 -3.329 -1.11424 -1.45554
555.2 -0.666216 -3.06336 -0.620895 -3.39461 -1.18041 -1.51787
555.3 -0.673026 -3.14732 -0.613823 -3.45664 -1.2474 -1.57963
555.4 -0.677175 -3.22883 -0.604218 -3.5148 -1.31493 -1.64055
555.5 -0.678626 -3.30756 -0.592098 -3.56884 -1.38274 -1.70039
555.6 -0.677351 -3.38316 -0.577493 -3.61849 -1.45056 -1.75889
555.7 -0.673333 -3.45529 -0.56044 -3.66352 -1.51812 -1.81581
555.8 -0.666566 -3.52365 -0.54099 -3.70371 -1.58514 -1.8709
555.9 -0.657056 -3.58793 -0.519201 -3.73887 -1.65134 -1.92393
556 -0.644819 -3.64782 -0.495142 -3.76881 -1.71646 -1.97467
556.1 -0.629882 -3.70306 -0.468893 -3.79336 -1.78021 -2.02289
556.2 -0.612284 -3.75339 -0.440541 -3.81239 -1.84234 -2.06837
556.3 -0.592075 -3.79856 -0.410184 -3.82578 -1.90258 -2.11093
556.4 -0.569315 -3.83835 -0.377929 -3.83342 -1.96068 -2.15035
556.5 -0.544076 -3.87256 -0.343891 -3.83524 -2.01637 -2.18645
556.6 -0.516439 -3.901 -0.308191 -3.83118 -2.06941 -2.21907
556.7 -0.486497 -3.92351 -0.270962 -3.82121 -2.11958 -2.24804
556.8 -0.454351 -3.93996 -0.232341 -3.80533 -2.16664 -2.27322
556.9 -0.420115 -3.95023 -0.192472 -3.78355 -2.21038 -2.29447
557 -0.383909 -3.95422 -0.151507 -3.75592 -2.2506 -2.31168
557.1 -0.345863 -3.95187 -0.109601 -3.72249 -2.2871 -2.32474
557.2 -0.306117 -3.94315 -0.0669173 -3.68336 -2.31971 -2.33357
557.3 -0.264817 -3.92802 -0.0236206 -3.63863 -2.34827 -2.33811
557.4 -0.222116 -3.90651 0.0201191 -3.58845 -2.37263 -2.33829
557.5 -0.178177 -3.87865 0.0641289 -3.53297 -2.39266 -2.33408
557.6 -0.133166 -3.8445 0.108233 -3.47237 -2.40823 -2.32546
557.7 -0.0872566 -3.80415 0.152255 -3.40686 -2.41926 -2.31243
557.8 -0.0406265 -3.75771 0.196016 -3.33666 -2.42566 -2.29502
557.9 0.00654201 -3.70532 0.239338 -3.26202 -2.42737 -2.27325
558 0.0540628 -3.64714 0.282042 -3.1832 -2.42434 -2.24717
558.1 0.101747 -3.58336 0.323952 -3.10049 -2.41655 -2.21687
558.2 0.149404 -3.51419 0.36489 -3.01418 -2.404 -2.18242
558.3 0.19684 -3.43987 0.404686 -2.9246 -2.38668 -2.14393
558.4 0.243864 -3.36066 0.443168 -2.83209 -2.36464 -2.10152
558.5 0.290281 -3.27684 0.480172 -2.73699 -2.33793 -2.05534
558.6 0.3359 -3.18871 0.515536 -2.63967 -2.30662 -2.00554
558.7 0.38053 -3.09658 0.549104 -2.5405 -2.27079 -1.9523
558.8 0.423983 -3.00081 0.580726 -2.43986 -2.23055 -1.89579
558.9 0.466075 -2.90174 0.610259 -2.33815 -2.18604 -1.83622
559 0.506625 -2.79975 0.637568 -2.23578 -2.13739 -1.77381
559.1 0.545456 -2.69523 0.662524 -2.13315 -2.08477 -1.70879
559.2 0.582399 -2.58857 0.685007 -2.03066 -2.02836 -1.64139
559.3 0.617289 -2.4802 0.704908 -1.92875 -1.96836 -1.57187
559.4 0.649968 -2.37054 0.722124 -1.82781 -1.90498 -1.5005
559.5 0.680288 -2.26001 0.736566 -1.72827 -1.83845 -1.42754
559.6 0.708107 -2.14906 0.748152 -1.63054 -1.769 -1.35328
559.7 0.733293 -2.03813 0.756813 -1.53504 -1.69691 -1.27801
559.8 0.755723 -1.92767 0.76249 -1.44215 -1.62244 -1.20202
559.9 0.775284 -1.81812 0.765137 -1.35228 -1.54587 -1.12561
560 0.791875 -1.70994 0.764719 -1.26581 -1.46748 -1.0491
560.1 0.805404 -1.60358 0.761212 -1.18312 -1.38759 -0.972774
560.2 0.815792 -1.49948 0.754606 -1.10458 -1.30651 -0.896957
560.3 0.822973 -1.39807 0.744903 -1.03054 -1.22454 -0.821956
560.4 0.826892 -1.29978 0.732151 -0.959719 -1.14202 -0.748078
560.5 0.827506 -1.20505 0.716544 -0.888728 -1.05927 -0.675619
560.6 0.824787 -1.11427 0.69843 -0.816348 -0.976632 -0.604849
560.7 0.818719 -1.02786 0.678177 -0.743149 -0.894428 -0.536001
560.8 0.809347 -0.943954 0.656127 -0.669428 -0.812997 -0.469271
560.9 0.796903 -0.858276 0.632605 -0.595442 -0.732659 -0.404822
561 0.781795 -0.769846 0.607924 -0.521405 -0.653702 -0.342786
561.1 0.764444 -0.679157 0.582381 -0.44749 -0.576372 -0.283264
561.2 0.74524 -0.586437 0.55626 -0.37383 -0.500872 -0.226327
561.3 0.724565 -0.491861 0.529828 -0.300517 -0.42737 -0.17202
561.4 0.702789 -0.395545 0.50334 -0.227604 -0.355993 -0.120361
561.5 0.680265 -0.297552 0.477035 -0.155102 -0.286834 -0.0713439
561.6 0.657338 -0.197884 0.45114 -0.0829829 -0.21995 -0.0249385
561.7 0.634339 -0.0964876 0.425867 -0.0111792 -0.155366 0.0189066
561.8 0.611586 0.00675264 0.401418 0.0604174 -0.0930715 0.060264
561.9 0.589386 0.112013 0.37798 0.131955 -0.0330275 0.0992254
562 0.568038 0.219531 0.355732 0.203623 0.0248366 0.135901
562.1 0.547828 0.329612 0.334842 0.275651 0.0806204 0.170418
562.2 0.529035 0.442626 0.315468 0.34831 0.134452 0.202921
562.3 0.511931 0.559013 0.297763 0.421916 0.186486 0.233569
562.4 0.496781 0.679285 0.28187 0.496827 0.236905 0.262536
562.5 0.483847 0.804031 0.267928 0.573445 0.285918 0.290009
562.6 0.473387 0.933918 0.256072 0.652223 0.333759 0.316192
562.7 0.465598 1.06693 0.246433 0.73366 0.380686 0.341299
562.8 0.460436 1.19668 0.239143 0.818309 0.426966 0.365558
562.9 0.457552 1.32005 0.23433 0.906775 0.472846 0.389211
563 0.456542 1.43818 0.232129 0.999722 0.518535 0.412512
563.1 0.457068 1.55157 0.23259 1.09399 0.564203 0.435726
563.2 0.458813 1.66061 0.235509 1.18404 0.609987 0.45911
563.3 0.461484 1.76568 0.240518 1.27117 0.655994 0.482894
563.4 0.464813 1.86705 0.247326 1.3558 0.702304 0.507271
563.5 0.46855 1.96497 0.255657 1.43832 0.748968 0.532408
563.6 0.472466 2.05962 0.265253 1.51904 0.796018 0.558443
563.7 0.476349 2.15114 0.275868 1.59822 0.843459 0.58549
563.8 0.480007 2.23964 0.287276 1.67607 0.891278 0.613641
563.9 0.483262 2.32518 0.299261 1.75277 0.939445 0.642963
564 0.485954 2.4078 0.31162 1.82843 0.987911 0.673504
564.1 0.487934 2.48751 0.324164 1.90314 1.03661 0.705292
564.2 0.489073 2.5643 0.336713 1.97696 1.08547 0.738335
564.3 0.48925 2.63814 0.349101 2.04991 1.13439 0.772628
564.4 0.488361 2.70896 0.361171 2.12199 1.18328 0.808144
564.5 0.486313 2.77672 0.372775 2.19316 1.23203 0.844845
564.6 0.483028 2.84133 0.383778 2.26336 1.2805 0.882678
564.7 0.478436 2.9027 0.394051 2.33254 1.32859 0.921575
564.8 0.472481 2.96075 0.403477 2.40059 1.37614 0.961459
564.9 0.465118 3.01537 0.411948 2.46742 1.42304 1.00224
565 0.456312 3.06646 0.419364 2.5329 1.46912 1.04381
565.1 0.446041 3.11393 0.425635 2.5969 1.51425 1.08607
565.2 0.434291 3.15767 0.43068 2.6593 1.55828 1.1289
565.3 0.421059 3.19758 0.434425 2.71993 1.60106 1.17216
565.4 0.40635 3.23358 0.436807 2.77865 1.64244 1.21574
565.5 0.390181 3.26557 0.437771 2.8353 1.68228 1.25948
565.6 0.372577 3.29347 0.43727 2.88973 1.72043 1.30324
565.7 0.353571 3.31721 0.435266 2.94178 1.75675 1.34688
565.8 0.333205 3.33672 0.431729 2.99129 1.7911 1.39024
565.9 0.31153 3.35196 0.426639 3.0381 1.82335 1.43317
566 0.288602 3.36288 0.419983 3.08207 1.85336 1.47552
566.1 0.264488 3.36944 0.411756 3.12304 1.88103 1.51712
566.2 0.23926 3.37164 0.401961 3.16088 1.90622 1.55782
566.3 0.212996 3.36947 0.39061 3.19544 1.92885 1.59746
566.4 0.185781 3.36293 0.377723 3.22661 1.94879 1.63589
566.5 0.157706 3.35205 0.363326 3.25426 1.96597 1.67295
566.6 0.128866 3.33687 0.347455 3.27829 1.98031 1.70851
566.7 0.0993637 3.31744 0.33015 3.2986 1.99173 1.7424
566.8 0.0693028 3.29384 0.311462 3.31511 2.00016 1.77449
566.9 0.0387928 3.26613 0.291446 3.32773 2.00557 1.80465
567 0.00794623 3.23442 0.270164 3.33641 2.00791 1.83274
567.1 -0.0231214 3.19883 0.247685 3.3411 2.00716 1.85864
567.2 -0.0542921 3.15948 0.224085 3.34177 2.00329 1.88224
567.3 -0.0854462 3.11652 0.199444 3.3384 1.9963 1.90342
567.4 -0.116462 3.07009 0.173848 3.33099 1.9862 1.92209
567.5 -0.147219 3.02038 0.147387 3.31953 1.97302 1.93816
567.6 -0.177593 2.96757 0.120158 3.30407 1.95677 1.95155
567.7 -0.207462 2.91186 0.0922607 3.28464 1.93751 1.96217
567.8 -0.236706 2.85345 0.0637986 3.26129 1.9153 1.96998
567.9 -0.265203 2.79257 0.0348792 3.2341 1.8902 1.97492
568 -0.292836 2.72945 0.00561252 3.20316 1.86229 1.97695
568.1 -0.319488 2.66433 -0.0238885 3.16856 1.83167 1.97604
568.2 -0.345046 2.59747 -0.0535089 3.13042 1.79843 1.97217
568.3 -0.369399 2.52913 -0.0831324 3.08887 1.7627 1.96533
568.4 -0.392443 2.45957 -0.112641 3.04406 1.72459 1.95554
568.5 -0.414074 2.38907 -0.141917 2.99616 1.68426 1.94281
568.6 -0.434195 2.31792 -0.170841 2.94532 1.64183 1.92717
568.7 -0.452715 2.24639 -0.199296 2.89173 1.59747 1.90866
568.8 -0.469546 2.17477 -0.227164 2.8356 1.55135 1.88734
568.9 -0.484609 2.10336 -0.254328 2.77713 1.50362 1.86325
569 -0.49783 2.03245 -0.280676 2.71655 1.45449 1.8365
569.1 -0.50914 1.96233 -0.306094 2.65407 1.40412 1.80715
569.2 -0.518481 1.8933 -0.330474 2.58995 1.35272 1.77531
569.3 -0.525798 1.82563 -0.35371 2.52442 1.30049 1.7411
569.4 -0.531047 1.75962 -0.375699 2.45775 1.24763 1.70461
569.5 -0.534191 1.69555 -0.396343 2.3902 1.19435 1.666
569.6 -0.535201 1.63369 -0.415549 2.32202 1.14087 1.6254
569.7 -0.534055 1.57432 -0.433228 2.2535 1.08739 1.58294
569.8 -0.530742 1.51769 -0.449298 2.18491 1.03413 1.5388
569.9 -0.525258 1.46405 -0.46368 2.11652 0.98131 1.49314
