t 1 2 3 4 5 6 7 8 jL0100 jV0400 jV0600 jV0700 jV0800 
9.67e-06 -0.58181 3.0417 0.964826 1.5 3.69314 2.41237 2.5 5 3.21398e-05 1.87461e-09 -1.89596e-09 -1.49029e-09 -1.91354e-05
9.68e-06 -0.601017 3.02243 0.963698 1.5 3.69474 2.40952 2.5 5 2.84239e-05 -1.9649e-09 3.42414e-09 -8.18803e-10 -1.89411e-05
9.69e-06 -0.617858 3.00552 0.962714 1.5 3.69615 2.40702 2.5 5 2.45947e-05 1.88624e-09 -2.08399e-09 -1.20213e-09 -1.87655e-05
9.7e-06 -0.632263 2.99105 0.961879 1.5 3.69736 2.40489 2.5 5 2.06673e-05 -1.95309e-09 3.22953e-09 -5.23758e-10 -1.86215e-05
9.71e-06 -0.644177 2.97907 0.961193 1.5 3.69836 2.40314 2.5 5 1.66572e-05 1.8982e-09 -2.28425e-09 -9.01227e-10 -1.84972e-05
9.72e-06 -0.65355 2.96963 0.960658 1.5 3.69914 2.40177 2.5 5 1.25803e-05 -1.94102e-09 3.02457e-09 -2.18033e-10 -1.84053e-05
9.73e-06 -0.660347 2.96277 0.960274 1.5 3.69971 2.40079 2.5 5 8.45259e-06 1.91037e-09 -2.49289e-09 -5.91716e-10 -1.8334e-05
9.74e-06 -0.664539 2.9585 0.960044 1.5 3.70005 2.4002 2.5 5 4.29034e-06 -1.92879e-09 2.81328e-09 9.42242e-11 -1.82956e-05
9.75e-06 -0.66611 2.95686 0.959967 1.5 3.70017 2.4 2.5 5 1.09988e-07 1.92263e-09 -2.70579e-09 -2.77755e-10 -1.82781e-05
9.76e-06 -0.665053 2.95785 0.960044 1.5 3.70007 2.4002 2.5 5 -4.07198e-06 -1.91651e-09 2.59985e-09 4.08846e-10 -1.82937e-05
9.77e-06 -0.661371 2.96146 0.960274 1.5 3.69975 2.40079 2.5 5 -8.23906e-06 1.9349e-09 -2.9187e-09 3.64836e-11 -1.83302e-05
9.78e-06 -0.655079 2.96769 0.960657 1.5 3.69921 2.40177 2.5 5 -1.23748e-05 -1.90428e-09 2.38853e-09 7.21659e-10 -1.83997e-05
9.79e-06 -0.646202 2.9765 0.961191 1.5 3.69844 2.40314 2.5 5 -1.64629e-05 1.94707e-09 -3.12737e-09 3.46831e-10 -1.84897e-05
9.8e-06 -0.634772 2.98786 0.961877 1.5 3.69747 2.40489 2.5 5 -2.04872e-05 -1.8922e-09 2.18353e-09 1.0285e-09 -1.86121e-05
9.81e-06 -0.620836 3.00173 0.962712 1.5 3.69628 2.40702 2.5 5 -2.44318e-05 1.95903e-09 -3.32769e-09 6.49131e-10 -1.87545e-05
9.82e-06 -0.604448 3.01805 0.963695 1.5 3.69489 2.40952 2.5 5 -2.82811e-05 -1.88039e-09 1.98886e-09 1.32523e-09 -1.89283e-05
9.83e-06 -0.585671 3.03677 0.964824 1.5 3.69331 2.41237 2.5 5 -3.202e-05 1.97066e-09 -3.51579e-09 9.39259e-10 -1.91209e-05
9.84e-06 -0.564579 3.0578 0.966095 1.5 3.69154 2.41557 2.5 5 -3.56336e-05 -1.86896e-09 1.80822e-09 1.60774e-09 -1.93439e-05
9.85e-06 -0.541255 3.08107 0.967506 1.5 3.68959 2.4191 2.5 5 -3.91077e-05 1.98185e-09 -3.68814e-09 1.21314e-09 -1.95841e-05
9.86e-06 -0.51579 3.10648 0.969054 1.5 3.68747 2.42295 2.5 5 -4.24285e-05 -1.85805e-09 1.64493e-09 1.872e-09 -1.9853e-05
9.87e-06 -0.488283 3.13393 0.970734 1.5 3.6852 2.4271 2.5 5 -4.55829e-05 1.99245e-09 -3.84166e-09 1.46679e-09 -2.01374e-05
9.88e-06 -0.458843 3.16332 0.972542 1.5 3.68278 2.43155 2.5 5 -4.85584e-05 -1.84779e-09 1.50182e-09 2.11407e-09 -2.04485e-05
9.89e-06 -0.427584 3.19453 0.974474 1.5 3.68023 2.43626 2.5 5 -5.13432e-05 2.00232e-09 -3.97379e-09 1.69635e-09 -2.07728e-05
9.9e-06 -0.39463 3.22745 0.976523 1.5 3.67756 2.44122 2.5 5 -5.39262e-05 -1.83836e-09 1.38118e-09 2.33018e-09 -2.11213e-05
9.91e-06 -0.36011 3.26193 0.978685 1.5 3.67478 2.44642 2.5 5 -5.62973e-05 2.01128e-09 -4.0825e-09 1.89812e-09 -2.14806e-05
9.92e-06 -0.324158 3.29784 0.980952 1.5 3.67191 2.45182 2.5 5 -5.8447e-05 -1.82991e-09 1.28474e-09 2.51676e-09 -2.18613e-05
9.93e-06 -0.286917 3.33505 0.983317 1.5 3.66896 2.45742 2.5 5 -6.03667e-05 2.01917e-09 -4.16638e-09 2.06867e-09 -2.22499e-05
9.94e-06 -0.248532 3.37341 0.985774 1.5 3.66594 2.46319 2.5 5 -6.20489e-05 -1.82262e-09 1.21364e-09 2.6705e-09 -2.26569e-05
9.95e-06 -0.209155 3.41276 0.988314 1.5 3.66286 2.4691 2.5 5 -6.34868e-05 2.02581e-09 -4.22457e-09 2.20487e-09 -2.30684e-05
9.96e-06 -0.16894 3.45296 0.990928 1.5 3.65975 2.47513 2.5 5 -6.46746e-05 -1.81667e-09 1.16844e-09 2.78848e-09 -2.3495e-05
9.97e-06 -0.128045 3.49384 0.993608 1.5 3.65661 2.48126 2.5 5 -6.56076e-05 2.03104e-09 -4.25678e-09 2.304e-09 -2.39228e-05
9.98e-06 -0.0866323 3.53524 0.996343 1.5 3.65346 2.48747 2.5 5 -6.6282e-05 -1.81221e-09 1.14915e-09 2.86819e-09 -2.43622e-05
9.99e-06 -0.0448642 3.577 0.999124 1.5 3.65031 2.49372 2.5 5 -6.66951e-05 2.03469e-09 -4.26326e-09 2.36379e-09 -2.4799e-05
1e-05 -0.00290565 3.61896 1.00194 1.5 3.64718 2.5 2.5 5 -6.68452e-05 -1.8094e-09 1.15529e-09 2.90763e-09 -2.52438e-05
1.001e-05 0.0390777 3.66094 1.00478 1.5 3.64407 2.50628 2.5 5 -6.67316e-05 2.03662e-09 -4.24474e-09 2.38253e-09 -2.56824e-05
1.002e-05 0.08092 3.70279 1.00763 1.5 3.641 2.51253 2.5 5 -6.63546e-05 -1.80838e-09 1.18591e-09 2.90539e-09 -2.61253e-05
1.003e-05 0.122456 3.74434 1.01049 1.5 3.63798 2.51874 2.5 5 -6.57157e-05 2.03671e-09 -4.20235e-09 2.35912e-09 -2.65583e-05
1.004e-05 0.163521 3.78542 1.01333 1.5 3.63502 2.52487 2.5 5 -6.48172e-05 -1.80925e-09 1.23968e-09 2.86072e-09 -2.69918e-05
1.005e-05 0.203953 3.82587 1.01615 1.5 3.63214 2.5309 2.5 5 -6.36628e-05 2.03487e-09 -4.13762e-09 2.29318e-09 -2.7412e-05
1.006e-05 0.243592 3.86553 1.01894 1.5 3.62933 2.53681 2.5 5 -6.22568e-05 -1.81207e-09 1.31494e-09 2.77359e-09 -2.78292e-05
1.007e-05 0.28228 3.90425 1.02167 1.5 3.62662 2.54258 2.5 5 -6.06047e-05 2.03105e-09 -4.05231e-09 2.18504e-09 -2.82296e-05
1.008e-05 0.319865 3.94186 1.02435 1.5 3.62401 2.54818 2.5 5 -5.8713e-05 -1.81688e-09 1.4098e-09 2.64471e-09 -2.86237e-05
1.009e-05 0.356197 3.97823 1.02696 1.5 3.62151 2.55358 2.5 5 -5.65891e-05 2.02525e-09 -3.94842e-09 2.03581e-09 -2.89978e-05
1.01e-05 0.391132 4.01321 1.02947 1.5 3.61912 2.55878 2.5 5 -5.42413e-05 -1.82366e-09 1.52219e-09 2.47561e-09 -2.93627e-05
1.011e-05 0.424531 4.04665 1.0319 1.5 3.61686 2.56374 2.5 5 -5.16788e-05 2.01751e-09 -3.82807e-09 1.8474e-09 -2.97046e-05
1.012e-05 0.456262 4.07842 1.03421 1.5 3.61473 2.56845 2.5 5 -4.89117e-05 -1.83235e-09 1.64994e-09 2.26858e-09 -3.00346e-05
1.013e-05 0.486199 4.10841 1.03641 1.5 3.61273 2.5729 2.5 5 -4.59509e-05 2.00791e-09 -3.69347e-09 1.62254e-09 -3.03391e-05
1.014e-05 0.514223 4.13649 1.03847 1.5 3.61087 2.57705 2.5 5 -4.2808e-05 -1.84283e-09 1.79085e-09 2.02674e-09 -3.06293e-05
1.015e-05 0.540222 4.16254 1.04039 1.5 3.60917 2.5809 2.5 5 -3.94954e-05 1.9966e-09 -3.5468e-09 1.36469e-09 -3.0892e-05
1.016e-05 0.564094 4.18647 1.04216 1.5 3.60761 2.58443 2.5 5 -3.60261e-05 -1.85492e-09 1.94272e-09 1.75393e-09 -3.11382e-05
1.017e-05 0.585743 4.20818 1.04377 1.5 3.6062 2.58763 2.5 5 -3.24137e-05 1.98377e-09 -3.39026e-09 1.07806e-09 -3.13552e-05
1.018e-05 0.605084 4.22758 1.04522 1.5 3.60495 2.59048 2.5 5 -2.86727e-05 -1.86842e-09 2.10341e-09 1.4547e-09 -3.15541e-05
1.019e-05 0.622039 4.2446 1.04648 1.5 3.60387 2.59298 2.5 5 -2.48175e-05 1.96967e-09 -3.22594e-09 7.67503e-10 -3.17223e-05
1.02e-05 0.636542 4.25917 1.04756 1.5 3.60294 2.59511 2.5 5 -2.08636e-05 -1.88306e-09 2.27085e-09 1.13418e-09 -3.18713e-05
1.021e-05 0.648535 4.27123 1.04846 1.5 3.60218 2.59686 2.5 5 -1.68264e-05 1.95457e-09 -3.05589e-09 4.38436e-10 -3.19885e-05
1.022e-05 0.65797 4.28073 1.04916 1.5 3.60158 2.59823 2.5 5 -1.27219e-05 -1.89854e-09 2.44302e-09 7.98027e-10 -3.20856e-05
1.023e-05 0.664809 4.28764 1.04966 1.5 3.60116 2.59921 2.5 5 -8.56627e-06 1.93878e-09 -2.88207e-09 9.6697e-11 -3.21502e-05
1.024e-05 0.669026 4.29193 1.04996 1.5 3.6009 2.5998 2.5 5 -4.37591e-06 -1.91454e-09 2.61802e-09 4.52243e-10 -3.21942e-05
1.025e-05 0.670604 4.29357 1.05007 1.5 3.6008 2.6 2.5 5 -1.67337e-07 1.92265e-09 -2.70637e-09 -2.51571e-10 -3.22054e-05
1.026e-05 0.669536 4.29257 1.04997 1.5 3.60088 2.5998 2.5 5 4.04283e-06 -1.93072e-09 2.79394e-09 1.03066e-10 -3.21958e-05
1.027e-05 0.665825 4.28893 1.04966 1.5 3.60113 2.59921 2.5 5 8.23799e-06 1.90652e-09 -2.53068e-09 -6.00078e-10 -3.21534e-05
1.028e-05 0.659488 4.28266 1.04916 1.5 3.60154 2.59823 2.5 5 1.24016e-05 -1.94672e-09 2.96894e-09 -2.43196e-10 -3.20903e-05
1.029e-05 0.650548 4.27379 1.04846 1.5 3.60212 2.59686 2.5 5 1.65172e-05 1.89073e-09 -2.35686e-09 -9.42535e-10 -3.19948e-05
1.03e-05 0.63904 4.26235 1.04757 1.5 3.60287 2.59511 2.5 5 2.05685e-05 -1.96221e-09 3.14111e-09 -5.80314e-10 -3.18791e-05
1.031e-05 0.625009 4.24839 1.04648 1.5 3.60378 2.59298 2.5 5 2.45397e-05 1.87563e-09 -2.18681e-09 -1.27281e-09 -3.17317e-05
1.032e-05 0.608511 4.23195 1.04522 1.5 3.60486 2.59048 2.5 5 2.84149e-05 -1.97685e-09 3.30854e-09 -9.02291e-10 -3.1565e-05
1.033e-05 0.58961 4.21311 1.04378 1.5 3.60609 2.58763 2.5 5 3.21789e-05 1.86152e-09 -2.0225e-09 -1.58508e-09 -3.13675e-05
1.034e-05 0.568381 4.19194 1.04217 1.5 3.60748 2.58443 2.5 5 3.58168e-05 -1.99035e-09 3.46923e-09 -1.2035e-09 -3.1152e-05
1.035e-05 0.544905 4.16853 1.0404 1.5 3.60903 2.5809 2.5 5 3.93143e-05 1.8487e-09 -1.86596e-09 -1.87394e-09 -3.09071e-05
1.036e-05 0.519277 4.14295 1.03847 1.5 3.61073 2.57705 2.5 5 4.26575e-05 -2.00244e-09 3.6211e-09 -1.4788e-09 -3.06458e-05
1.037e-05 0.491595 4.11532 1.03641 1.5 3.61257 2.5729 2.5 5 4.58333e-05 1.83738e-09 -1.71929e-09 -2.13454e-09 -3.03569e-05
1.038e-05 0.461969 4.08575 1.03422 1.5 3.61455 2.56845 2.5 5 4.8829e-05 -2.01292e-09 3.76201e-09 -1.72365e-09 -3.00536e-05
1.039e-05 0.430515 4.05434 1.0319 1.5 3.61667 2.56374 2.5 5 5.16328e-05 1.82778e-09 -1.58468e-09 -2.36267e-09 -2.97249e-05
1.04e-05 0.397355 4.02122 1.02948 1.5 3.61892 2.55878 2.5 5 5.42336e-05 -2.02161e-09 3.88977e-09 -1.93417e-09 -2.9384e-05
1.041e-05 0.362621 3.98653 1.02696 1.5 3.6213 2.55358 2.5 5 5.66211e-05 1.82003e-09 -1.46432e-09 -2.5548e-09 -2.90203e-05
1.042e-05 0.326449 3.95039 1.02436 1.5 3.62379 2.54818 2.5 5 5.87859e-05 -2.0284e-09 4.00217e-09 -2.10721e-09 -2.86471e-05
1.043e-05 0.28898 3.91295 1.02168 1.5 3.62639 2.54258 2.5 5 6.07193e-05 1.81423e-09 -1.36042e-09 -2.70816e-09 -2.82539e-05
1.044e-05 0.250361 3.87436 1.01894 1.5 3.6291 2.53681 2.5 5 6.24137e-05 -2.03321e-09 4.09705e-09 -2.2404e-09 -2.78544e-05
1.045e-05 0.210746 3.83477 1.01616 1.5 3.63189 2.5309 2.5 5 6.38623e-05 1.81041e-09 -1.27509e-09 -2.82076e-09 -2.74379e-05
1.046e-05 0.170288 3.79433 1.01334 1.5 3.63477 2.52487 2.5 5 6.50594e-05 -2.03604e-09 4.17233e-09 -2.33211e-09 -2.70184e-05
1.047e-05 0.129148 3.75321 1.01049 1.5 3.63772 2.51874 2.5 5 6.60001e-05 1.80857e-09 -1.21033e-09 -2.89137e-09 -2.65854e-05
1.048e-05 0.0874869 3.71156 1.00764 1.5 3.64073 2.51253 2.5 5 6.66807e-05 -2.03691e-09 4.22613e-09 -2.3815e-09 -2.61529e-05
1.049e-05 0.0454694 3.66955 1.00479 1.5 3.6438 2.50628 2.5 5 6.70984e-05 1.80865e-09 -1.16791e-09 -2.91952e-09 -2.57104e-05
1.05e-05 0.00326093 3.62734 1.00195 1.5 3.6469 2.5 2.5 5 6.72515e-05 -2.03589e-09 4.25679e-09 -2.38847e-09 -2.52721e-05
1.051e-05 -0.0389721 3.58511 0.999129 1.5 3.65003 2.49372 2.5 5 6.71393e-05 1.81058e-09 -1.14934e-09 -2.90546e-09 -2.48275e-05
1.052e-05 -0.0810629 3.54301 0.996348 1.5 3.65318 2.48747 2.5 5 6.67622e-05 -2.03309e-09 4.26299e-09 -2.35362e-09 -2.43907e-05
1.053e-05 -0.122845 3.50122 0.993612 1.5 3.65633 2.48126 2.5 5 6.61216e-05 1.81423e-09 -1.15576e-09 -2.85015e-09 -2.39513e-05
1.054e-05 -0.164154 3.45989 0.990932 1.5 3.65946 2.47513 2.5 5 6.52199e-05 -2.02863e-09 4.24377e-09 -2.27823e-09 -2.35233e-05
1.055e-05 -0.204827 3.4192 0.988317 1.5 3.66258 2.4691 2.5 5 6.40608e-05 1.81945e-09 -1.1879e-09 -2.75514e-09 -2.30964e-05
1.056e-05 -0.244701 3.3793 0.985777 1.5 3.66565 2.46319 2.5 5 6.26485e-05 -2.02268e-09 4.19864e-09 -2.16414e-09 -2.26845e-05
1.057e-05 -0.28362 3.34036 0.983319 1.5 3.66867 2.45742 2.5 5 6.09888e-05 1.82609e-09 -1.246e-09 -2.62257e-09 -2.2277e-05
1.058e-05 -0.321429 3.30252 0.980953 1.5 3.67163 2.45182 2.5 5 5.90879e-05 -2.01539e-09 4.12763e-09 -2.01375e-09 -2.18878e-05
1.059e-05 -0.357979 3.26593 0.978685 1.5 3.67451 2.44642 2.5 5 5.69535e-05 1.83398e-09 -1.32979e-09 -2.45507e-09 -2.15063e-05
1.06e-05 -0.393124 3.23075 0.976523 1.5 3.6773 2.44122 2.5 5 5.45939e-05 -2.00695e-09 4.03129e-09 -1.82991e-09 -2.11462e-05
1.061e-05 -0.426725 3.1971 0.974473 1.5 3.67998 2.43626 2.5 5 5.20182e-05 1.84294e-09 -1.4384e-09 -2.25569e-09 -2.07967e-05
1.062e-05 -0.45865 3.16513 0.972541 1.5 3.68254 2.43155 2.5 5 4.92367e-05 -1.99751e-09 3.91075e-09 -1.61583e-09 -2.04713e-05
1.063e-05 -0.48877 3.13496 0.970732 1.5 3.68497 2.4271 2.5 5 4.62603e-05 1.8528e-09 -1.57042e-09 -2.0278e-09 -2.01591e-05
1.064e-05 -0.516968 3.10671 0.969051 1.5 3.68725 2.42295 2.5 5 4.31007e-05 -1.98726e-09 3.76775e-09 -1.37505e-09 -1.98735e-05
1.065e-05 -0.54313 3.08049 0.967503 1.5 3.68938 2.4191 2.5 5 3.97703e-05 1.86341e-09 -1.72384e-09 -1.77508e-09 -1.96032e-05
1.066e-05 -0.567152 3.05641 0.966091 1.5 3.69135 2.41557 2.5 5 3.62823e-05 -1.97635e-09 3.60457e-09 -1.11135e-09 -1.93615e-05
1.067e-05 -0.588941 3.03457 0.96482 1.5 3.69313 2.41237 2.5 5 3.26503e-05 1.8746e-09 -1.89608e-09 -1.50139e-09 -1.91371e-05
1.068e-05 -0.608408 3.01504 0.963691 1.5 3.69474 2.40952 2.5 5 2.88887e-05 -1.96491e-09 3.42403e-09 -8.2868e-10 -1.89428e-05
1.069e-05 -0.625478 2.9979 0.962707 1.5 3.69614 2.40702 2.5 5 2.50124e-05 1.88623e-09 -2.08408e-09 -1.21075e-09 -1.87673e-05
1.07e-05 -0.640081 2.98324 0.961871 1.5 3.69735 2.40489 2.5 5 2.10365e-05 -1.9531e-09 3.22945e-09 -5.31098e-10 -1.86233e-05
1.071e-05 -0.65216 2.97109 0.961185 1.5 3.69835 2.40314 2.5 5 1.69768e-05 1.89819e-09 -2.28432e-09 -9.07265e-10 -1.8499e-05
1.072e-05 -0.661667 2.96151 0.96065 1.5 3.69913 2.40177 2.5 5 1.28493e-05 -1.94102e-09 3.02452e-09 -2.22752e-10 -1.84072e-05
1.073e-05 -0.668564 2.95455 0.960266 1.5 3.6997 2.40079 2.5 5 8.67026e-06 1.91036e-09 -2.49293e-09 -5.95107e-10 -1.83359e-05
1.074e-05 -0.672823 2.95022 0.960036 1.5 3.70004 2.4002 2.5 5 4.45617e-06 -1.92879e-09 2.81326e-09 9.21668e-11 -1.82975e-05
1.075e-05 -0.674429 2.94854 0.959959 1.5 3.70016 2.4 2.5 5 2.23659e-07 1.92263e-09 -2.70579e-09 -2.78479e-10 -1.828e-05
1.076e-05 -0.673373 2.94953 0.960036 1.5 3.70006 2.4002 2.5 5 -4.01058e-06 -1.91651e-09 2.59986e-09 4.09449e-10 -1.82956e-05
1.077e-05 -0.66966 2.95317 0.960266 1.5 3.69974 2.40079 2.5 5 -8.22984e-06 1.9349e-09 -2.91867e-09 3.84038e-11 -1.83321e-05
1.078e-05 -0.663305 2.95946 0.960648 1.5 3.6992 2.40177 2.5 5 -1.24175e-05 -1.90427e-09 2.38857e-09 7.2488e-10 -1.84015e-05
1.079e-05 -0.654332 2.96837 0.961183 1.5 3.69843 2.40314 2.5 5 -1.65569e-05 1.94707e-09 -3.12731e-09 3.51331e-10 -1.84915e-05
1.08e-05 -0.642775 2.97986 0.961869 1.5 3.69746 2.40489 2.5 5 -2.06319e-05 -1.8922e-09 2.1836e-09 1.03425e-09 -1.86139e-05
1.081e-05 -0.628682 2.99388 0.962705 1.5 3.69627 2.40702 2.5 5 -2.46263e-05 1.95903e-09 -3.32761e-09 6.56107e-10 -1.87562e-05
1.082e-05 -0.612106 3.0104 0.963688 1.5 3.69488 2.40952 2.5 5 -2.85244e-05 -1.88038e-09 1.98895e-09 1.33339e-09 -1.893e-05
1.083e-05 -0.593113 3.02933 0.964817 1.5 3.6933 2.41237 2.5 5 -3.23107e-05 1.97067e-09 -3.51568e-09 9.4857e-10 -1.91226e-05
1.084e-05 -0.571777 3.0506 0.966088 1.5 3.69153 2.41557 2.5 5 -3.59703e-05 -1.86895e-09 1.80834e-09 1.61815e-09 -1.93455e-05
1.085e-05 -0.548182 3.07414 0.9675 1.5 3.68958 2.4191 2.5 5 -3.94887e-05 1.98186e-09 -3.68801e-09 1.22461e-09 -1.95857e-05
1.086e-05 -0.522421 3.09985 0.969048 1.5 3.68747 2.42295 2.5 5 -4.28521e-05 -1.85803e-09 1.64507e-09 1.88447e-09 -1.98545e-05
1.087e-05 -0.494593 3.12762 0.970728 1.5 3.68519 2.4271 2.5 5 -4.60472e-05 1.99247e-09 -3.84152e-09 1.48021e-09 -2.01388e-05
1.088e-05 -0.46481 3.15735 0.972537 1.5 3.68278 2.43155 2.5 5 -4.90612e-05 -1.84778e-09 1.50197e-09 2.12837e-09 -2.04498e-05
1.089e-05 -0.433187 3.18893 0.974469 1.5 3.68023 2.43626 2.5 5 -5.18824e-05 2.00233e-09 -3.97363e-09 1.71147e-09 -2.0774e-05
1.09e-05 -0.399849 3.22223 0.976518 1.5 3.67756 2.44122 2.5 5 -5.44994e-05 -1.83834e-09 1.38134e-09 2.34607e-09 -2.11225e-05
1.091e-05 -0.364926 3.25711 0.97868 1.5 3.67478 2.44642 2.5 5 -5.6902e-05 2.0113e-09 -4.08234e-09 1.9147e-09 -2.14817e-05
1.092e-05 -0.328556 3.29344 0.980948 1.5 3.67191 2.45182 2.5 5 -5.90807e-05 -1.8299e-09 1.2849e-09 2.53395e-09 -2.18623e-05
1.093e-05 -0.290881 3.33109 0.983314 1.5 3.66895 2.45742 2.5 5 -6.10267e-05 2.01919e-09 -4.16622e-09 2.08642e-09 -2.22508e-05
1.094e-05 -0.25205 3.36989 0.985771 1.5 3.66593 2.46319 2.5 5 -6.27323e-05 -1.82261e-09 1.2138e-09 2.68873e-09 -2.26576e-05
1.095e-05 -0.212216 3.4097 0.988311 1.5 3.66286 2.4691 2.5 5 -6.41909e-05 2.02583e-09 -4.2244e-09 2.2235e-09 -2.30691e-05
1.096e-05 -0.171535 3.45036 0.990926 1.5 3.65975 2.47513 2.5 5 -6.53965e-05 -1.81665e-09 1.1686e-09 2.80743e-09 -2.34956e-05
1.097e-05 -0.130167 3.49171 0.993606 1.5 3.65661 2.48126 2.5 5 -6.63443e-05 2.03106e-09 -4.25662e-09 2.3232e-09 -2.39232e-05
1.098e-05 -0.0882754 3.53359 0.996342 1.5 3.65346 2.48747 2.5 5 -6.70305e-05 -1.81219e-09 1.14931e-09 2.88756e-09 -2.43625e-05
1.099e-05 -0.0460253 3.57584 0.999123 1.5 3.65031 2.49372 2.5 5 -6.74525e-05 2.0347e-09 -4.26311e-09 2.38325e-09 -2.47992e-05
1.1e-05 -0.00358323 3.61828 1.00194 1.5 3.64718 2.5 2.5 5 -6.76083e-05 -1.80939e-09 1.15544e-09 2.92711e-09 -2.52439e-05
1.101e-05 0.0388832 3.66075 1.00478 1.5 3.64407 2.50628 2.5 5 -6.74974e-05 2.03663e-09 -4.2446e-09 2.40195e-09 -2.56824e-05
1.102e-05 0.0812062 3.70308 1.00763 1.5 3.641 2.51253 2.5 5 -6.71201e-05 -1.80837e-09 1.18605e-09 2.92467e-09 -2.61251e-05
1.103e-05 0.123219 3.7451 1.01049 1.5 3.63798 2.51874 2.5 5 -6.64779e-05 2.03672e-09 -4.20223e-09 2.3782e-09 -2.6558e-05
1.104e-05 0.164754 3.78665 1.01333 1.5 3.63502 2.52487 2.5 5 -6.55732e-05 -1.80924e-09 1.2398e-09 2.87951e-09 -2.69914e-05
1.105e-05 0.205649 3.82756 1.01615 1.5 3.63214 2.5309 2.5 5 -6.44096e-05 2.03488e-09 -4.1375e-09 2.31161e-09 -2.74115e-05
1.106e-05 0.245741 3.86768 1.01894 1.5 3.62934 2.53681 2.5 5 -6.29915e-05 -1.81206e-09 1.31505e-09 2.79159e-09 -2.78286e-05
1.107e-05 0.284871 3.90684 1.02168 1.5 3.62662 2.54258 2.5 5 -6.13245e-05 2.03106e-09 -4.05221e-09 2.20255e-09 -2.82289e-05
1.108e-05 0.322884 3.94488 1.02435 1.5 3.62401 2.54818 2.5 5 -5.94152e-05 -1.81687e-09 1.40989e-09 2.66166e-09 -2.86229e-05
1.109e-05 0.35963 3.98166 1.02696 1.5 3.62151 2.55358 2.5 5 -5.7271e-05 2.02526e-09 -3.94833e-09 2.05214e-09 -2.89969e-05
1.11e-05 0.394962 4.01704 1.02948 1.5 3.61912 2.55878 2.5 5 -5.49004e-05 -1.82366e-09 1.52226e-09 2.49125e-09 -2.93616e-05
1.111e-05 0.428742 4.05086 1.0319 1.5 3.61686 2.56374 2.5 5 -5.23127e-05 2.01751e-09 -3.828e-09 1.86231e-09 -2.97035e-05
1.112e-05 0.460834 4.083 1.03422 1.5 3.61473 2.56845 2.5 5 -4.9518e-05 -1.83234e-09 1.65001e-09 2.2827e-09 -3.00333e-05
1.113e-05 0.491112 4.11332 1.03641 1.5 3.61273 2.5729 2.5 5 -4.65274e-05 2.00791e-09 -3.69341e-09 1.63581e-09 -3.03378e-05
1.114e-05 0.519455 4.14172 1.03847 1.5 3.61088 2.57705 2.5 5 -4.33526e-05 -1.84282e-09 1.7909e-09 2.03913e-09 -3.06279e-05
1.115e-05 0.545752 4.16807 1.0404 1.5 3.60917 2.5809 2.5 5 -4.00061e-05 1.9966e-09 -3.54675e-09 1.37614e-09 -3.08905e-05
1.116e-05 0.569896 4.19227 1.04217 1.5 3.60761 2.58443 2.5 5 -3.65012e-05 -1.85491e-09 1.94277e-09 1.76442e-09 -3.11367e-05
1.117e-05 0.591794 4.21423 1.04378 1.5 3.60621 2.58763 2.5 5 -3.28517e-05 1.98378e-09 -3.39022e-09 1.08753e-09 -3.13535e-05
1.118e-05 0.611358 4.23386 1.04522 1.5 3.60496 2.59048 2.5 5 -2.90719e-05 -1.86841e-09 2.10344e-09 1.46314e-09 -3.15525e-05
1.119e-05 0.628511 4.25107 1.04649 1.5 3.60387 2.59298 2.5 5 -2.51767e-05 1.96967e-09 -3.22591e-09 7.74884e-10 -3.17206e-05
1.12e-05 0.643184 4.26581 1.04757 1.5 3.60294 2.59511 2.5 5 -2.11816e-05 -1.88305e-09 2.27087e-09 1.14048e-09 -3.18696e-05
1.121e-05 0.65532 4.27801 1.04846 1.5 3.60218 2.59686 2.5 5 -1.71022e-05 1.95457e-09 -3.05587e-09 4.43633e-10 -3.19867e-05
1.122e-05 0.664871 4.28763 1.04916 1.5 3.60159 2.59823 2.5 5 -1.29547e-05 -1.89854e-09 2.44304e-09 8.0211e-10 -3.20838e-05
1.123e-05 0.671798 4.29463 1.04967 1.5 3.60116 2.59921 2.5 5 -8.75542e-06 1.93879e-09 -2.88206e-09 9.96576e-11 -3.21484e-05
1.124e-05 0.676075 4.29897 1.04997 1.5 3.6009 2.5998 2.5 5 -4.52095e-06 -1.91454e-09 2.61802e-09 4.54077e-10 -3.21924e-05
1.125e-05 0.677684 4.30065 1.05007 1.5 3.60081 2.6 2.5 5 -2.67996e-07 1.92265e-09 -2.70637e-09 -2.50865e-10 -3.22036e-05
1.126e-05 0.676619 4.29966 1.04997 1.5 3.60089 2.5998 2.5 5 3.98667e-06 -1.93072e-09 2.79394e-09 1.0265e-10 -3.2194e-05
1.127e-05 0.672885 4.29599 1.04967 1.5 3.60113 2.59921 2.5 5 8.22626e-06 1.90652e-09 -2.53069e-09 -6.01607e-10 -3.21515e-05
1.128e-05 0.666496 4.28967 1.04916 1.5 3.60155 2.59823 2.5 5 1.2434e-05 -1.94672e-09 2.96893e-09 -2.45826e-10 -3.20885e-05
1.129e-05 0.657476 4.28072 1.04846 1.5 3.60213 2.59686 2.5 5 1.65934e-05 1.89073e-09 -2.35687e-09 -9.46248e-10 -3.1993e-05
