t 1 2 3 4 5 6 7 8 jL0100 jV0400 jV0600 jV0700 jV0800 
8.04e-06 0.159057 3.78095 1.01333 1.5 3.63502 2.52487 2.5 5 -6.23418e-05 -1.80929e-09 1.23929e-09 2.79932e-09 -2.69933e-05
8.05e-06 0.197978 3.81989 1.01615 1.5 3.63213 2.5309 2.5 5 -6.12201e-05 2.03483e-09 -4.13799e-09 2.23301e-09 -2.74138e-05
8.06e-06 0.236138 3.85808 1.01893 1.5 3.62933 2.53681 2.5 5 -5.98563e-05 -1.81211e-09 1.31459e-09 2.71488e-09 -2.78314e-05
8.07e-06 0.273388 3.89536 1.02167 1.5 3.62661 2.54258 2.5 5 -5.82556e-05 2.03102e-09 -4.05263e-09 2.12801e-09 -2.82321e-05
8.08e-06 0.309577 3.93158 1.02434 1.5 3.624 2.54818 2.5 5 -5.64242e-05 -1.81691e-09 1.4095e-09 2.58958e-09 -2.86266e-05
8.09e-06 0.344563 3.9666 1.02695 1.5 3.6215 2.55358 2.5 5 -5.43691e-05 2.02522e-09 -3.94869e-09 1.98278e-09 -2.90011e-05
8.1e-06 0.378207 4.00028 1.02947 1.5 3.61911 2.55878 2.5 5 -5.20985e-05 -1.82369e-09 1.52193e-09 2.42487e-09 -2.93662e-05
8.11e-06 0.410374 4.03249 1.03189 1.5 3.61685 2.56374 2.5 5 -4.96211e-05 2.01748e-09 -3.8283e-09 1.79914e-09 -2.97085e-05
8.12e-06 0.440936 4.0631 1.0342 1.5 3.61471 2.56845 2.5 5 -4.69466e-05 -1.83237e-09 1.64973e-09 2.22296e-09 -3.00387e-05
8.13e-06 0.469772 4.09198 1.0364 1.5 3.61272 2.5729 2.5 5 -4.40855e-05 2.00789e-09 -3.69365e-09 1.57973e-09 -3.03436e-05
8.14e-06 0.496767 4.11903 1.03846 1.5 3.61086 2.57705 2.5 5 -4.10491e-05 -1.84284e-09 1.79068e-09 1.98689e-09 -3.0634e-05
8.15e-06 0.521812 4.14413 1.04038 1.5 3.60915 2.5809 2.5 5 -3.78491e-05 1.99658e-09 -3.54695e-09 1.32793e-09 -3.08969e-05
8.16e-06 0.544808 4.16719 1.04215 1.5 3.60759 2.58443 2.5 5 -3.44982e-05 -1.85493e-09 1.94259e-09 1.72039e-09 -3.11434e-05
8.17e-06 0.565663 4.1881 1.04376 1.5 3.60619 2.58763 2.5 5 -3.10096e-05 1.98376e-09 -3.39037e-09 1.04784e-09 -3.13605e-05
8.18e-06 0.584294 4.20679 1.0452 1.5 3.60494 2.59048 2.5 5 -2.73969e-05 -1.86843e-09 2.10331e-09 1.42791e-09 -3.15596e-05
8.19e-06 0.600626 4.22319 1.04647 1.5 3.60385 2.59298 2.5 5 -2.36744e-05 1.96966e-09 -3.22602e-09 7.44222e-10 -3.1728e-05
8.2e-06 0.614593 4.23722 1.04755 1.5 3.60293 2.59511 2.5 5 -1.98566e-05 -1.88306e-09 2.27078e-09 1.11447e-09 -3.18771e-05
8.21e-06 0.62614 4.24884 1.04845 1.5 3.60216 2.59686 2.5 5 -1.59588e-05 1.95456e-09 -3.05594e-09 4.22357e-10 -3.19944e-05
8.22e-06 0.63522 4.25798 1.04915 1.5 3.60157 2.59823 2.5 5 -1.19961e-05 -1.89854e-09 2.44298e-09 7.85615e-10 -3.20916e-05
8.23e-06 0.641796 4.26463 1.04965 1.5 3.60114 2.59921 2.5 5 -7.98423e-06 1.93878e-09 -2.88209e-09 8.79784e-11 -3.21562e-05
8.24e-06 0.645842 4.26874 1.04995 1.5 3.60088 2.5998 2.5 5 -3.939e-06 -1.91454e-09 2.618e-09 4.47226e-10 -3.22003e-05
8.25e-06 0.64734 4.27031 1.05005 1.5 3.60079 2.6 2.5 5 1.23651e-07 1.92265e-09 -2.70638e-09 -2.52889e-10 -3.22114e-05
8.26e-06 0.646285 4.26932 1.04995 1.5 3.60087 2.5998 2.5 5 4.18769e-06 -1.93072e-09 2.79395e-09 1.05426e-10 -3.22018e-05
8.27e-06 0.642679 4.26579 1.04965 1.5 3.60111 2.59921 2.5 5 8.23709e-06 1.90652e-09 -2.53066e-09 -5.94069e-10 -3.21593e-05
8.28e-06 0.636536 4.25971 1.04915 1.5 3.60153 2.59823 2.5 5 1.22559e-05 -1.94672e-09 2.96897e-09 -2.33588e-10 -3.20962e-05
8.29e-06 0.62788 4.25113 1.04845 1.5 3.60211 2.59686 2.5 5 1.62281e-05 1.89074e-09 -2.35681e-09 -9.29387e-10 -3.20006e-05
8.3e-06 0.616742 4.24005 1.04755 1.5 3.60286 2.59511 2.5 5 2.01382e-05 -1.9622e-09 3.14117e-09 -5.63701e-10 -3.18848e-05
8.31e-06 0.603168 4.22655 1.04647 1.5 3.60377 2.59298 2.5 5 2.39707e-05 1.87564e-09 -2.18674e-09 -1.25282e-09 -3.17372e-05
8.32e-06 0.587209 4.21065 1.04521 1.5 3.60484 2.59048 2.5 5 2.77104e-05 -1.97684e-09 3.30863e-09 -8.79021e-10 -3.15704e-05
8.33e-06 0.568928 4.19243 1.04377 1.5 3.60608 2.58763 2.5 5 3.13425e-05 1.86153e-09 -2.0224e-09 -1.55864e-09 -3.13727e-05
8.34e-06 0.548395 4.17196 1.04216 1.5 3.60747 2.58443 2.5 5 3.48526e-05 -1.99034e-09 3.46934e-09 -1.17402e-09 -3.1157e-05
8.35e-06 0.52569 4.14931 1.04039 1.5 3.60902 2.5809 2.5 5 3.8227e-05 1.84871e-09 -1.86582e-09 -1.84155e-09 -3.09119e-05
8.36e-06 0.500903 4.12458 1.03846 1.5 3.61071 2.57705 2.5 5 4.14521e-05 -2.00243e-09 3.62125e-09 -1.44364e-09 -3.06504e-05
8.37e-06 0.474129 4.09786 1.0364 1.5 3.61256 2.5729 2.5 5 4.45153e-05 1.8374e-09 -1.71913e-09 -2.09678e-09 -3.03612e-05
8.38e-06 0.445474 4.06925 1.03421 1.5 3.61454 2.56845 2.5 5 4.74043e-05 -2.0129e-09 3.76219e-09 -1.68344e-09 -3.00577e-05
8.39e-06 0.415049 4.03887 1.03189 1.5 3.61666 2.56374 2.5 5 5.01077e-05 1.8278e-09 -1.58448e-09 -2.32018e-09 -2.97286e-05
8.4e-06 0.382973 4.00684 1.02947 1.5 3.61892 2.55878 2.5 5 5.26147e-05 -2.02159e-09 3.88999e-09 -1.88959e-09 -2.93875e-05
8.41e-06 0.349373 3.97328 1.02695 1.5 3.62129 2.55358 2.5 5 5.49155e-05 1.82006e-09 -1.46409e-09 -2.50831e-09 -2.90234e-05
8.42e-06 0.314378 3.93832 1.02435 1.5 3.62378 2.54818 2.5 5 5.70007e-05 -2.02837e-09 4.00242e-09 -2.05902e-09 -2.865e-05
8.43e-06 0.278127 3.9021 1.02167 1.5 3.62639 2.54258 2.5 5 5.88621e-05 1.81426e-09 -1.36015e-09 -2.65846e-09 -2.82564e-05
8.44e-06 0.240762 3.86477 1.01894 1.5 3.62909 2.53681 2.5 5 6.04923e-05 -2.03318e-09 4.09734e-09 -2.18938e-09 -2.78566e-05
8.45e-06 0.202428 3.82646 1.01615 1.5 3.63189 2.5309 2.5 5 6.18846e-05 1.81044e-09 -1.27478e-09 -2.76865e-09 -2.74398e-05
8.46e-06 0.163278 3.78733 1.01333 1.5 3.63476 2.52487 2.5 5 6.30335e-05 -2.036e-09 4.17266e-09 -2.2791e-09 -2.70199e-05
8.47e-06 0.123464 3.74753 1.01049 1.5 3.63772 2.51874 2.5 5 6.39343e-05 1.8086e-09 -1.20999e-09 -2.83769e-09 -2.65866e-05
8.48e-06 0.0831428 3.70722 1.00764 1.5 3.64073 2.51253 2.5 5 6.45834e-05 -2.03687e-09 4.22649e-09 -2.32736e-09 -2.61537e-05
8.49e-06 0.0424738 3.66655 1.00478 1.5 3.64379 2.50628 2.5 5 6.4978e-05 1.80869e-09 -1.16753e-09 -2.86513e-09 -2.57109e-05
8.5e-06 0.00161688 3.6257 1.00194 1.5 3.6469 2.5 2.5 5 6.51165e-05 -2.03585e-09 4.25718e-09 -2.33405e-09 -2.52722e-05
8.51e-06 -0.0392667 3.58481 0.999129 1.5 3.65003 2.49372 2.5 5 6.49982e-05 1.81062e-09 -1.14894e-09 -2.85123e-09 -2.48273e-05
8.52e-06 -0.0800157 3.54406 0.996348 1.5 3.65318 2.48747 2.5 5 6.46235e-05 -2.03304e-09 4.2634e-09 -2.29979e-09 -2.43901e-05
8.53e-06 -0.120469 3.5036 0.993614 1.5 3.65633 2.48126 2.5 5 6.39937e-05 1.81427e-09 -1.15534e-09 -2.79692e-09 -2.39504e-05
8.54e-06 -0.160467 3.46358 0.990935 1.5 3.65947 2.47513 2.5 5 6.31111e-05 -2.02859e-09 4.24419e-09 -2.22581e-09 -2.35222e-05
8.55e-06 -0.199851 3.42418 0.988321 1.5 3.66258 2.4691 2.5 5 6.19791e-05 1.81949e-09 -1.18747e-09 -2.70373e-09 -2.3095e-05
8.56e-06 -0.238464 3.38554 0.985782 1.5 3.66566 2.46319 2.5 5 6.06021e-05 -2.02263e-09 4.19908e-09 -2.11394e-09 -2.26827e-05
8.57e-06 -0.276155 3.34782 0.983326 1.5 3.66868 2.45742 2.5 5 5.89854e-05 1.82614e-09 -1.24557e-09 -2.57377e-09 -2.2275e-05
8.58e-06 -0.312774 3.31117 0.980961 1.5 3.67164 2.45182 2.5 5 5.71352e-05 -2.01535e-09 4.12806e-09 -1.96653e-09 -2.18855e-05
8.59e-06 -0.348174 3.27574 0.978694 1.5 3.67452 2.44642 2.5 5 5.50588e-05 1.83402e-09 -1.32936e-09 -2.40961e-09 -2.15038e-05
8.6e-06 -0.382216 3.24166 0.976533 1.5 3.67731 2.44122 2.5 5 5.27642e-05 -2.0069e-09 4.0317e-09 -1.78636e-09 -2.11434e-05
8.61e-06 -0.414764 3.20907 0.974484 1.5 3.67999 2.43626 2.5 5 5.02604e-05 1.84298e-09 -1.438e-09 -2.21423e-09 -2.07937e-05
8.62e-06 -0.445689 3.17809 0.972553 1.5 3.68255 2.43155 2.5 5 4.75572e-05 -1.99747e-09 3.91115e-09 -1.57661e-09 -2.04681e-05
8.63e-06 -0.474867 3.14887 0.970745 1.5 3.68498 2.4271 2.5 5 4.46652e-05 1.85284e-09 -1.57005e-09 -1.99096e-09 -2.01557e-05
8.64e-06 -0.502183 3.1215 0.969065 1.5 3.68727 2.42295 2.5 5 4.15957e-05 -1.98722e-09 3.76811e-09 -1.34072e-09 -1.98699e-05
8.65e-06 -0.527527 3.0961 0.967518 1.5 3.6894 2.4191 2.5 5 3.83608e-05 1.86344e-09 -1.7235e-09 -1.74338e-09 -1.95995e-05
8.66e-06 -0.550799 3.07277 0.966107 1.5 3.69137 2.41557 2.5 5 3.49731e-05 -1.97631e-09 3.60488e-09 -1.08239e-09 -1.93576e-05
8.67e-06 -0.571905 3.0516 0.964836 1.5 3.69315 2.41237 2.5 5 3.14461e-05 1.87462e-09 -1.8958e-09 -1.47526e-09 -1.9133e-05
8.68e-06 -0.590761 3.03269 0.963708 1.5 3.69476 2.40952 2.5 5 2.77934e-05 -1.96489e-09 3.42429e-09 -8.05468e-10 -1.89387e-05
8.69e-06 -0.607293 3.01609 0.962725 1.5 3.69616 2.40702 2.5 5 2.40296e-05 1.88626e-09 -2.08386e-09 -1.19053e-09 -1.87631e-05
8.7e-06 -0.621433 3.00188 0.961889 1.5 3.69737 2.40489 2.5 5 2.01695e-05 -1.95308e-09 3.22964e-09 -5.13935e-10 -1.86189e-05
8.71e-06 -0.633126 2.99012 0.961204 1.5 3.69837 2.40314 2.5 5 1.62282e-05 1.89821e-09 -2.28416e-09 -8.93205e-10 -1.84946e-05
8.72e-06 -0.642324 2.98086 0.960669 1.5 3.69915 2.40177 2.5 5 1.22212e-05 -1.94101e-09 3.02464e-09 -2.11833e-10 -1.84028e-05
8.73e-06 -0.64899 2.97412 0.960286 1.5 3.69972 2.40079 2.5 5 8.16446e-06 1.91037e-09 -2.49285e-09 -5.87351e-10 -1.83314e-05
8.74e-06 -0.653097 2.96995 0.960056 1.5 3.70006 2.4002 2.5 5 4.07383e-06 -1.92878e-09 2.81331e-09 9.67479e-11 -1.8293e-05
8.75e-06 -0.654628 2.96835 0.959979 1.5 3.70019 2.4 2.5 5 -3.45013e-08 1.92263e-09 -2.70578e-09 -2.7707e-10 -1.82755e-05
8.76e-06 -0.653576 2.96933 0.960055 1.5 3.70009 2.4002 2.5 5 -4.14434e-06 -1.91651e-09 2.59983e-09 4.077e-10 -1.82911e-05
8.77e-06 -0.649945 2.97289 0.960285 1.5 3.69976 2.40079 2.5 5 -8.23947e-06 1.9349e-09 -2.91873e-09 3.3525e-11 -1.83276e-05
8.78e-06 -0.643749 2.97902 0.960668 1.5 3.69922 2.40177 2.5 5 -1.23037e-05 -1.90428e-09 2.38847e-09 7.1691e-10 -1.83971e-05
8.79e-06 -0.63501 2.98769 0.961202 1.5 3.69845 2.40314 2.5 5 -1.63211e-05 1.94706e-09 -3.12745e-09 3.40322e-10 -1.84872e-05
8.8e-06 -0.623763 2.99887 0.961888 1.5 3.69748 2.40489 2.5 5 -2.02756e-05 -1.89221e-09 2.18343e-09 1.02027e-09 -1.86097e-05
8.81e-06 -0.610052 3.01252 0.962723 1.5 3.69629 2.40702 2.5 5 -2.41518e-05 1.95901e-09 -3.32781e-09 6.3922e-10 -1.87521e-05
8.82e-06 -0.593928 3.02857 0.963706 1.5 3.6949 2.40952 2.5 5 -2.79342e-05 -1.8804e-09 1.98872e-09 1.31369e-09 -1.8926e-05
8.83e-06 -0.575457 3.04698 0.964834 1.5 3.69332 2.41237 2.5 5 -3.16079e-05 1.97065e-09 -3.51594e-09 9.26146e-10 -1.91187e-05
8.84e-06 -0.554708 3.06767 0.966105 1.5 3.69155 2.41557 2.5 5 -3.51584e-05 -1.86898e-09 1.80805e-09 1.59311e-09 -1.93417e-05
8.85e-06 -0.531764 3.09056 0.967515 1.5 3.6896 2.4191 2.5 5 -3.85717e-05 1.98183e-09 -3.68832e-09 1.19708e-09 -1.9582e-05
8.86e-06 -0.506713 3.11555 0.969062 1.5 3.68748 2.42295 2.5 5 -4.18341e-05 -1.85807e-09 1.64474e-09 1.85456e-09 -1.9851e-05
8.87e-06 -0.479655 3.14256 0.970742 1.5 3.68521 2.4271 2.5 5 -4.49329e-05 1.99243e-09 -3.84186e-09 1.44806e-09 -2.01355e-05
8.88e-06 -0.450693 3.17147 0.97255 1.5 3.68279 2.43155 2.5 5 -4.78557e-05 -1.84782e-09 1.50161e-09 2.09413e-09 -2.04467e-05
8.89e-06 -0.419942 3.20218 0.974481 1.5 3.68024 2.43626 2.5 5 -5.05908e-05 2.00229e-09 -3.974e-09 1.67528e-09 -2.07711e-05
8.9e-06 -0.387523 3.23455 0.976529 1.5 3.67757 2.44122 2.5 5 -5.31276e-05 -1.83838e-09 1.38096e-09 2.30809e-09 -2.11198e-05
8.91e-06 -0.353562 3.26848 0.97869 1.5 3.67479 2.44642 2.5 5 -5.54558e-05 2.01126e-09 -4.08273e-09 1.87509e-09 -2.14792e-05
8.92e-06 -0.318191 3.30381 0.980957 1.5 3.67191 2.45182 2.5 5 -5.75661e-05 -1.82994e-09 1.28451e-09 2.49288e-09 -2.186e-05
8.93e-06 -0.281551 3.34042 0.983322 1.5 3.66896 2.45742 2.5 5 -5.94503e-05 2.01914e-09 -4.16661e-09 2.04406e-09 -2.22487e-05
8.94e-06 -0.243785 3.37816 0.985778 1.5 3.66594 2.46319 2.5 5 -6.11007e-05 -1.82265e-09 1.21341e-09 2.64525e-09 -2.26558e-05
8.95e-06 -0.20504 3.41688 0.988317 1.5 3.66287 2.4691 2.5 5 -6.25107e-05 2.02579e-09 -4.22479e-09 2.17909e-09 -2.30675e-05
8.96e-06 -0.16547 3.45643 0.990931 1.5 3.65975 2.47513 2.5 5 -6.36747e-05 -1.81669e-09 1.16821e-09 2.76226e-09 -2.34943e-05
8.97e-06 -0.12523 3.49665 0.99361 1.5 3.65661 2.48126 2.5 5 -6.45879e-05 2.03102e-09 -4.257e-09 2.27746e-09 -2.39223e-05
8.98e-06 -0.0844787 3.53739 0.996345 1.5 3.65346 2.48747 2.5 5 -6.52468e-05 -1.81223e-09 1.14894e-09 2.84143e-09 -2.43618e-05
8.99e-06 -0.0433763 3.57849 0.999125 1.5 3.65031 2.49372 2.5 5 -6.56484e-05 2.03467e-09 -4.26347e-09 2.33692e-09 -2.47988e-05
9e-06 -0.00208506 3.61978 1.00194 1.5 3.64718 2.5 2.5 5 -6.57912e-05 -1.80943e-09 1.15509e-09 2.88075e-09 -2.52437e-05
9.01e-06 0.039232 3.6611 1.00478 1.5 3.64407 2.50628 2.5 5 -6.56745e-05 2.0366e-09 -4.24493e-09 2.35575e-09 -2.56825e-05
9.02e-06 0.0804118 3.70228 1.00763 1.5 3.641 2.51253 2.5 5 -6.52987e-05 -1.8084e-09 1.18573e-09 2.87882e-09 -2.61255e-05
9.03e-06 0.121291 3.74317 1.01049 1.5 3.63798 2.51874 2.5 5 -6.4665e-05 2.03669e-09 -4.20253e-09 2.33287e-09 -2.65587e-05
9.04e-06 0.161709 3.78361 1.01333 1.5 3.63502 2.52487 2.5 5 -6.37759e-05 -1.80926e-09 1.23951e-09 2.83488e-09 -2.69924e-05
9.05e-06 0.201505 3.82342 1.01615 1.5 3.63213 2.5309 2.5 5 -6.26349e-05 2.03485e-09 -4.13777e-09 2.26784e-09 -2.74127e-05
9.06e-06 0.240521 3.86246 1.01893 1.5 3.62933 2.53681 2.5 5 -6.12462e-05 -1.81209e-09 1.31479e-09 2.74886e-09 -2.78301e-05
9.07e-06 0.278603 3.90057 1.02167 1.5 3.62662 2.54258 2.5 5 -5.96153e-05 2.03104e-09 -4.05245e-09 2.161e-09 -2.82306e-05
9.08e-06 0.315599 3.9376 1.02435 1.5 3.62401 2.54818 2.5 5 -5.77486e-05 -1.8169e-09 1.40967e-09 2.62146e-09 -2.86249e-05
9.09e-06 0.351364 3.9734 1.02695 1.5 3.6215 2.55358 2.5 5 -5.56533e-05 2.02524e-09 -3.94854e-09 2.01343e-09 -2.89992e-05
9.1e-06 0.385754 4.00783 1.02947 1.5 3.61912 2.55878 2.5 5 -5.33375e-05 -1.82368e-09 1.52208e-09 2.45419e-09 -2.93641e-05
9.11e-06 0.418633 4.04075 1.03189 1.5 3.61685 2.56374 2.5 5 -5.08105e-05 2.0175e-09 -3.82817e-09 1.82702e-09 -2.97062e-05
9.12e-06 0.44987 4.07203 1.03421 1.5 3.61472 2.56845 2.5 5 -4.8082e-05 -1.83236e-09 1.64985e-09 2.2493e-09 -3.00363e-05
9.13e-06 0.479341 4.10155 1.0364 1.5 3.61272 2.5729 2.5 5 -4.51628e-05 2.0079e-09 -3.69355e-09 1.60443e-09 -3.0341e-05
9.14e-06 0.506929 4.12919 1.03847 1.5 3.61087 2.57705 2.5 5 -4.20644e-05 -1.84283e-09 1.79078e-09 2.00987e-09 -3.06313e-05
9.15e-06 0.532525 4.15484 1.04039 1.5 3.60916 2.5809 2.5 5 -3.87988e-05 1.99659e-09 -3.54687e-09 1.34911e-09 -3.0894e-05
9.16e-06 0.556025 4.1784 1.04216 1.5 3.6076 2.58443 2.5 5 -3.5379e-05 -1.85493e-09 1.94267e-09 1.7397e-09 -3.11404e-05
9.17e-06 0.577337 4.19977 1.04377 1.5 3.6062 2.58763 2.5 5 -3.18185e-05 1.98377e-09 -3.39031e-09 1.06522e-09 -3.13574e-05
9.18e-06 0.596376 4.21888 1.04521 1.5 3.60495 2.59048 2.5 5 -2.81311e-05 -1.86842e-09 2.10337e-09 1.4433e-09 -3.15564e-05
9.19e-06 0.613066 4.23563 1.04648 1.5 3.60386 2.59298 2.5 5 -2.43316e-05 1.96967e-09 -3.22598e-09 7.57572e-10 -3.17247e-05
9.2e-06 0.62734 4.24997 1.04756 1.5 3.60293 2.59511 2.5 5 -2.04347e-05 -1.88306e-09 2.27082e-09 1.12575e-09 -3.18737e-05
9.21e-06 0.639142 4.26184 1.04845 1.5 3.60217 2.59686 2.5 5 -1.6456e-05 1.95457e-09 -3.05591e-09 4.31527e-10 -3.19909e-05
9.22e-06 0.648424 4.27119 1.04915 1.5 3.60158 2.59823 2.5 5 -1.2411e-05 -1.89854e-09 2.443e-09 7.92658e-10 -3.20881e-05
9.23e-06 0.655149 4.27798 1.04966 1.5 3.60115 2.59921 2.5 5 -8.31567e-06 1.93878e-09 -2.88208e-09 9.28786e-11 -3.21527e-05
9.24e-06 0.65929 4.28219 1.04996 1.5 3.60089 2.5998 2.5 5 -4.18624e-06 -1.91454e-09 2.61801e-09 4.4998e-10 -3.21968e-05
9.25e-06 0.66083 4.2838 1.05006 1.5 3.6008 2.6 2.5 5 -3.89633e-08 1.92265e-09 -2.70638e-09 -2.5228e-10 -3.22079e-05
9.26e-06 0.659764 4.2828 1.04996 1.5 3.60088 2.5998 2.5 5 4.1098e-06 -1.93072e-09 2.79395e-09 1.03904e-10 -3.21983e-05
9.27e-06 0.656094 4.2792 1.04966 1.5 3.60112 2.59921 2.5 5 8.24369e-06 1.90652e-09 -2.53067e-09 -5.97705e-10 -3.21559e-05
9.28e-06 0.649834 4.27301 1.04915 1.5 3.60154 2.59823 2.5 5 1.23464e-05 -1.94672e-09 2.96895e-09 -2.39308e-10 -3.20928e-05
9.29e-06 0.641009 4.26425 1.04845 1.5 3.60212 2.59686 2.5 5 1.64017e-05 1.89073e-09 -2.35684e-09 -9.37157e-10 -3.19972e-05
9.3e-06 0.629653 4.25297 1.04756 1.5 3.60286 2.59511 2.5 5 2.03936e-05 -1.96221e-09 3.14113e-09 -5.73477e-10 -3.18815e-05
9.31e-06 0.615811 4.23919 1.04648 1.5 3.60378 2.59298 2.5 5 2.43063e-05 1.87563e-09 -2.18678e-09 -1.26455e-09 -3.1734e-05
9.32e-06 0.599536 4.22298 1.04521 1.5 3.60485 2.59048 2.5 5 2.81244e-05 -1.97685e-09 3.30858e-09 -8.92648e-10 -3.15672e-05
9.33e-06 0.580892 4.2044 1.04377 1.5 3.60609 2.58763 2.5 5 3.18329e-05 1.86153e-09 -2.02246e-09 -1.5741e-09 -3.13697e-05
9.34e-06 0.559952 4.18352 1.04216 1.5 3.60748 2.58443 2.5 5 3.54169e-05 -1.99034e-09 3.46928e-09 -1.19124e-09 -3.11541e-05
9.35e-06 0.536798 4.16042 1.04039 1.5 3.60902 2.5809 2.5 5 3.88625e-05 1.8487e-09 -1.8659e-09 -1.86045e-09 -3.09091e-05
9.36e-06 0.51152 4.1352 1.03847 1.5 3.61072 2.57705 2.5 5 4.21558e-05 -2.00244e-09 3.62116e-09 -1.46414e-09 -3.06477e-05
9.37e-06 0.484217 4.10795 1.03641 1.5 3.61256 2.5729 2.5 5 4.5284e-05 1.83739e-09 -1.71922e-09 -2.11878e-09 -3.03587e-05
9.38e-06 0.454996 4.07877 1.03421 1.5 3.61455 2.56845 2.5 5 4.82347e-05 -2.01291e-09 3.76209e-09 -1.70685e-09 -3.00553e-05
9.39e-06 0.423972 4.0478 1.0319 1.5 3.61667 2.56374 2.5 5 5.0996e-05 1.82779e-09 -1.5846e-09 -2.34491e-09 -2.97264e-05
9.4e-06 0.391266 4.01513 1.02948 1.5 3.61892 2.55878 2.5 5 5.35572e-05 -2.0216e-09 3.88986e-09 -1.91552e-09 -2.93855e-05
9.41e-06 0.357006 3.98091 1.02696 1.5 3.6213 2.55358 2.5 5 5.59079e-05 1.82004e-09 -1.46423e-09 -2.53534e-09 -2.90216e-05
9.42e-06 0.321327 3.94527 1.02435 1.5 3.62379 2.54818 2.5 5 5.8039e-05 -2.02839e-09 4.00228e-09 -2.08703e-09 -2.86483e-05
9.43e-06 0.284368 3.90834 1.02168 1.5 3.62639 2.54258 2.5 5 5.99418e-05 1.81424e-09 -1.36031e-09 -2.68733e-09 -2.8255e-05
9.44e-06 0.246275 3.87028 1.01894 1.5 3.62909 2.53681 2.5 5 6.16089e-05 -2.0332e-09 4.09717e-09 -2.21901e-09 -2.78553e-05
9.45e-06 0.207197 3.83122 1.01615 1.5 3.63189 2.5309 2.5 5 6.30335e-05 1.81042e-09 -1.27496e-09 -2.79891e-09 -2.74387e-05
9.46e-06 0.167287 3.79133 1.01333 1.5 3.63477 2.52487 2.5 5 6.421e-05 -2.03602e-09 4.17247e-09 -2.30987e-09 -2.70191e-05
9.47e-06 0.126704 3.75077 1.01049 1.5 3.63772 2.51874 2.5 5 6.51336e-05 1.80858e-09 -1.21018e-09 -2.86884e-09 -2.65859e-05
9.48e-06 0.0856054 3.70968 1.00764 1.5 3.64073 2.51253 2.5 5 6.58006e-05 -2.03689e-09 4.22628e-09 -2.35876e-09 -2.61533e-05
9.49e-06 0.0441542 3.66823 1.00478 1.5 3.6438 2.50628 2.5 5 6.62082e-05 1.80867e-09 -1.16775e-09 -2.89667e-09 -2.57107e-05
9.5e-06 0.00251366 3.6266 1.00194 1.5 3.6469 2.5 2.5 5 6.63548e-05 -2.03587e-09 4.25695e-09 -2.3656e-09 -2.52722e-05
9.51e-06 -0.0391521 3.58493 0.999129 1.5 3.65003 2.49372 2.5 5 6.62397e-05 1.8106e-09 -1.14917e-09 -2.88266e-09 -2.48274e-05
9.52e-06 -0.0806787 3.54339 0.996348 1.5 3.65318 2.48747 2.5 5 6.58633e-05 -2.03307e-09 4.26316e-09 -2.33098e-09 -2.43905e-05
9.53e-06 -0.121902 3.50216 0.993613 1.5 3.65633 2.48126 2.5 5 6.52268e-05 1.81424e-09 -1.15558e-09 -2.82775e-09 -2.39509e-05
9.54e-06 -0.162659 3.46139 0.990933 1.5 3.65947 2.47513 2.5 5 6.43329e-05 -2.02861e-09 4.24395e-09 -2.25616e-09 -2.35229e-05
9.55e-06 -0.202789 3.42124 0.988319 1.5 3.66258 2.4691 2.5 5 6.31848e-05 1.81947e-09 -1.18772e-09 -2.73349e-09 -2.30958e-05
9.56e-06 -0.242133 3.38187 0.985779 1.5 3.66565 2.46319 2.5 5 6.1787e-05 -2.02266e-09 4.19883e-09 -2.14299e-09 -2.26837e-05
9.57e-06 -0.280534 3.34344 0.983322 1.5 3.66868 2.45742 2.5 5 6.0145e-05 1.82611e-09 -1.24582e-09 -2.602e-09 -2.22762e-05
9.58e-06 -0.317841 3.3061 0.980956 1.5 3.67164 2.45182 2.5 5 5.82652e-05 -2.01537e-09 4.12781e-09 -1.99384e-09 -2.18869e-05
9.59e-06 -0.353906 3.27 0.978689 1.5 3.67452 2.44642 2.5 5 5.61548e-05 1.834e-09 -1.32961e-09 -2.43589e-09 -2.15053e-05
9.6e-06 -0.388586 3.23529 0.976527 1.5 3.6773 2.44122 2.5 5 5.38222e-05 -2.00693e-09 4.03146e-09 -1.81153e-09 -2.11451e-05
9.61e-06 -0.421742 3.20209 0.974478 1.5 3.67998 2.43626 2.5 5 5.12765e-05 1.84296e-09 -1.43823e-09 -2.23818e-09 -2.07955e-05
9.62e-06 -0.453244 3.17054 0.972546 1.5 3.68254 2.43155 2.5 5 4.85276e-05 -1.9975e-09 3.91092e-09 -1.59925e-09 -2.047e-05
9.63e-06 -0.482967 3.14077 0.970738 1.5 3.68497 2.4271 2.5 5 4.55864e-05 1.85282e-09 -1.57026e-09 -2.01222e-09 -2.01577e-05
9.64e-06 -0.510791 3.11289 0.969057 1.5 3.68726 2.42295 2.5 5 4.24645e-05 -1.98724e-09 3.7679e-09 -1.36052e-09 -1.9872e-05
9.65e-06 -0.536606 3.08702 0.967509 1.5 3.68939 2.4191 2.5 5 3.9174e-05 1.86342e-09 -1.72369e-09 -1.76165e-09 -1.96016e-05
9.66e-06 -0.560311 3.06326 0.966098 1.5 3.69135 2.41557 2.5 5 3.57279e-05 -1.97633e-09 3.6047e-09 -1.09907e-09 -1.93599e-05
